Player,Age,Born,Nation,Pos,Squad,Comp,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Albert Guðmundsson,24.0,1997.0,ISL,FW,AZ Alkmaar,Eredivisie,19.0,12.0,1090.0,4.0,16.0,8.0,18.2,0.0,1.0,2.0,349.0,441.0,5306.0,1198.0,189.0,214.0,123.0,151.0,23.0,36.0,1.0,16.0,36.0,22.0,3.0,58.0,4.0,0.0,0.0,14.0,20.0,2.0,18.0,2.0,0.0,0.0,58.0,4.0,10.0,575.0,12.0,63.0,253.0,267.0,38.0,573.0,29.0,20.0,9.0,382.0,2364.0,1017.0,32.0,26.0,8.0,38.0,29.0,438.0,98.0,12.0,3.0,4.0,4.0,4.0,9.0,25.0,16.0,9.0,0.0,9.0,5.0,11.0,0.0
Alex Bangura,22.0,1999.0,SLE,DF,Cambuur,Eredivisie,27.0,27.0,2413.0,3.0,8.0,5.0,10.6,0.0,0.0,0.0,1044.0,1266.0,16636.0,4253.0,550.0,609.0,390.0,464.0,74.0,127.0,0.0,12.0,48.0,7.0,0.0,58.0,8.0,1.0,1.0,39.0,54.0,1.0,26.0,1.0,0.0,0.0,188.0,12.0,16.0,1547.0,89.0,666.0,615.0,286.0,42.0,1547.0,38.0,30.0,8.0,797.0,5067.0,2970.0,63.0,42.0,8.0,42.0,14.0,845.0,69.0,57.0,34.0,40.0,13.0,4.0,24.0,37.0,13.0,22.0,9.0,13.0,29.0,54.0,0.0
Alex Mortensen,19.0,2002.0,SWE,FW,Groningen,Eredivisie,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,38.0,13.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,0.0,1.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Büttner,32.0,1989.0,NED,DF,RKC Waalwijk,Eredivisie,26.0,25.0,1880.0,3.0,15.0,7.0,23.9,2.0,1.0,1.0,748.0,1084.0,13812.0,5499.0,358.0,417.0,266.0,347.0,106.0,250.0,4.0,41.0,65.0,27.0,19.0,75.0,6.0,0.0,0.0,28.0,42.0,2.0,186.0,0.0,0.0,0.0,109.0,13.0,13.0,1316.0,30.0,333.0,549.0,444.0,12.0,1315.0,37.0,16.0,21.0,616.0,3209.0,1440.0,45.0,28.0,2.0,44.0,23.0,646.0,90.0,51.0,31.0,23.0,18.0,10.0,21.0,38.0,17.0,16.0,1.0,15.0,36.0,21.0,1.0
Ali Akman,19.0,2002.0,TUR,FW,NEC Nijmegen,Eredivisie,28.0,19.0,1569.0,6.0,31.0,15.0,16.3,0.0,0.0,0.0,374.0,498.0,5166.0,930.0,219.0,270.0,102.0,133.0,23.0,36.0,0.0,27.0,22.0,12.0,3.0,38.0,1.0,1.0,0.0,13.0,20.0,17.0,12.0,0.0,0.0,0.0,63.0,16.0,37.0,686.0,2.0,47.0,336.0,312.0,60.0,686.0,47.0,28.0,19.0,397.0,1424.0,519.0,18.0,24.0,6.0,66.0,30.0,502.0,111.0,13.0,7.0,1.0,6.0,6.0,3.0,19.0,16.0,13.0,0.0,13.0,6.0,1.0,1.0
Aliou Badara Baldé,18.0,2002.0,SEN,FW,Feyenoord,Eredivisie,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,5.0,1.0,1.0,0.0,5.0,27.0,14.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alireza Jahanbakhsh,27.0,1993.0,IRN,FW,Feyenoord,Eredivisie,27.0,18.0,1556.0,4.0,54.0,21.0,19.8,1.0,0.0,0.0,561.0,822.0,8976.0,2369.0,301.0,367.0,183.0,254.0,50.0,103.0,3.0,35.0,39.0,42.0,9.0,80.0,2.0,0.0,0.0,27.0,20.0,4.0,73.0,1.0,0.0,0.0,99.0,15.0,16.0,1064.0,13.0,97.0,383.0,597.0,78.0,1064.0,86.0,43.0,43.0,703.0,4275.0,2143.0,62.0,57.0,20.0,44.0,22.0,779.0,214.0,40.0,21.0,16.0,12.0,12.0,19.0,42.0,23.0,16.0,3.0,13.0,11.0,7.0,0.0
Alois Oroz,20.0,2000.0,CRO,DF,Vitesse,Eredivisie,21.0,9.0,813.0,3.0,9.0,4.0,17.9,0.0,0.0,0.0,311.0,430.0,5394.0,2180.0,133.0,162.0,140.0,170.0,27.0,67.0,0.0,2.0,15.0,0.0,0.0,27.0,4.0,0.0,0.0,13.0,2.0,0.0,6.0,0.0,0.0,0.0,55.0,30.0,27.0,554.0,39.0,234.0,283.0,39.0,11.0,554.0,4.0,2.0,2.0,253.0,1210.0,706.0,6.0,5.0,0.0,6.0,0.0,279.0,4.0,16.0,8.0,8.0,7.0,1.0,10.0,17.0,7.0,16.0,5.0,11.0,26.0,35.0,0.0
Amin Sarr,20.0,2001.0,SWE,FW,Heerenveen,Eredivisie,13.0,12.0,1076.0,5.0,33.0,18.0,18.6,0.0,0.0,0.0,162.0,248.0,2251.0,403.0,100.0,137.0,42.0,63.0,10.0,16.0,1.0,12.0,4.0,8.0,1.0,13.0,0.0,0.0,0.0,9.0,9.0,2.0,6.0,0.0,0.0,0.0,27.0,25.0,35.0,408.0,9.0,45.0,169.0,203.0,48.0,408.0,40.0,21.0,19.0,226.0,1654.0,684.0,31.0,25.0,16.0,46.0,18.0,286.0,83.0,16.0,10.0,3.0,9.0,4.0,4.0,11.0,7.0,10.0,1.0,9.0,6.0,7.0,0.0
Amourrichio Van Axel Dongen,16.0,2004.0,NED,FW,Ajax,Eredivisie,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anargyros Kampetsis,22.0,1999.0,GRE,FW,Willem II,Eredivisie,17.0,0.0,322.0,0.0,11.0,1.0,12.4,0.0,0.0,0.0,78.0,102.0,1112.0,129.0,37.0,44.0,23.0,30.0,7.0,9.0,2.0,4.0,6.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,31.0,167.0,2.0,10.0,67.0,93.0,22.0,167.0,11.0,3.0,8.0,89.0,301.0,38.0,2.0,2.0,2.0,22.0,8.0,118.0,29.0,4.0,3.0,4.0,0.0,0.0,0.0,6.0,6.0,7.0,0.0,7.0,0.0,1.0,0.0
Anas Ouahim,23.0,1997.0,GER,MF,Heracles Almelo,Eredivisie,10.0,10.0,690.0,0.0,10.0,1.0,18.9,0.0,0.0,0.0,129.0,177.0,2006.0,478.0,67.0,86.0,48.0,64.0,10.0,14.0,1.0,9.0,19.0,8.0,3.0,24.0,2.0,1.0,0.0,18.0,12.0,0.0,10.0,0.0,0.0,0.0,35.0,6.0,18.0,301.0,4.0,45.0,154.0,109.0,12.0,301.0,31.0,18.0,13.0,177.0,1202.0,498.0,17.0,15.0,3.0,31.0,20.0,193.0,35.0,16.0,6.0,3.0,12.0,1.0,4.0,28.0,24.0,8.0,0.0,8.0,8.0,4.0,0.0
Anas Tahiri,26.0,1995.0,BEL,MF,Heerenveen,Eredivisie,16.0,11.0,993.0,1.0,10.0,2.0,21.6,0.0,0.0,0.0,456.0,552.0,7146.0,1894.0,246.0,271.0,150.0,174.0,39.0,71.0,1.0,14.0,33.0,11.0,0.0,51.0,0.0,0.0,0.0,4.0,8.0,0.0,16.0,0.0,0.0,0.0,85.0,1.0,7.0,639.0,16.0,124.0,358.0,166.0,9.0,639.0,11.0,8.0,3.0,370.0,2126.0,847.0,18.0,20.0,3.0,20.0,14.0,435.0,22.0,13.0,6.0,3.0,9.0,1.0,5.0,12.0,7.0,6.0,1.0,5.0,8.0,6.0,0.0
Anass Salah-Eddine,19.0,2002.0,NED,DF,Ajax,Eredivisie,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,172.0,109.0,9.0,12.0,4.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,2.0,10.0,7.0,3.0,1.0,20.0,0.0,0.0,0.0,9.0,35.0,26.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Anastasios Douvikas,21.0,1999.0,GRE,FW,Utrecht,Eredivisie,34.0,28.0,2372.0,9.0,75.0,31.0,13.7,1.0,2.0,2.0,262.0,421.0,3650.0,705.0,151.0,210.0,78.0,116.0,13.0,20.0,3.0,19.0,20.0,11.0,0.0,32.0,1.0,0.0,0.0,40.0,54.0,7.0,8.0,1.0,0.0,0.0,61.0,88.0,106.0,817.0,26.0,58.0,335.0,436.0,166.0,815.0,80.0,40.0,40.0,481.0,2527.0,918.0,47.0,26.0,28.0,120.0,57.0,614.0,178.0,38.0,20.0,8.0,16.0,14.0,5.0,25.0,20.0,16.0,3.0,13.0,7.0,22.0,0.0
Andreas Samaris,32.0,1989.0,GRE,DF,Fortuna Sittard,Eredivisie,20.0,12.0,1077.0,0.0,4.0,2.0,24.7,0.0,0.0,0.0,352.0,449.0,7320.0,2892.0,127.0,144.0,165.0,187.0,58.0,107.0,0.0,3.0,27.0,3.0,0.0,28.0,1.0,0.0,0.0,6.0,17.0,0.0,6.0,0.0,0.0,0.0,88.0,16.0,13.0,606.0,120.0,328.0,246.0,39.0,8.0,606.0,16.0,12.0,4.0,297.0,1514.0,703.0,4.0,4.0,3.0,12.0,9.0,297.0,4.0,24.0,12.0,14.0,7.0,3.0,15.0,28.0,13.0,23.0,19.0,4.0,16.0,57.0,0.0
André Ramalho,29.0,1992.0,BRA,DF,PSV Eindhoven,Eredivisie,20.0,19.0,1694.0,3.0,23.0,8.0,15.5,2.0,0.0,0.0,1239.0,1449.0,24879.0,9717.0,393.0,425.0,690.0,742.0,144.0,249.0,2.0,4.0,129.0,11.0,2.0,135.0,4.0,0.0,0.0,14.0,9.0,0.0,7.0,0.0,0.0,1.0,158.0,47.0,37.0,1617.0,95.0,584.0,939.0,104.0,23.0,1617.0,7.0,5.0,2.0,1017.0,4608.0,3006.0,19.0,23.0,0.0,10.0,3.0,1131.0,6.0,22.0,15.0,13.0,9.0,0.0,15.0,29.0,14.0,17.0,11.0,6.0,27.0,49.0,0.0
Anthony Musaba,20.0,2000.0,NED,FW,Heerenveen,Eredivisie,29.0,15.0,1316.0,1.0,42.0,12.0,14.1,0.0,0.0,0.0,192.0,304.0,2691.0,625.0,120.0,159.0,55.0,85.0,9.0,22.0,1.0,12.0,7.0,6.0,2.0,15.0,5.0,1.0,1.0,15.0,11.0,5.0,25.0,0.0,0.0,0.0,49.0,12.0,20.0,521.0,9.0,69.0,178.0,283.0,86.0,521.0,89.0,41.0,48.0,335.0,3122.0,1850.0,80.0,47.0,44.0,53.0,38.0,382.0,134.0,14.0,6.0,7.0,4.0,3.0,8.0,24.0,16.0,11.0,0.0,11.0,6.0,1.0,0.0
Antony,21.0,2000.0,BRA,FW,Ajax,Eredivisie,23.0,21.0,1724.0,8.0,79.0,26.0,19.1,0.0,0.0,0.0,898.0,1156.0,13455.0,4074.0,494.0,569.0,300.0,377.0,61.0,112.0,4.0,37.0,45.0,84.0,20.0,137.0,5.0,1.0,1.0,20.0,29.0,6.0,101.0,1.0,0.0,0.0,101.0,18.0,11.0,1407.0,7.0,80.0,402.0,943.0,109.0,1407.0,75.0,42.0,33.0,975.0,5755.0,2840.0,82.0,63.0,41.0,47.0,23.0,1120.0,327.0,22.0,11.0,3.0,11.0,8.0,11.0,34.0,23.0,17.0,1.0,16.0,12.0,4.0,0.0
Arianit Ferati,23.0,1997.0,KVX,MF,Fortuna Sittard,Eredivisie,14.0,8.0,742.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,209.0,304.0,3540.0,1275.0,95.0,120.0,81.0,110.0,22.0,46.0,0.0,4.0,19.0,5.0,2.0,29.0,1.0,0.0,0.0,8.0,4.0,4.0,15.0,0.0,0.0,0.0,46.0,6.0,10.0,412.0,21.0,128.0,194.0,94.0,5.0,412.0,21.0,13.0,8.0,183.0,975.0,472.0,11.0,7.0,1.0,18.0,6.0,211.0,29.0,16.0,8.0,10.0,3.0,3.0,7.0,22.0,15.0,13.0,1.0,12.0,9.0,17.0,0.0
Arjen van der Heide,19.0,2001.0,NED,FW,Heerenveen,Eredivisie,19.0,4.0,493.0,0.0,8.0,2.0,16.7,0.0,0.0,0.0,109.0,166.0,1382.0,349.0,68.0,83.0,32.0,49.0,1.0,11.0,1.0,7.0,4.0,5.0,2.0,11.0,1.0,0.0,0.0,10.0,6.0,2.0,16.0,0.0,0.0,0.0,26.0,5.0,6.0,243.0,7.0,36.0,82.0,126.0,31.0,243.0,16.0,5.0,11.0,131.0,786.0,353.0,13.0,8.0,3.0,12.0,8.0,141.0,46.0,15.0,6.0,5.0,6.0,4.0,4.0,13.0,9.0,10.0,0.0,10.0,0.0,2.0,0.0
Armando Obispo,22.0,1999.0,NED,DF,PSV Eindhoven,Eredivisie,17.0,10.0,1060.0,1.0,4.0,2.0,9.0,0.0,0.0,0.0,583.0,686.0,11360.0,4433.0,208.0,232.0,296.0,325.0,71.0,108.0,0.0,2.0,44.0,2.0,0.0,33.0,4.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,57.0,39.0,10.0,813.0,81.0,391.0,402.0,23.0,9.0,813.0,7.0,4.0,3.0,448.0,1891.0,922.0,1.0,4.0,0.0,6.0,4.0,513.0,1.0,12.0,9.0,5.0,6.0,1.0,4.0,7.0,3.0,19.0,9.0,10.0,24.0,45.0,2.0
Arno Verschueren,24.0,1997.0,BEL,MF,Sparta R'dam,Eredivisie,12.0,12.0,963.0,2.0,12.0,4.0,17.8,0.0,0.0,0.0,202.0,328.0,3308.0,1201.0,108.0,141.0,66.0,110.0,22.0,54.0,1.0,7.0,29.0,7.0,1.0,38.0,1.0,1.0,0.0,16.0,11.0,0.0,8.0,0.0,0.0,0.0,68.0,13.0,16.0,484.0,37.0,140.0,238.0,113.0,20.0,484.0,8.0,6.0,2.0,163.0,775.0,281.0,7.0,8.0,1.0,18.0,7.0,218.0,21.0,31.0,19.0,13.0,13.0,5.0,12.0,34.0,22.0,18.0,6.0,12.0,16.0,24.0,0.0
Arthur Zagre,19.0,2001.0,FRA,DF,Utrecht,Eredivisie,8.0,4.0,414.0,1.0,1.0,1.0,40.2,0.0,0.0,0.0,218.0,283.0,3530.0,1323.0,121.0,142.0,79.0,102.0,17.0,27.0,0.0,8.0,22.0,8.0,4.0,29.0,0.0,0.0,0.0,8.0,7.0,0.0,13.0,0.0,0.0,0.0,45.0,4.0,7.0,357.0,11.0,98.0,178.0,87.0,6.0,357.0,19.0,7.0,12.0,176.0,926.0,549.0,17.0,10.0,4.0,8.0,4.0,197.0,29.0,10.0,5.0,7.0,2.0,1.0,6.0,6.0,0.0,8.0,1.0,7.0,2.0,10.0,0.0
Aslak Witry,25.0,1996.0,NOR,DF,AZ Alkmaar,Eredivisie,28.0,17.0,1394.0,1.0,8.0,4.0,23.3,1.0,0.0,0.0,929.0,1128.0,16013.0,4629.0,460.0,511.0,361.0,421.0,92.0,156.0,1.0,10.0,70.0,17.0,8.0,73.0,0.0,0.0,0.0,10.0,9.0,0.0,34.0,0.0,0.0,0.0,118.0,24.0,32.0,1265.0,43.0,376.0,640.0,256.0,16.0,1265.0,12.0,9.0,3.0,616.0,2573.0,1385.0,23.0,18.0,0.0,17.0,8.0,784.0,62.0,22.0,9.0,11.0,10.0,1.0,11.0,33.0,22.0,18.0,2.0,16.0,20.0,29.0,0.0
Augustin Drakpe,19.0,2001.0,NED,DF,Sparta R'dam,Eredivisie,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,72.0,26.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,11.0,1.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Aventis Aventisian,18.0,2002.0,GRE,DF,Go Ahead Eag,Eredivisie,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,55.0,9.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,5.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
