Player,Age,Born,Nation,Pos,Squad,Comp,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
André Martins Sousa,20,1998,POR,DF,Vitória Setúbal,Primeira Liga,17,11,1026,0,2,0,0.0,0,0,0,300,479,5408,3158,135,180,118,168,37,102,0,5,35,9,7,49,5,0,0,17,8,1,60,0,0,0,44,12,8,590,26,196,220,179,0,590,12,7,5,229,1150,391,8,10,1,17,5,252,52,27,22,17,9,1,5,12,7,7,3,4,25,26,0
André Pedrosa,21,1997,POR,MF,Vitória Setúbal,Primeira Liga,3,0,58,0,0,0,0.0,0,0,0,27,34,612,158,7,11,16,16,4,6,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,1,2,1,37,0,8,27,2,0,37,0,0,0,15,115,53,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
André Pereira,23,1995,POR,FW,Porto,Primeira Liga,9,3,322,1,7,2,14.0,0,0,0,66,88,800,90,38,47,14,20,4,5,1,2,3,1,0,3,0,0,0,7,17,5,2,0,0,0,14,10,14,134,5,14,59,62,17,134,7,2,5,84,440,129,5,10,2,10,9,107,30,9,9,1,4,4,2,2,0,4,1,3,4,3,0
André Santos,29,1989,POR,MF,B-SAD,Primeira Liga,27,26,2273,1,26,5,27.3,0,0,0,1043,1269,20829,6625,377,462,469,515,173,235,1,12,112,12,3,130,7,0,0,46,46,0,7,0,0,1,120,24,22,1469,52,389,931,163,4,1469,25,18,7,786,4040,1834,24,21,2,36,35,1048,10,39,30,22,14,3,9,34,25,20,3,17,28,26,1
André Silva,21,1997,BRA,MF,Rio Ave,Primeira Liga,2,0,56,0,2,0,0.0,0,0,0,16,21,213,49,10,13,6,6,0,1,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,1,1,1,32,0,5,13,15,2,32,3,0,3,24,147,35,1,1,0,2,2,26,6,2,1,2,0,0,1,2,1,0,0,0,1,0,0
Anthony D'Alberto,23,1994,BEL,DF,Moreirense,Primeira Liga,18,16,1492,0,2,0,0.0,0,0,0,544,746,9058,4010,247,296,232,303,46,99,1,14,52,15,9,60,1,0,0,17,10,1,36,0,0,0,65,14,22,876,33,262,404,220,1,876,22,10,12,394,2171,1098,25,24,0,21,21,451,55,33,27,20,12,1,16,21,5,15,4,11,23,25,0
Antonio Briseño,24,1994,MEX,DF,Feirense,Primeira Liga,34,34,3060,2,25,7,12.4,0,0,0,905,1258,20093,8582,234,291,500,606,163,333,0,5,59,1,0,70,4,0,0,46,24,2,1,0,0,1,113,164,75,1643,247,1009,588,51,38,1643,3,3,0,590,2770,1074,3,2,0,6,1,722,1,43,27,35,8,0,25,35,10,40,28,12,62,205,3
António Xavier,26,1992,POR,MF,Tondela,Primeira Liga,32,29,2423,3,62,24,23.4,14,0,0,542,975,10077,3220,244,318,201,319,84,272,6,44,48,19,10,61,7,0,0,20,35,8,273,0,0,0,114,6,28,1236,11,158,446,651,56,1236,68,37,31,611,5256,2189,87,50,22,49,43,710,180,20,16,6,10,4,5,22,17,20,1,19,19,23,0
Arsénio Martins Lafuente Nunes,28,1989,POR,FW,Moreirense,Primeira Liga,30,27,2307,4,25,6,20.4,1,0,0,576,853,9642,3712,283,351,210,286,57,140,5,48,39,42,20,104,4,0,0,37,48,5,132,0,0,0,100,12,39,1086,17,158,395,553,43,1086,56,34,22,657,4472,2035,83,55,20,55,65,705,188,30,18,13,13,4,14,30,16,29,11,18,14,10,0
Arthur,19,1999,BRA,DF,Nacional,Primeira Liga,2,2,152,0,2,1,27.1,0,0,0,74,91,1885,585,9,13,48,53,17,23,0,0,4,0,0,5,0,0,0,2,1,0,0,0,0,0,8,2,2,114,12,69,46,1,1,114,1,1,0,71,254,114,1,1,0,0,2,75,0,6,5,6,0,0,3,4,1,4,3,1,3,11,0
Artur Jorge Marques Amorim,23,1994,POR,DF,Vitória Setúbal,Primeira Liga,21,20,1732,0,1,0,0.0,0,0,0,420,562,9381,3624,91,113,236,277,85,153,0,0,32,0,0,28,4,0,0,26,5,0,2,0,0,0,60,41,21,770,112,487,274,12,5,770,2,2,0,304,1552,646,2,3,0,4,0,348,0,23,18,19,4,0,11,18,7,29,15,14,24,120,0
Avtandil Ebralidze,26,1991,GEO,FW,Nacional,Primeira Liga,15,10,878,0,16,8,46.2,0,0,0,233,322,3534,1001,123,151,83,112,15,34,2,16,11,11,5,22,2,0,0,11,5,1,27,0,2,0,48,4,14,421,8,85,145,197,26,421,11,5,6,244,1843,762,29,20,8,26,15,278,79,15,10,10,4,1,1,7,6,12,1,11,14,3,0
Aylton Boa Morte,24,1993,POR,FW,Portimonense,Primeira Liga,13,7,702,2,14,4,14.6,0,0,0,140,206,2117,680,73,98,52,63,5,21,3,8,8,10,3,20,2,1,0,15,18,3,12,0,1,0,44,5,10,304,8,55,122,134,23,304,30,17,13,199,1394,743,32,18,8,17,18,200,60,9,8,1,6,2,2,6,4,4,1,3,10,3,0
Aymen Tahar,28,1989,ALG,MF,Boavista,Primeira Liga,4,2,215,0,3,0,0.0,0,0,0,66,83,1022,273,34,36,24,29,5,11,0,1,2,1,0,1,0,0,0,4,6,0,3,0,0,0,8,0,2,106,7,34,51,22,1,106,3,2,1,48,265,95,2,3,0,2,3,65,2,4,1,1,2,1,1,2,1,8,1,7,5,1,0
Azongha Tembeng Abenego,26,1991,CMR,MF,Tondela,Primeira Liga,8,2,213,0,1,0,0.0,0,0,0,51,82,815,324,25,34,19,24,3,11,0,0,5,0,0,8,0,0,0,9,8,0,2,0,0,0,13,13,8,120,16,42,58,22,6,120,2,2,0,40,195,82,1,1,0,1,0,50,2,6,4,2,4,0,1,3,2,5,2,3,5,13,0
Babanco,33,1985,CPV,MF,Feirense,Primeira Liga,23,21,1736,2,9,2,19.9,1,0,0,606,800,11934,4329,242,289,255,324,95,149,3,10,90,10,4,110,6,0,0,47,48,1,11,0,0,0,115,37,27,968,48,237,622,122,11,968,22,19,3,442,2736,1149,20,16,4,15,16,557,19,35,25,18,17,0,11,23,12,22,7,15,30,35,0
Bas Dost,29,1989,NED,FW,Sporting CP,Primeira Liga,22,18,1584,15,49,22,13.0,0,8,8,236,364,2961,486,152,215,64,103,4,10,0,14,16,2,0,20,2,0,0,21,17,7,1,5,0,0,25,84,70,485,20,32,259,194,82,477,2,0,2,166,645,168,4,4,5,15,8,378,73,5,3,1,3,1,0,6,6,7,2,5,3,18,0
Bebeto,28,1990,BRA,DF,Marítimo,Primeira Liga,22,20,1801,0,3,1,20.0,0,0,0,763,1052,13958,5871,317,373,340,427,90,196,1,22,38,18,16,64,5,0,0,41,12,1,99,0,1,0,91,31,23,1262,49,437,522,312,10,1262,12,5,7,504,2252,1121,23,20,1,22,10,612,106,69,46,42,25,2,22,40,18,25,9,16,45,44,0
Bilel Aouacheria,24,1994,FRA,FW,Moreirense,Primeira Liga,21,9,927,1,15,6,19.6,1,0,0,166,245,2496,600,93,113,58,80,10,24,0,8,8,7,3,23,2,0,0,28,33,5,37,0,0,0,35,8,19,360,5,34,125,209,39,360,19,8,11,262,1752,622,31,21,20,30,44,306,113,13,10,6,7,0,3,3,0,11,0,11,5,4,0
Brayan Riascos,23,1994,COL,FW,Nacional,Primeira Liga,25,7,918,1,25,8,16.7,0,0,0,141,235,2189,473,76,99,55,84,7,17,4,13,7,7,1,24,4,0,0,18,29,5,34,1,0,0,38,12,28,388,3,37,118,243,49,388,31,16,15,285,2438,1123,48,29,18,40,38,306,134,14,8,4,3,7,2,6,4,8,0,8,7,6,0
Brian Gómez,24,1994,ARG,FW,Feirense,Primeira Liga,6,1,175,0,0,0,0.0,0,0,0,22,43,339,89,12,18,9,13,1,4,0,1,4,1,1,3,0,0,0,6,3,0,4,0,0,0,8,1,5,60,2,10,27,25,3,60,5,2,3,43,269,40,2,2,1,7,4,48,15,4,2,1,2,1,0,3,3,0,0,0,1,1,0
Bruno César,29,1988,BRA,MF,Sporting CP,Primeira Liga,4,1,71,0,1,0,0.0,0,0,0,29,36,371,101,13,15,10,12,1,3,0,1,3,1,0,6,0,0,0,2,2,0,1,0,0,0,3,0,0,44,1,3,21,22,1,44,1,1,0,25,89,46,2,1,1,4,3,37,1,2,0,0,2,0,0,1,1,0,0,0,0,1,0
Bruno Fernandes,23,1994,POR,MF,Sporting CP,Primeira Liga,33,33,2940,20,114,49,23.7,12,6,6,1421,2017,27218,9811,578,706,565,729,228,432,13,104,208,76,20,298,9,0,0,52,80,5,199,1,0,0,196,26,40,2368,28,247,1138,1010,101,2362,49,31,18,1330,6827,3356,93,68,15,71,61,1720,235,56,41,24,23,9,16,55,39,28,5,23,14,24,0
Bruno Gallo,30,1988,BRA,MF,Chaves,Primeira Liga,30,30,2504,3,23,2,24.5,1,3,3,907,1223,18609,6782,331,418,409,513,158,252,1,25,161,22,2,182,7,1,0,52,34,0,25,0,0,0,145,27,37,1500,32,273,995,249,22,1497,26,15,11,722,4781,2438,45,31,3,50,31,914,38,63,37,22,32,9,19,46,27,32,5,27,65,25,0
Bruno Gaspar,25,1993,ANG,DF,Sporting CP,Primeira Liga,16,12,1065,1,9,2,18.5,0,0,0,474,596,7657,2643,239,269,189,229,33,59,0,8,35,10,7,35,4,0,0,20,10,3,41,0,0,0,51,21,16,717,19,168,336,217,21,717,9,2,7,283,1592,787,21,13,8,14,17,358,66,23,19,11,10,2,6,15,9,17,3,14,14,25,0
Bruno Gomes,22,1996,BRA,FW,Aves,Primeira Liga,11,3,351,0,6,2,15.5,0,0,0,34,60,481,144,20,31,10,19,3,6,0,1,8,0,0,7,0,0,0,11,7,3,2,0,0,1,15,7,22,97,4,10,46,43,12,97,4,1,3,46,196,26,0,4,1,12,4,72,13,2,2,0,1,1,0,1,1,6,2,4,0,3,0
Bruno Lamas,24,1994,BRA,MF,Santa Clara,Primeira Liga,33,28,2369,2,58,12,26.4,7,0,0,798,1086,13726,3503,370,439,287,363,101,208,2,32,78,14,4,125,4,0,0,33,36,1,91,0,0,0,129,11,23,1329,13,142,725,478,11,1329,35,25,10,686,3649,1476,30,41,4,48,48,875,70,43,28,13,20,10,10,33,23,28,4,24,12,9,0
Bruno Lourenço,20,1998,POR,MF,Aves,Primeira Liga,1,0,31,0,0,0,0.0,0,0,0,10,15,150,57,6,7,4,7,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,20,0,7,11,2,0,20,0,0,0,5,20,3,0,0,0,0,0,15,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0
Bruno Manuel Araújo Braga,35,1983,POR,MF,Aves,Primeira Liga,16,7,621,0,9,1,25.4,1,0,0,164,209,2698,819,78,89,65,75,12,27,0,2,23,1,0,29,5,0,0,23,11,1,8,0,0,0,41,5,6,274,7,51,151,76,4,274,7,4,3,125,712,244,5,5,0,15,12,161,21,18,16,7,9,2,6,12,6,4,1,3,6,6,0
Bruno Monteiro,33,1984,POR,MF,Tondela,Primeira Liga,31,31,2572,2,19,4,19.2,0,0,0,645,881,11167,3538,271,339,300,372,56,112,1,11,57,5,1,88,7,0,0,55,18,0,3,0,0,0,158,67,64,1138,76,321,664,161,17,1138,14,9,5,375,1656,631,7,15,0,30,18,538,25,54,39,19,33,2,11,47,36,31,6,25,39,53,0
Bruno Moreira,30,1987,POR,FW,Rio Ave,Primeira Liga,30,19,1717,9,38,18,13.8,0,0,0,247,363,3481,555,148,197,71,99,16,28,3,21,7,9,2,20,2,0,0,24,48,17,11,1,0,0,41,33,70,530,19,44,238,251,60,530,6,2,4,332,1241,306,7,13,1,47,27,426,113,6,6,0,6,0,1,11,10,12,2,10,4,17,0
Bruno Nascimento,27,1991,BRA,DF,Feirense,Primeira Liga,15,14,1258,0,5,1,9.9,0,0,0,339,429,7067,2987,79,97,202,232,54,94,0,0,11,1,0,12,4,1,1,22,9,0,1,0,1,1,38,31,21,570,78,372,186,12,7,570,1,1,0,223,948,439,0,1,0,3,1,291,3,21,17,16,4,1,9,13,4,15,7,8,29,62,0
Bruno Pires,26,1992,BRA,DF,Vitória Setúbal,Primeira Liga,1,1,90,0,2,0,0.0,0,0,0,26,34,489,253,10,11,15,16,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5,1,45,5,32,11,3,3,45,0,0,0,24,62,33,0,0,0,0,0,24,0,1,1,1,0,0,1,2,1,0,0,0,1,4,0
Bruno Reis,19,1999,POR,MF,Portimonense,Primeira Liga,3,0,24,0,0,0,0.0,0,0,0,5,6,155,43,1,1,2,3,2,2,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,10,2,4,5,2,0,10,0,0,0,3,37,23,1,1,0,1,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0
Bruno Silva,25,1992,BRA,DF,Moreirense,Primeira Liga,12,6,575,0,2,2,26.0,1,0,0,226,305,3630,1675,114,124,103,142,7,24,0,3,18,7,4,21,0,0,0,8,13,1,22,0,0,0,22,13,12,373,13,115,173,89,2,373,4,2,2,182,1176,475,13,10,1,7,9,186,22,13,11,10,1,2,8,12,4,12,1,11,21,9,0
Bruno Tabata,21,1997,BRA,FW,Portimonense,Primeira Liga,31,25,2163,3,61,20,20.3,1,0,1,532,787,8885,2648,263,335,191,254,54,129,5,36,38,33,10,73,4,0,0,43,60,3,112,0,0,0,126,7,20,1105,9,145,442,542,72,1104,103,49,54,719,5559,2421,92,68,35,61,60,782,219,37,30,21,13,3,10,30,20,20,3,17,17,15,0
Bruno Viana,23,1995,BRA,DF,Braga,Primeira Liga,32,32,2880,0,11,5,16.9,1,0,0,1556,1819,33794,14213,379,422,907,992,258,377,1,11,94,6,0,117,5,0,0,33,11,1,4,0,2,0,132,70,45,2117,183,1017,1052,53,16,2117,1,1,0,1209,5796,3318,21,17,1,6,6,1414,4,31,23,20,11,0,9,17,8,34,22,12,51,149,1
