Player,Age,Born,Nation,Pos,Squad,Comp,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Adriano Castanheira,26,1993,POR,FW,Paços,Primeira Liga,16,11,1021,1,15,1,20.0,1,1,1,228,329,3738,1110,113,141,92,124,16,41,2,11,30,6,1,51,2,0,0,8,14,1,37,1,0,0,53,6,11,428,4,56,187,193,25,427,27,15,12,250,1558,693,25,12,9,27,8,271,63,14,7,4,4,6,3,20,17,0,0,0,11,10,0
Afonso Figueiredo,26,1993,POR,DF,Aves,Primeira Liga,21,19,1600,0,5,0,0.0,0,0,0,569,845,10785,5476,228,270,250,348,77,179,1,16,64,9,4,76,1,1,0,15,40,1,40,0,1,0,98,16,15,980,44,331,450,209,2,980,14,11,3,384,2042,925,21,12,1,13,10,436,26,29,20,24,4,1,12,20,8,14,3,11,30,34,1
Ahmed Isaiah,23,1995,NGA,FW,Gil Vicente FC,Primeira Liga,5,0,72,0,0,0,0.0,0,0,0,65,71,1231,386,27,28,29,31,9,10,0,5,12,1,1,14,0,0,0,1,2,0,1,0,0,0,8,0,1,76,1,9,53,15,0,76,2,2,0,46,284,173,2,3,0,0,0,58,3,2,2,1,1,0,0,1,1,0,0,0,2,1,0
Alberto Bueno,31,1988,ESP,MF,Boavista,Primeira Liga,19,14,1202,3,22,6,24.7,6,2,2,377,560,7388,2084,152,199,155,208,61,123,2,20,47,6,1,55,2,0,0,8,34,1,59,0,0,0,85,9,16,688,7,88,391,220,25,686,27,13,14,387,1892,807,20,12,3,27,17,461,61,14,8,6,5,3,5,18,13,11,3,8,6,5,1
Alex,27,1991,POR,FW,Vitória Setúbal,Primeira Liga,4,1,161,0,1,0,0.0,0,0,0,53,96,1128,468,19,26,25,37,9,23,0,3,7,0,0,4,0,0,0,1,2,0,18,0,0,0,13,1,2,118,5,26,57,40,2,118,5,3,2,50,269,160,3,5,0,3,0,48,10,3,3,0,3,0,1,2,1,1,0,1,5,3,0
Alex Telles,26,1992,BRA,DF,Porto,Primeira Liga,31,28,2526,11,29,8,31.8,13,8,10,1246,1720,22687,8769,537,624,539,690,142,316,9,57,85,36,20,139,9,2,1,53,26,2,258,0,0,0,109,53,31,1969,43,398,943,648,25,1959,33,20,13,831,4226,2007,60,48,6,19,12,984,154,35,23,21,8,6,24,43,19,26,2,24,55,44,0
Alexandre Guedes,25,1994,POR,FW,Vitória,Primeira Liga,2,1,115,1,4,2,12.9,0,0,0,16,26,160,31,13,17,2,5,0,2,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,2,6,8,38,0,1,14,24,5,38,1,1,0,21,69,22,0,1,0,6,1,29,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Alexandre Miguel Barros Soares,28,1991,POR,MF,Moreirense,Primeira Liga,32,23,2048,0,12,3,27.9,0,0,0,516,710,9207,2720,221,286,212,268,67,103,0,24,62,16,4,84,4,0,0,44,45,2,20,0,1,0,117,10,24,913,17,160,507,256,17,913,35,21,14,591,2552,954,12,18,3,42,31,598,61,37,22,10,21,6,9,40,31,17,3,14,23,16,0
Alexandre Pinto,21,1998,POR,DF,Gil Vicente FC,Primeira Liga,13,13,1138,0,2,0,0.0,0,0,0,452,664,8979,3993,155,193,229,292,62,137,1,11,44,11,4,46,4,0,0,13,5,0,54,0,0,0,77,22,9,783,33,243,343,207,5,783,9,6,3,321,1658,886,26,14,2,12,4,375,62,33,21,23,10,0,20,35,15,9,2,7,26,28,0
Alhassane Keita,27,1992,GUI,FW,B-SAD,Primeira Liga,10,2,285,0,5,1,21.8,0,0,0,49,75,636,51,32,41,11,18,3,3,0,2,4,0,0,7,1,0,0,5,4,3,2,0,0,0,6,14,16,105,2,6,55,44,11,105,6,2,4,51,188,68,2,2,0,6,6,84,15,1,0,0,1,0,0,2,2,0,0,0,0,2,0
Almoatasem Al Musrati,23,1996,LBY,MF,Vitória,Primeira Liga,17,15,1161,0,13,2,45.1,2,0,0,504,607,11153,2358,138,169,255,285,104,131,1,4,50,5,1,51,5,1,1,35,7,1,1,0,1,0,102,15,15,749,35,174,498,89,11,749,12,10,2,353,1555,510,2,4,0,16,8,445,7,27,21,13,12,2,12,25,13,18,4,14,21,23,0
Anderson,21,1997,BRA,FW,Famalicão,Primeira Liga,31,6,810,7,40,17,20.1,0,0,0,55,101,773,121,35,52,18,31,1,9,1,6,4,1,0,7,1,1,0,32,26,5,10,1,0,0,20,10,44,250,8,27,98,135,49,250,24,14,10,157,1393,611,25,23,11,45,14,165,52,8,4,2,6,0,2,7,5,3,0,3,4,9,0
Anderson,21,1998,BRA,FW,Portimonense,Primeira Liga,9,0,192,0,1,1,31.0,0,0,0,56,67,837,226,27,32,27,28,1,4,0,2,2,3,1,9,3,0,0,7,5,1,5,0,0,0,7,1,2,96,1,11,29,56,5,96,14,12,2,66,546,270,8,7,2,13,6,78,24,2,0,1,1,0,1,3,2,1,0,1,3,1,0
Anderson Carvalho,29,1990,BRA,MF,Santa Clara,Primeira Liga,16,14,1169,1,8,2,23.8,0,0,0,333,473,6542,2077,106,133,178,240,46,73,0,2,38,0,0,50,4,0,0,41,12,0,4,0,0,0,91,18,18,611,20,175,389,53,6,611,8,5,3,225,1020,406,3,4,0,18,5,274,2,51,29,21,27,3,23,48,25,14,0,14,15,16,0
Andraž Šporar,25,1994,SVN,FW,Sporting CP,Primeira Liga,16,15,1391,6,25,9,14.1,0,1,1,142,203,2027,319,85,104,46,71,6,8,0,11,5,7,0,16,0,0,0,26,23,8,3,1,0,0,13,32,42,310,10,14,154,144,52,309,16,9,7,193,1105,456,20,15,16,27,17,258,53,5,1,1,2,2,2,6,4,6,0,6,2,10,0
Andreas Samaris,30,1989,GRE,MF,Benfica,Primeira Liga,16,8,666,0,10,3,21.4,2,0,0,448,528,8810,2345,170,187,200,221,67,99,0,5,43,10,2,62,3,0,0,19,17,0,3,0,0,0,64,9,9,606,13,105,418,91,10,606,10,6,4,352,1596,666,5,9,0,8,7,438,9,24,13,6,14,4,9,22,13,10,2,8,8,5,0
Andrej Šimunec,24,1995,CRO,DF,Aves,Primeira Liga,2,2,135,0,1,0,0.0,0,0,0,45,54,869,246,13,16,30,33,2,3,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,7,3,2,71,8,45,26,1,1,71,1,0,1,28,193,71,1,1,1,0,0,38,0,6,4,6,0,0,2,2,0,0,0,0,3,6,0
Andrija Živković,23,1996,SRB,MF,Benfica,Primeira Liga,3,0,66,0,2,1,26.4,0,0,0,34,49,549,195,19,19,12,20,3,7,0,1,7,3,1,8,0,0,0,3,1,0,7,0,0,0,7,1,1,60,1,5,25,30,1,60,2,1,1,34,173,103,5,2,0,1,1,46,5,2,2,2,0,0,1,4,3,3,0,3,1,1,0
André Almeida,28,1990,POR,DF,Benfica,Primeira Liga,23,23,2003,4,19,6,16.3,1,0,0,1119,1392,18137,5954,582,653,445,537,75,134,4,18,62,25,11,91,8,0,0,51,24,1,77,0,0,0,97,49,40,1593,51,338,756,506,48,1593,22,9,13,802,3264,1471,33,29,6,20,12,991,155,38,23,15,19,4,13,23,10,14,4,10,26,42,0
André André,29,1989,POR,MF,Vitória,Primeira Liga,16,14,1217,4,16,5,22.3,0,2,3,429,518,7825,2252,179,205,199,220,40,68,1,14,66,5,3,95,3,0,0,41,46,2,12,2,0,0,75,11,13,628,10,71,380,185,40,625,18,12,6,412,2210,1165,32,10,7,20,14,458,45,21,16,6,15,0,8,18,10,7,0,7,13,5,0
André Horta,22,1996,POR,MF,Braga,Primeira Liga,25,21,1590,0,18,3,24.2,0,0,0,1062,1257,19903,6027,449,503,455,511,134,204,2,23,146,19,3,206,1,0,0,16,19,2,57,0,1,0,121,5,0,1364,14,146,878,356,16,1364,27,16,11,886,4801,2478,50,39,4,23,12,1072,61,27,16,10,11,6,11,28,17,7,0,7,9,3,0
André Martins Sousa,21,1998,POR,DF,Vitória Setúbal,Primeira Liga,18,16,1465,0,4,0,0.0,0,0,0,402,592,6473,3135,201,242,163,234,25,78,0,5,26,3,2,33,1,0,0,13,13,0,26,0,0,0,69,17,10,765,59,297,325,149,1,765,12,8,4,269,1231,544,13,12,0,23,11,329,32,25,18,16,7,2,10,20,10,14,3,11,33,46,0
André Mesquita,21,1997,POR,MF,Marítimo,Primeira Liga,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0
André Micael,30,1989,POR,DF,Paços,Primeira Liga,7,6,505,0,6,1,9.8,0,0,0,157,204,3511,1325,31,41,92,103,33,56,0,0,7,0,0,9,3,1,1,12,1,0,0,0,0,0,15,15,7,244,29,134,98,12,11,244,0,0,0,117,500,216,0,2,0,2,0,152,0,5,4,5,0,0,4,7,3,3,3,0,4,15,0
André Pereira,24,1995,POR,FW,Vitória,Primeira Liga,9,7,628,2,17,4,13.0,0,0,0,134,167,2046,448,67,77,49,55,7,14,0,5,14,3,2,15,2,0,0,15,16,3,8,0,0,0,29,9,21,239,2,15,111,116,32,239,16,12,4,151,766,319,8,7,2,14,5,169,50,18,14,6,10,2,8,14,6,1,0,1,5,1,0
André Santos,30,1989,POR,MF,B-SAD,Primeira Liga,27,25,2070,2,20,5,22.8,0,0,0,793,1025,14654,4440,329,393,333,379,101,199,2,17,98,14,1,109,6,0,0,31,57,1,49,0,0,0,138,16,20,1209,33,259,721,239,12,1208,30,23,7,696,3289,1425,23,22,1,32,33,793,28,34,24,15,17,2,9,24,15,12,6,6,11,26,1
André Sousa,29,1990,POR,MF,B-SAD,Primeira Liga,13,11,939,1,11,2,22.5,3,0,0,304,421,5338,1410,143,171,115,147,38,76,0,8,31,2,0,39,2,1,0,20,24,0,33,0,0,0,74,8,20,538,16,108,294,141,12,538,5,3,2,273,1314,528,11,9,3,21,16,338,27,22,16,7,10,5,6,20,14,12,2,10,9,11,0
André Teles,22,1997,POR,MF,Marítimo,Primeira Liga,1,0,1,0,0,0,0.0,0,0,0,1,1,17,17,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony D'Alberto,24,1994,BEL,DF,Moreirense,Primeira Liga,13,10,990,0,0,0,0.0,0,0,0,389,541,7187,2942,157,193,185,243,44,89,2,5,38,6,3,44,1,0,0,11,6,0,17,0,0,0,59,11,11,647,50,258,303,92,3,647,12,8,4,335,1404,673,12,12,1,12,7,327,26,19,12,14,4,1,11,18,7,8,4,4,19,39,0
António Xavier,27,1992,POR,MF,Tondela,Primeira Liga,24,16,1422,1,27,5,23.4,5,0,0,367,545,6757,1648,167,201,135,186,54,115,2,17,28,18,7,46,5,0,0,16,31,2,85,0,0,0,80,2,11,695,3,82,305,320,26,695,52,29,23,417,3803,1429,51,40,6,32,33,483,85,10,8,5,5,0,4,19,15,8,0,8,1,9,0
Arthur Henrique,25,1994,BRA,DF,Gil Vicente FC,Primeira Liga,18,14,1017,0,2,1,23.3,0,0,0,322,450,5829,2366,128,158,162,196,26,70,0,18,37,10,4,47,1,0,0,12,15,1,47,0,0,0,55,9,12,572,18,122,273,186,6,572,32,20,12,295,2146,985,28,21,1,24,20,313,56,29,18,17,12,0,14,24,10,10,0,10,15,15,0
Arthur Yamga,22,1996,CMR,DF,Aves,Primeira Liga,21,17,1544,1,16,3,14.9,0,0,0,295,479,4540,1970,163,229,91,141,24,54,0,10,24,11,5,44,5,0,0,32,41,0,32,0,0,0,89,52,70,710,44,202,311,212,24,710,51,31,20,317,2237,1018,31,18,5,43,25,395,54,21,15,13,7,1,8,24,16,19,4,15,12,36,0
Artur Jorge Marques Amorim,24,1994,POR,DF,Vitória Setúbal,Primeira Liga,30,29,2573,0,9,2,11.9,0,0,0,978,1227,21882,8813,237,267,559,625,175,308,1,4,57,3,0,54,10,0,0,46,12,0,2,0,2,0,79,45,38,1548,245,1032,489,33,19,1548,4,3,1,708,3762,2178,9,7,0,7,1,923,3,33,25,30,3,0,19,33,14,38,29,9,49,180,1
Aylton Boa Morte,25,1993,POR,FW,Portimonense,Primeira Liga,33,29,2492,4,41,9,17.3,0,0,0,376,563,5946,1727,196,255,128,180,34,71,4,37,25,20,11,48,5,0,0,55,58,6,56,1,0,0,121,8,37,895,16,140,344,432,73,895,77,38,39,592,3957,1770,64,44,20,77,72,614,217,46,26,18,20,8,10,30,20,15,0,15,13,13,1
Bas Dost,30,1989,NED,FW,Sporting CP,Primeira Liga,1,0,18,0,0,0,0.0,0,0,0,1,2,22,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,2,0,3,0,0,0,1,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bebeto,29,1990,BRA,DF,Marítimo,Primeira Liga,15,14,1214,0,6,2,26.8,1,0,0,531,743,9177,4060,247,284,227,301,52,129,1,16,23,13,10,34,7,0,0,38,18,0,77,0,0,0,73,22,22,932,48,342,378,225,8,932,13,10,3,402,2063,1140,28,23,3,15,8,467,73,62,48,37,22,3,22,37,15,31,4,27,22,38,0
Bernardo Dias,22,1997,POR,MF,B-SAD,Primeira Liga,4,3,266,0,2,2,28.4,0,0,0,91,106,1569,399,42,47,37,41,9,11,0,5,12,5,1,15,1,0,0,6,2,1,1,0,0,0,16,0,3,129,0,18,72,40,3,129,5,5,0,80,558,252,8,5,1,6,5,91,18,4,3,0,2,2,3,8,5,0,0,0,2,1,0
Bernardo Sousa Pereira Brites Martins,21,1997,POR,FW,Paços,Primeira Liga,5,1,155,0,3,0,0.0,0,0,0,38,49,707,231,20,25,10,13,6,8,1,4,5,1,0,6,3,1,1,7,2,0,1,0,0,0,6,0,4,72,1,6,28,38,5,72,8,2,6,52,325,133,1,7,1,6,3,56,13,0,0,0,0,0,0,5,5,2,0,2,0,1,0
Beto,21,1998,GNB,FW,Portimonense,Primeira Liga,11,0,172,0,3,1,15.5,0,0,0,15,28,233,25,7,12,6,11,1,2,0,2,1,0,0,1,1,0,0,12,2,3,3,0,0,0,1,8,13,56,2,4,18,35,8,56,5,1,4,27,151,42,1,1,2,11,4,37,13,1,1,0,1,0,0,0,0,3,1,2,0,2,0
Bilel Aouacheria,25,1994,FRA,MF,Moreirense,Primeira Liga,29,21,1874,1,21,10,20.3,0,0,0,366,556,5812,1873,198,234,127,196,30,67,3,30,26,25,11,67,4,0,0,37,55,3,124,0,0,0,106,13,21,759,8,93,266,423,35,759,54,30,24,540,3703,1938,82,39,16,61,42,527,157,18,11,10,6,2,6,23,17,15,0,15,9,9,0
Bozhidar Kraev,22,1997,BUL,MF,Gil Vicente FC,Primeira Liga,32,28,2252,8,46,19,20.3,4,0,0,377,632,6842,2243,195,271,123,189,50,109,1,22,52,20,6,70,7,0,0,66,44,6,81,0,0,0,101,47,49,870,9,106,365,418,57,870,37,24,13,472,3480,1244,46,33,13,62,42,566,104,20,11,7,9,4,8,29,21,17,3,14,15,10,0
Braian Mansilla,22,1997,ARG,FW,Vitória Setúbal,Primeira Liga,29,22,1901,0,40,10,22.4,2,0,0,390,598,6600,1642,188,241,134,187,45,95,1,18,31,19,13,39,9,0,0,38,30,11,89,0,1,0,146,19,23,979,20,194,472,348,47,979,116,66,50,560,5161,2536,101,58,24,69,53,614,128,53,32,20,26,7,15,61,46,32,1,31,36,17,1
Bruninho,25,1993,BRA,DF,Aves,Primeira Liga,4,1,109,0,2,0,0.0,0,0,0,47,61,910,274,20,22,23,30,4,7,0,1,1,1,0,3,0,0,0,1,5,0,4,0,0,0,6,0,1,75,4,15,41,21,1,75,1,1,0,28,181,82,3,2,0,3,0,38,2,2,1,0,2,0,1,4,3,2,0,2,0,4,0
Bruno Araújo dos Santos,26,1993,BRA,DF,Paços,Primeira Liga,22,19,1783,3,31,9,17.3,0,0,0,672,926,13010,5525,271,331,299,383,95,181,1,13,62,20,9,79,8,1,1,38,41,0,50,0,3,0,104,49,23,1158,72,348,509,312,38,1158,32,18,14,502,2630,1344,39,23,6,23,18,554,84,33,31,21,12,0,12,23,11,20,7,13,26,55,0
Bruno Duarte,23,1996,BRA,FW,Vitória,Primeira Liga,24,18,1585,8,42,16,12.1,0,0,0,181,264,2550,418,104,140,57,78,9,18,5,18,13,6,0,25,1,0,0,23,10,16,10,1,0,0,36,32,79,426,14,22,169,239,81,426,20,13,7,233,1258,436,20,18,9,34,27,294,91,15,7,1,12,2,3,15,12,12,0,12,4,13,0
Bruno Fernandes,24,1994,POR,MF,Sporting CP,Primeira Liga,17,17,1529,8,56,19,24.8,14,4,4,776,1086,14434,5007,334,400,300,378,109,212,7,63,120,42,8,167,5,1,1,26,45,7,106,1,0,0,86,12,10,1299,16,118,644,562,48,1295,45,30,15,644,3915,1845,48,40,11,43,36,917,123,39,28,10,18,11,8,30,22,20,1,19,4,15,0
Bruno Lamas,25,1994,BRA,MF,Santa Clara,Primeira Liga,11,6,511,0,16,7,25.3,2,0,0,185,249,3611,1227,77,93,65,82,34,57,0,14,25,6,2,35,0,0,0,8,9,3,33,0,0,0,21,1,8,304,2,31,158,119,5,304,9,8,1,151,917,370,7,7,2,13,9,223,25,7,4,1,5,1,3,12,9,4,1,3,5,2,0
Bruno Lourenço,21,1998,POR,MF,Aves,Primeira Liga,5,0,45,0,0,0,0.0,0,0,0,23,31,363,141,12,13,4,8,4,6,0,1,3,0,0,3,1,0,0,1,1,0,4,0,0,0,4,2,1,34,1,8,20,7,0,34,0,0,0,14,61,33,0,1,0,1,0,17,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0
Bruno Monteiro,34,1984,POR,FW,Tondela,Primeira Liga,1,0,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruno Morais,21,1998,POR,DF,Aves,Primeira Liga,15,14,1205,0,2,0,0.0,0,0,0,271,386,6582,2776,58,73,131,173,81,135,0,2,15,1,0,18,5,1,1,23,3,1,1,0,3,1,40,24,26,508,98,328,170,11,7,508,0,0,0,211,1074,471,1,2,0,3,1,244,0,11,6,7,4,0,6,14,8,16,13,3,17,63,1
Bruno Moreira,31,1987,POR,FW,Rio Ave,Primeira Liga,27,13,1209,3,29,9,13.8,0,0,0,192,263,2940,514,108,145,55,71,19,25,1,8,19,9,2,24,0,0,0,11,22,18,10,0,0,0,28,21,30,378,16,23,191,165,53,378,13,9,4,198,840,221,13,6,8,33,9,287,78,4,3,0,3,1,1,4,3,5,1,4,1,14,0
Bruno Pires,27,1992,BRA,DF,Vitória Setúbal,Primeira Liga,20,18,1583,3,15,5,14.2,3,0,0,567,700,12593,5177,151,171,309,345,99,163,0,0,28,1,0,26,5,0,0,30,16,2,1,0,1,0,77,37,21,920,159,609,286,32,15,920,7,4,3,441,2462,1228,6,7,3,10,3,519,9,29,16,25,3,1,16,27,11,23,15,8,22,96,3
Bruno Silva,26,1992,BRA,DF,Moreirense,Primeira Liga,1,1,90,0,0,0,0.0,0,0,0,17,23,273,128,9,13,5,6,2,3,0,0,1,0,0,1,1,0,0,3,1,0,0,0,0,0,1,4,2,39,8,17,17,5,0,39,0,0,0,9,36,11,0,0,0,1,1,10,0,3,2,2,1,0,2,3,1,2,2,0,3,6,0
Bruno Tabata,22,1997,BRA,FW,Portimonense,Primeira Liga,26,23,2127,1,35,11,23.1,0,0,0,640,978,12638,3846,274,340,243,341,112,241,8,60,58,44,22,102,3,0,0,30,72,6,193,1,0,0,146,16,27,1267,11,128,527,638,47,1267,110,63,47,796,6125,2369,99,55,27,67,48,827,213,37,26,14,16,7,12,30,18,22,2,20,25,8,0
Bruno Teles,33,1986,BRA,DF,Paços,Primeira Liga,17,17,1470,0,9,2,27.0,2,0,0,594,812,12052,5592,201,248,295,355,90,174,1,20,67,14,8,81,4,1,0,24,15,0,68,0,0,0,66,28,9,932,60,318,418,204,8,932,13,10,3,433,2288,1206,28,18,1,9,6,504,60,26,21,15,10,1,13,23,10,4,1,3,22,46,0
Bruno Viana,24,1995,BRA,DF,Braga,Primeira Liga,29,29,2543,0,10,0,0.0,0,0,0,1697,1921,37101,14520,422,472,957,1024,308,392,1,5,143,4,1,167,4,1,0,38,12,0,4,0,0,1,163,51,42,2105,133,896,1176,43,18,2105,5,2,3,1307,6022,3385,27,6,0,10,5,1509,8,25,16,18,6,1,14,31,17,17,10,7,41,67,1
Bruno Wavzinkevicz,22,1997,BRA,DF,Aves,Primeira Liga,2,0,51,0,0,0,0.0,0,0,0,9,11,193,131,2,2,4,5,2,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,18,4,14,4,0,0,18,0,0,0,5,58,8,0,0,0,0,0,6,0,2,1,1,1,0,2,3,1,1,1,0,1,3,0
Bruno Wilson,22,1996,POR,DF,Braga,Primeira Liga,21,18,1576,3,12,8,29.8,0,0,0,750,900,17473,6367,152,183,424,475,167,229,0,2,54,2,1,54,6,0,0,28,9,0,3,0,0,0,58,65,27,1059,123,587,436,39,19,1059,3,2,1,593,2554,1556,13,5,0,5,1,702,2,18,9,15,2,1,8,13,5,16,8,8,25,71,1
Bruno Xavier,22,1996,BRA,FW,Aves,Primeira Liga,5,0,54,0,1,1,25.1,0,0,0,19,29,324,122,11,12,4,5,3,11,0,2,2,1,0,5,1,0,0,0,4,0,3,0,0,0,6,0,3,37,0,7,22,9,1,37,4,3,1,26,186,85,2,1,0,0,3,22,5,3,3,0,2,1,3,4,1,0,0,0,0,0,0
Bruno Xavier Almeida Costa,22,1997,POR,MF,Portimonense,Primeira Liga,19,10,994,0,15,6,51.1,3,0,0,551,686,10014,3191,246,269,225,263,66,120,0,14,80,8,5,89,5,0,0,17,27,0,46,0,0,0,85,10,14,789,6,91,514,190,10,789,21,16,5,439,2245,1135,22,17,3,16,18,556,42,27,18,9,13,5,9,23,14,11,1,10,7,5,0
