Player,Age,Born,Nation,Pos,Squad,Comp,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Abdou Diallo,22.0,1996.0,SEN,DF,Dortmund,Bundesliga,28.0,27.0,2379.0,1.0,10.0,4.0,8.1,0.0,0.0,0.0,1730.0,1959.0,32502.0,11331.0,706.0,760.0,784.0,858.0,220.0,289.0,1.0,11.0,123.0,11.0,8.0,125.0,1.0,1.0,0.0,21.0,12.0,1.0,24.0,0.0,0.0,0.0,153.0,49.0,40.0,2229.0,157.0,803.0,1236.0,212.0,16.0,2229.0,54.0,40.0,14.0,1392.0,7487.0,4230.0,46.0,29.0,2.0,27.0,16.0,1574.0,62.0,36.0,20.0,20.0,13.0,3.0,11.0,15.0,4.0,28.0,15.0,13.0,26.0,91.0,1.0
Abdou Lahat Diakhate,19.0,1998.0,SEN,MF,Parma,Serie A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Ba,27.0,1991.0,SEN,DF,Rayo Vallecano,La Liga,26.0,25.0,2110.0,1.0,9.0,4.0,9.8,0.0,0.0,0.0,867.0,1054.0,17985.0,6935.0,267.0,285.0,447.0,498.0,143.0,245.0,0.0,2.0,24.0,1.0,0.0,44.0,4.0,2.0,0.0,24.0,13.0,1.0,1.0,0.0,3.0,0.0,154.0,68.0,30.0,1357.0,203.0,836.0,502.0,26.0,11.0,1357.0,5.0,4.0,1.0,740.0,3135.0,1515.0,5.0,1.0,0.0,14.0,3.0,734.0,3.0,46.0,33.0,37.0,8.0,1.0,29.0,39.0,10.0,32.0,18.0,14.0,29.0,165.0,4.0
Abdoulaye Bamba,28.0,1990.0,CIV,DF,Angers,Ligue 1,30.0,29.0,2573.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,968.0,1281.0,14158.0,6172.0,567.0,625.0,331.0,459.0,38.0,119.0,4.0,16.0,66.0,17.0,11.0,90.0,6.0,0.0,0.0,21.0,22.0,2.0,70.0,0.0,0.0,0.0,139.0,22.0,28.0,1540.0,58.0,480.0,759.0,312.0,17.0,1540.0,26.0,15.0,11.0,647.0,3223.0,2009.0,60.0,41.0,9.0,21.0,14.0,746.0,79.0,51.0,29.0,31.0,14.0,6.0,24.0,44.0,20.0,20.0,4.0,16.0,37.0,86.0,0.0
Abdoulaye Dabo,17.0,2001.0,FRA,FW,Nantes,Ligue 1,2.0,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31.0,347.0,100.0,20.0,24.0,5.0,6.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,45.0,0.0,4.0,19.0,23.0,3.0,45.0,7.0,1.0,6.0,27.0,136.0,26.0,2.0,2.0,1.0,3.0,2.0,32.0,5.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdoulaye Doucouré,25.0,1993.0,MLI,MF,Watford,Premier League,35.0,34.0,3062.0,5.0,52.0,16.0,17.6,0.0,0.0,0.0,1622.0,1963.0,24439.0,6590.0,860.0,990.0,568.0,647.0,109.0,160.0,6.0,38.0,135.0,33.0,2.0,202.0,7.0,0.0,0.0,36.0,13.0,2.0,11.0,0.0,0.0,1.0,257.0,40.0,36.0,2320.0,62.0,432.0,1390.0,521.0,78.0,2320.0,55.0,32.0,23.0,1448.0,6612.0,3319.0,58.0,49.0,12.0,59.0,41.0,1556.0,83.0,71.0,38.0,27.0,32.0,12.0,19.0,57.0,38.0,31.0,8.0,23.0,34.0,55.0,5.0
Abdoulaye Touré,24.0,1994.0,FRA,MF,Nantes,Ligue 1,34.0,30.0,2749.0,3.0,55.0,14.0,26.8,0.0,0.0,0.0,1096.0,1384.0,17179.0,4912.0,556.0,662.0,408.0,482.0,84.0,133.0,1.0,24.0,123.0,17.0,5.0,146.0,4.0,1.0,0.0,26.0,47.0,1.0,24.0,1.0,0.0,0.0,198.0,47.0,52.0,1703.0,51.0,279.0,1081.0,362.0,17.0,1703.0,59.0,42.0,17.0,1011.0,4599.0,2208.0,38.0,44.0,2.0,45.0,40.0,1174.0,55.0,48.0,31.0,14.0,28.0,6.0,19.0,56.0,37.0,25.0,10.0,15.0,47.0,29.0,1.0
Abdul Majeed Waris,26.0,1991.0,GHA,FW,Nantes,Ligue 1,33.0,25.0,2246.0,5.0,39.0,13.0,18.4,0.0,1.0,1.0,431.0,607.0,5657.0,1460.0,260.0,322.0,111.0,153.0,24.0,54.0,3.0,25.0,26.0,20.0,2.0,54.0,3.0,0.0,0.0,17.0,73.0,11.0,40.0,3.0,0.0,0.0,107.0,13.0,35.0,894.0,6.0,77.0,343.0,486.0,89.0,893.0,68.0,27.0,41.0,676.0,4073.0,1898.0,70.0,47.0,36.0,77.0,59.0,717.0,239.0,22.0,13.0,6.0,13.0,3.0,7.0,28.0,21.0,9.0,0.0,9.0,7.0,7.0,0.0
Abel Ruiz,18.0,2000.0,ESP,FW,Barcelona,La Liga,1.0,0.0,22.0,0.0,1.0,1.0,13.4,0.0,0.0,0.0,8.0,11.0,86.0,19.0,7.0,8.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,15.0,1.0,2.0,4.0,9.0,3.0,15.0,2.0,2.0,0.0,11.0,125.0,106.0,4.0,0.0,2.0,0.0,0.0,12.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aboubakar Kamara,23.0,1995.0,MTN,FW,Fulham,Premier League,13.0,5.0,693.0,3.0,19.0,8.0,19.7,0.0,1.0,2.0,170.0,248.0,2500.0,441.0,97.0,119.0,55.0,74.0,11.0,25.0,0.0,10.0,6.0,3.0,1.0,6.0,2.0,0.0,0.0,24.0,4.0,7.0,18.0,1.0,0.0,0.0,28.0,12.0,14.0,352.0,5.0,35.0,108.0,210.0,33.0,350.0,20.0,12.0,8.0,187.0,1450.0,639.0,24.0,19.0,12.0,23.0,13.0,248.0,93.0,8.0,4.0,1.0,5.0,2.0,3.0,7.0,4.0,6.0,0.0,6.0,1.0,6.0,0.0
Achraf Hakimi,19.0,1998.0,MAR,DF,Dortmund,Bundesliga,21.0,19.0,1740.0,2.0,20.0,5.0,21.5,0.0,0.0,0.0,1341.0,1577.0,19609.0,6994.0,815.0,886.0,413.0,473.0,70.0,113.0,4.0,11.0,95.0,27.0,7.0,107.0,4.0,0.0,0.0,14.0,36.0,0.0,46.0,0.0,0.0,0.0,137.0,15.0,18.0,1819.0,67.0,430.0,944.0,463.0,32.0,1819.0,61.0,38.0,23.0,1109.0,5908.0,3184.0,72.0,50.0,17.0,30.0,27.0,1277.0,106.0,34.0,19.0,25.0,8.0,1.0,17.0,36.0,19.0,27.0,4.0,23.0,29.0,45.0,2.0
Adam Bodzek,32.0,1985.0,GER,MF,Düsseldorf,Bundesliga,21.0,20.0,1596.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,579.0,690.0,11314.0,4028.0,222.0,252.0,230.0,258.0,100.0,135.0,1.0,8.0,43.0,4.0,0.0,57.0,5.0,1.0,0.0,32.0,41.0,0.0,0.0,0.0,2.0,0.0,63.0,34.0,21.0,840.0,71.0,343.0,469.0,33.0,4.0,840.0,3.0,2.0,1.0,375.0,1536.0,768.0,4.0,2.0,2.0,7.0,7.0,515.0,3.0,44.0,27.0,27.0,16.0,1.0,17.0,43.0,26.0,15.0,6.0,9.0,26.0,39.0,0.0
Adam Lallana,30.0,1988.0,ENG,MF,Liverpool,Premier League,13.0,5.0,468.0,0.0,5.0,1.0,17.2,0.0,0.0,0.0,251.0,312.0,2855.0,786.0,171.0,192.0,44.0,57.0,7.0,14.0,0.0,9.0,14.0,7.0,0.0,30.0,1.0,0.0,0.0,4.0,11.0,0.0,8.0,0.0,0.0,0.0,25.0,8.0,13.0,384.0,4.0,39.0,182.0,163.0,26.0,384.0,11.0,8.0,3.0,243.0,1061.0,519.0,18.0,9.0,5.0,10.0,10.0,282.0,39.0,16.0,9.0,6.0,7.0,3.0,5.0,12.0,7.0,10.0,1.0,9.0,5.0,4.0,0.0
Adam Marušić,25.0,1992.0,MNE,DF,Lazio,Serie A,26.0,24.0,2111.0,1.0,16.0,6.0,17.5,0.0,0.0,0.0,798.0,988.0,12008.0,3759.0,453.0,499.0,259.0,340.0,49.0,72.0,1.0,22.0,37.0,26.0,10.0,59.0,2.0,1.0,0.0,31.0,18.0,2.0,56.0,0.0,1.0,0.0,111.0,31.0,26.0,1204.0,43.0,270.0,500.0,443.0,47.0,1204.0,49.0,22.0,27.0,625.0,3579.0,2061.0,67.0,52.0,12.0,24.0,21.0,706.0,141.0,32.0,15.0,14.0,14.0,4.0,16.0,25.0,9.0,25.0,4.0,21.0,24.0,36.0,0.0
Adam Masina,24.0,1994.0,MAR,DF,Watford,Premier League,14.0,11.0,1004.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,432.0,564.0,6549.0,2845.0,247.0,279.0,139.0,185.0,29.0,61.0,1.0,3.0,32.0,4.0,2.0,39.0,5.0,0.0,0.0,17.0,10.0,1.0,31.0,0.0,0.0,0.0,52.0,22.0,15.0,704.0,43.0,209.0,357.0,142.0,5.0,704.0,11.0,7.0,4.0,306.0,1107.0,527.0,10.0,13.0,0.0,12.0,2.0,323.0,13.0,30.0,17.0,16.0,13.0,1.0,13.0,25.0,12.0,19.0,4.0,15.0,17.0,40.0,0.0
Adam Ounas,21.0,1996.0,ALG,MF,Napoli,Serie A,18.0,6.0,538.0,3.0,21.0,8.0,19.8,0.0,0.0,0.0,230.0,293.0,3693.0,756.0,124.0,145.0,83.0,108.0,16.0,26.0,0.0,18.0,11.0,14.0,0.0,30.0,0.0,0.0,0.0,4.0,10.0,0.0,19.0,0.0,0.0,0.0,30.0,4.0,8.0,382.0,1.0,18.0,143.0,225.0,30.0,382.0,34.0,19.0,15.0,287.0,2124.0,1187.0,45.0,35.0,19.0,18.0,10.0,308.0,77.0,5.0,2.0,0.0,3.0,2.0,2.0,11.0,9.0,6.0,0.0,6.0,2.0,0.0,1.0
Adam Smith,27.0,1991.0,ENG,DF,Bournemouth,Premier League,25.0,25.0,2066.0,1.0,7.0,1.0,21.6,0.0,0.0,0.0,863.0,1074.0,12408.0,4620.0,552.0,627.0,263.0,327.0,32.0,72.0,1.0,11.0,70.0,15.0,3.0,98.0,5.0,1.0,0.0,18.0,43.0,0.0,22.0,0.0,1.0,0.0,106.0,28.0,30.0,1360.0,80.0,422.0,601.0,364.0,27.0,1360.0,48.0,20.0,28.0,760.0,5460.0,3105.0,87.0,69.0,8.0,25.0,10.0,736.0,80.0,46.0,32.0,26.0,14.0,6.0,19.0,41.0,22.0,26.0,7.0,19.0,31.0,68.0,1.0
Adam Zreľák,24.0,1994.0,SVK,FW,Nürnberg,Bundesliga,14.0,10.0,941.0,2.0,17.0,6.0,9.9,0.0,0.0,0.0,108.0,193.0,1225.0,159.0,60.0,91.0,25.0,56.0,4.0,7.0,1.0,9.0,7.0,1.0,0.0,9.0,4.0,0.0,0.0,19.0,7.0,10.0,1.0,0.0,0.0,0.0,15.0,53.0,88.0,304.0,11.0,31.0,146.0,129.0,36.0,304.0,6.0,1.0,5.0,112.0,359.0,73.0,0.0,2.0,0.0,30.0,7.0,199.0,51.0,14.0,9.0,2.0,11.0,1.0,5.0,9.0,4.0,14.0,2.0,12.0,2.0,13.0,0.0
Adama Diakhaby,22.0,1996.0,FRA,FW,Huddersfield,Premier League,12.0,6.0,552.0,0.0,7.0,3.0,19.1,0.0,0.0,0.0,114.0,162.0,1546.0,227.0,72.0,93.0,36.0,46.0,2.0,8.0,0.0,5.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,7.0,9.0,2.0,14.0,0.0,0.0,0.0,24.0,6.0,15.0,231.0,2.0,28.0,95.0,115.0,18.0,231.0,21.0,12.0,9.0,171.0,1209.0,654.0,22.0,15.0,9.0,17.0,22.0,188.0,57.0,6.0,3.0,4.0,1.0,1.0,3.0,11.0,8.0,7.0,0.0,7.0,1.0,2.0,0.0
Adama Mbengue,24.0,1993.0,SEN,DF,Caen,Ligue 1,11.0,8.0,739.0,0.0,9.0,1.0,40.0,0.0,0.0,0.0,228.0,373.0,4506.0,2356.0,99.0,118.0,84.0,129.0,41.0,101.0,0.0,2.0,20.0,6.0,3.0,21.0,3.0,0.0,0.0,21.0,8.0,0.0,28.0,0.0,1.0,0.0,70.0,5.0,11.0,493.0,28.0,195.0,218.0,88.0,1.0,493.0,13.0,8.0,5.0,187.0,1137.0,606.0,17.0,11.0,1.0,16.0,4.0,193.0,20.0,48.0,32.0,34.0,12.0,2.0,19.0,26.0,7.0,15.0,4.0,11.0,7.0,22.0,0.0
Adama Soumaoro,26.0,1992.0,FRA,DF,Lille,Ligue 1,20.0,20.0,1723.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,873.0,926.0,17478.0,5089.0,231.0,249.0,515.0,533.0,108.0,121.0,1.0,3.0,8.0,1.0,0.0,25.0,6.0,1.0,1.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,119.0,39.0,26.0,1099.0,111.0,570.0,514.0,20.0,13.0,1099.0,8.0,6.0,2.0,622.0,3328.0,1972.0,9.0,3.0,0.0,5.0,6.0,701.0,1.0,14.0,11.0,12.0,2.0,0.0,4.0,6.0,2.0,21.0,18.0,3.0,21.0,92.0,1.0
Adama Traoré,22.0,1996.0,ESP,FW,Wolves,Premier League,29.0,8.0,902.0,1.0,19.0,7.0,19.3,0.0,0.0,0.0,228.0,326.0,3292.0,976.0,129.0,158.0,70.0,96.0,13.0,22.0,1.0,17.0,12.0,17.0,11.0,31.0,1.0,0.0,0.0,15.0,26.0,6.0,35.0,0.0,0.0,0.0,54.0,22.0,35.0,503.0,6.0,61.0,240.0,230.0,42.0,503.0,81.0,65.0,16.0,333.0,3683.0,2153.0,82.0,48.0,31.0,38.0,45.0,362.0,61.0,16.0,13.0,11.0,3.0,2.0,4.0,9.0,5.0,11.0,0.0,11.0,6.0,7.0,0.0
Adama Traoré,23.0,1995.0,MLI,MF,Monaco,Ligue 1,6.0,3.0,240.0,0.0,6.0,1.0,21.1,0.0,0.0,0.0,83.0,108.0,1413.0,289.0,38.0,49.0,36.0,42.0,6.0,8.0,1.0,6.0,8.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,10.0,9.0,6.0,141.0,1.0,10.0,86.0,46.0,6.0,141.0,6.0,2.0,4.0,78.0,414.0,183.0,5.0,5.0,0.0,8.0,5.0,110.0,13.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,0.0,4.0,3.0,1.0,0.0
Aday,30.0,1987.0,ESP,DF,Girona,La Liga,10.0,8.0,645.0,0.0,9.0,3.0,27.1,2.0,0.0,0.0,227.0,320.0,4254.0,1386.0,105.0,117.0,86.0,123.0,30.0,63.0,2.0,13.0,5.0,11.0,10.0,11.0,2.0,0.0,0.0,6.0,8.0,0.0,50.0,0.0,1.0,0.0,24.0,2.0,5.0,380.0,21.0,87.0,161.0,136.0,6.0,380.0,9.0,6.0,3.0,204.0,1587.0,836.0,35.0,24.0,5.0,8.0,4.0,227.0,40.0,9.0,8.0,2.0,5.0,2.0,6.0,7.0,1.0,1.0,0.0,1.0,7.0,17.0,1.0
Adem Ljajić,26.0,1991.0,SRB,MF,Torino,Serie A,1.0,0.0,30.0,0.0,2.0,1.0,21.0,0.0,0.0,0.0,18.0,23.0,237.0,72.0,14.0,15.0,4.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,7.0,18.0,2.0,26.0,0.0,0.0,0.0,11.0,92.0,63.0,2.0,2.0,0.0,0.0,0.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ademola Lookman,20.0,1997.0,NGA,FW,Everton,Premier League,21.0,3.0,618.0,0.0,12.0,3.0,18.6,0.0,0.0,0.0,224.0,274.0,2776.0,697.0,153.0,172.0,53.0,64.0,6.0,13.0,2.0,10.0,12.0,7.0,4.0,24.0,0.0,0.0,0.0,8.0,21.0,2.0,15.0,0.0,0.0,0.0,41.0,6.0,5.0,372.0,1.0,40.0,155.0,183.0,29.0,372.0,35.0,23.0,12.0,269.0,1739.0,850.0,34.0,19.0,11.0,18.0,25.0,280.0,52.0,15.0,7.0,7.0,5.0,3.0,4.0,6.0,2.0,10.0,0.0,10.0,7.0,2.0,0.0
Adil Rami,32.0,1985.0,FRA,DF,Marseille,Ligue 1,16.0,16.0,1412.0,1.0,14.0,2.0,9.2,0.0,0.0,0.0,703.0,847.0,13016.0,4809.0,274.0,301.0,308.0,357.0,99.0,147.0,1.0,6.0,34.0,4.0,0.0,44.0,2.0,0.0,0.0,17.0,10.0,2.0,2.0,0.0,3.0,0.0,97.0,59.0,19.0,982.0,80.0,505.0,448.0,36.0,21.0,982.0,5.0,4.0,1.0,615.0,3080.0,1691.0,11.0,2.0,0.0,6.0,2.0,628.0,6.0,14.0,9.0,12.0,2.0,0.0,8.0,12.0,4.0,14.0,14.0,0.0,18.0,52.0,3.0
Admir Mehmedi,27.0,1991.0,SUI,FW,Wolfsburg,Bundesliga,26.0,20.0,1692.0,6.0,36.0,13.0,17.1,1.0,0.0,0.0,562.0,784.0,8285.0,2441.0,315.0,381.0,153.0,207.0,47.0,101.0,5.0,36.0,28.0,27.0,7.0,74.0,1.0,0.0,0.0,28.0,38.0,17.0,78.0,0.0,0.0,0.0,84.0,24.0,39.0,1007.0,9.0,130.0,418.0,468.0,78.0,1007.0,29.0,13.0,16.0,533.0,2681.0,1112.0,36.0,30.0,17.0,45.0,28.0,654.0,176.0,46.0,28.0,19.0,19.0,8.0,18.0,44.0,26.0,25.0,0.0,25.0,12.0,9.0,0.0
Adnan Januzaj,23.0,1995.0,BEL,FW,Real Sociedad,La Liga,20.0,13.0,1254.0,1.0,32.0,6.0,19.9,5.0,0.0,0.0,369.0,557.0,6946.0,2270.0,191.0,214.0,91.0,134.0,68.0,153.0,3.0,30.0,30.0,33.0,12.0,54.0,1.0,0.0,0.0,16.0,35.0,5.0,118.0,0.0,0.0,0.0,59.0,3.0,14.0,766.0,9.0,61.0,257.0,468.0,57.0,766.0,105.0,65.0,39.0,552.0,4311.0,2061.0,72.0,44.0,29.0,52.0,51.0,586.0,173.0,11.0,8.0,5.0,2.0,4.0,3.0,13.0,10.0,7.0,0.0,7.0,6.0,6.0,0.0
