Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Alan Patrick,29.0,1991.0,BRA,MF,Shakhtar,5.0,1.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.2,0.0,1666.0,413.0,41.0,47.0,42.0,49.0,10.0,15.0,0.0,13.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,17.0,2.0,6.0,133.0,3.0,25.0,78.0,41.0,1.0,130.0,7.0,8.0,7.0,0.0,104.0,567.0,238.0,14.0,5.0,0.0,2.0,3.0,116.0,100.0,4.0,2.0,2.0,1.0,2.0,0.0,4.0,31.0,6.0,12.0,12.0,7.0,6.0,0.0,0.0,6.0,1.0,2.0,0.0
Alassane Pléa,27.0,1993.0,FRA,FW,M'Gladbach,8.0,6.0,539.0,5.0,2.0,0.0,0.0,1.0,0.0,16.0,7.0,15.4,1.0,2053.0,469.0,60.0,75.0,41.0,55.0,12.0,17.0,8.0,10.0,13.0,1.0,0.0,8.0,9.0,4.0,8.0,0.0,0.0,0.0,29.0,3.0,10.0,213.0,2.0,24.0,123.0,83.0,17.0,204.0,4.0,8.0,4.0,0.0,140.0,682.0,413.0,26.0,8.0,2.0,7.0,6.0,258.0,160.0,31.0,0.0,0.0,1.0,0.0,1.0,5.0,66.0,15.0,8.0,22.0,36.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0
Albert Vallci,25.0,1995.0,AUT,DF,RB,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.0,330.0,13.0,19.0,16.0,19.0,5.0,10.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,2.0,57.0,2.0,9.0,33.0,15.0,0.0,45.0,0.0,0.0,0.0,0.0,25.0,54.0,41.0,3.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,11.0,4.0,3.0,7.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0
Aleksandar Kolarov,34.0,1985.0,SRB,DF,Inter,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.7,1.0,1262.0,433.0,13.0,14.0,39.0,41.0,8.0,15.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,78.0,10.0,38.0,43.0,10.0,0.0,72.0,1.0,1.0,1.0,0.0,56.0,397.0,236.0,5.0,3.0,0.0,1.0,0.0,60.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
Aleksandr Erokhin,30.0,1989.0,RUS,MF,Zenit,5.0,4.0,271.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12.7,0.0,691.0,182.0,28.0,34.0,17.0,21.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,21.0,5.0,11.0,101.0,2.0,25.0,36.0,45.0,7.0,101.0,2.0,3.0,2.0,0.0,49.0,215.0,110.0,7.0,2.0,1.0,3.0,7.0,107.0,62.0,12.0,3.0,1.0,2.0,1.0,1.0,3.0,47.0,14.0,21.0,14.0,12.0,4.0,0.0,0.0,4.0,2.0,2.0,0.0
Aleksandr Silyanov,19.0,2001.0,RUS,MF,Loko,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,19.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Aleksei Miranchuk,24.0,1995.0,RUS,FW,Atalanta,3.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.7,0.0,225.0,35.0,5.0,8.0,4.0,5.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,26.0,0.0,3.0,14.0,11.0,2.0,26.0,3.0,3.0,3.0,1.0,22.0,121.0,75.0,6.0,1.0,2.0,0.0,3.0,24.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Aleksei Sutormin,26.0,1994.0,RUS,DF,Zenit,5.0,2.0,245.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,15.6,0.0,2539.0,900.0,75.0,83.0,55.0,67.0,15.0,19.0,5.0,8.0,1.0,0.0,0.0,5.0,6.0,1.0,6.0,0.0,0.0,0.0,27.0,0.0,1.0,217.0,14.0,66.0,101.0,65.0,6.0,188.0,5.0,7.0,6.0,1.0,122.0,644.0,328.0,15.0,3.0,1.0,2.0,8.0,147.0,133.0,4.0,6.0,4.0,2.0,1.0,4.0,5.0,42.0,10.0,16.0,18.0,8.0,10.0,1.0,0.0,9.0,3.0,3.0,0.0
Alessandro Bastoni,21.0,1999.0,ITA,DF,Inter,6.0,5.0,411.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,16.9,0.0,6050.0,1509.0,88.0,99.0,138.0,144.0,55.0,84.0,2.0,33.0,4.0,1.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,43.0,9.0,4.0,361.0,31.0,124.0,223.0,38.0,4.0,356.0,0.0,2.0,0.0,0.0,280.0,1677.0,1109.0,48.0,8.0,0.0,2.0,0.0,299.0,296.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,40.0,15.0,16.0,17.0,7.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0
Alessandro Florenzi,29.0,1991.0,ITA,DF,Paris,10.0,10.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,20.2,0.0,6077.0,2202.0,167.0,182.0,132.0,157.0,39.0,72.0,8.0,23.0,7.0,5.0,0.0,5.0,5.0,0.0,25.0,0.0,0.0,0.0,70.0,2.0,7.0,505.0,37.0,200.0,212.0,114.0,11.0,448.0,6.0,9.0,6.0,0.0,281.0,1231.0,697.0,24.0,9.0,1.0,10.0,1.0,340.0,314.0,20.0,7.0,7.0,4.0,0.0,5.0,16.0,76.0,22.0,34.0,29.0,13.0,14.0,3.0,0.0,11.0,16.0,15.0,0.0
Alex Oxlade-Chamberlain,26.0,1993.0,ENG,MF,Liverpool,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,78.0,4.0,5.0,8.0,9.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,1.0,1.0,15.0,11.0,0.0,24.0,1.0,1.0,1.0,0.0,17.0,127.0,71.0,1.0,1.0,0.0,1.0,1.0,22.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alex Sandro,29.0,1991.0,BRA,DF,Juventus,5.0,5.0,480.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,12.9,0.0,6181.0,1834.0,137.0,149.0,156.0,178.0,38.0,60.0,8.0,28.0,10.0,5.0,0.0,10.0,10.0,1.0,12.0,0.0,0.0,0.0,63.0,17.0,9.0,460.0,20.0,102.0,245.0,143.0,11.0,418.0,6.0,7.0,6.0,0.0,318.0,1415.0,809.0,42.0,16.0,0.0,2.0,6.0,330.0,307.0,8.0,10.0,3.0,7.0,2.0,3.0,6.0,53.0,23.0,14.0,30.0,9.0,12.0,1.0,0.0,11.0,10.0,11.0,0.0
Alex Telles,27.0,1992.0,BRA,DF,Manchester,4.0,4.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2257.0,1024.0,48.0,58.0,49.0,63.0,16.0,38.0,10.0,7.0,3.0,3.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,23.0,2.0,2.0,201.0,5.0,41.0,95.0,70.0,0.0,152.0,3.0,3.0,3.0,0.0,98.0,406.0,240.0,4.0,2.0,0.0,1.0,8.0,123.0,104.0,8.0,3.0,3.0,3.0,1.0,2.0,4.0,43.0,15.0,11.0,23.0,9.0,11.0,0.0,0.0,11.0,2.0,5.0,0.0
Alexander Scholz,27.0,1992.0,DEN,DF,Midtjylland,6.0,6.0,540.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,22.4,0.0,6218.0,2027.0,52.0,60.0,134.0,148.0,73.0,90.0,4.0,17.0,3.0,0.0,0.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,89.0,11.0,7.0,352.0,65.0,201.0,153.0,20.0,4.0,334.0,2.0,2.0,2.0,0.0,180.0,1517.0,901.0,11.0,4.0,0.0,0.0,2.0,206.0,197.0,1.0,7.0,8.0,2.0,0.0,6.0,7.0,48.0,24.0,26.0,20.0,2.0,7.0,1.0,0.0,6.0,6.0,25.0,1.0
Alexander Sørloth,24.0,1995.0,NOR,FW,RB,4.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,12.3,0.0,380.0,48.0,11.0,12.0,10.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,5.0,8.0,46.0,0.0,1.0,20.0,28.0,8.0,44.0,0.0,0.0,0.0,0.0,21.0,125.0,45.0,4.0,2.0,1.0,5.0,2.0,76.0,35.0,14.0,1.0,0.0,1.0,1.0,0.0,1.0,27.0,8.0,1.0,12.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Alexandru Epureanu,33.0,1986.0,MDA,DF,Başakşehir,5.0,4.0,405.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,3868.0,1207.0,34.0,40.0,97.0,115.0,36.0,52.0,0.0,8.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,47.0,9.0,7.0,249.0,46.0,159.0,98.0,7.0,3.0,247.0,0.0,1.0,0.0,0.0,125.0,565.0,290.0,3.0,1.0,0.0,0.0,1.0,162.0,154.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,26.0,10.0,10.0,13.0,3.0,9.0,4.0,0.0,5.0,8.0,17.0,0.0
Alexis Sánchez,31.0,1988.0,CHI,FW,Inter,5.0,1.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.1,1.0,647.0,190.0,15.0,17.0,14.0,17.0,5.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,66.0,3.0,5.0,22.0,41.0,8.0,63.0,4.0,5.0,5.0,0.0,56.0,241.0,129.0,8.0,1.0,1.0,2.0,8.0,67.0,52.0,19.0,2.0,1.0,0.0,1.0,0.0,2.0,28.0,8.0,2.0,13.0,13.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Alphonso Davies,19.0,2000.0,CAN,DF,Bayern,6.0,3.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.7,0.0,4496.0,1436.0,129.0,135.0,124.0,140.0,17.0,22.0,2.0,33.0,9.0,3.0,0.0,4.0,3.0,1.0,10.0,0.0,0.0,0.0,41.0,2.0,2.0,344.0,12.0,93.0,177.0,114.0,10.0,314.0,18.0,20.0,18.0,1.0,270.0,1659.0,1120.0,40.0,14.0,5.0,7.0,6.0,255.0,238.0,5.0,3.0,4.0,4.0,0.0,5.0,5.0,62.0,15.0,22.0,21.0,19.0,9.0,2.0,1.0,7.0,12.0,3.0,0.0
Alyaksandr Martynovich,32.0,1987.0,BLR,DF,Krasnodar,5.0,5.0,450.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,16.5,0.0,3259.0,1351.0,31.0,34.0,65.0,79.0,39.0,63.0,1.0,7.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,30.0,10.0,8.0,234.0,41.0,137.0,91.0,12.0,5.0,216.0,0.0,0.0,0.0,0.0,108.0,480.0,192.0,3.0,0.0,0.0,0.0,1.0,137.0,132.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,25.0,11.0,12.0,11.0,2.0,10.0,6.0,0.0,4.0,9.0,24.0,0.0
Amad Diallo,18.0,2002.0,CIV,FW,Atalanta,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.2,0.0,98.0,52.0,6.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,17.0,0.0,0.0,3.0,16.0,4.0,17.0,1.0,1.0,1.0,0.0,13.0,76.0,38.0,2.0,0.0,0.0,2.0,0.0,25.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Haidara,22.0,1998.0,MLI,MF,RB,6.0,5.0,426.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,4.0,14.9,0.0,2454.0,778.0,98.0,113.0,55.0,66.0,9.0,19.0,2.0,16.0,3.0,1.0,0.0,4.0,7.0,1.0,4.0,0.0,0.0,0.0,39.0,5.0,7.0,259.0,5.0,49.0,148.0,76.0,12.0,256.0,5.0,6.0,5.0,0.0,147.0,581.0,291.0,20.0,6.0,2.0,2.0,6.0,229.0,177.0,13.0,8.0,6.0,7.0,1.0,7.0,11.0,106.0,22.0,30.0,56.0,20.0,9.0,0.0,0.0,9.0,7.0,3.0,0.0
Ander Herrera,30.0,1989.0,ESP,MF,Paris,10.0,5.0,539.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,19.0,0.0,4715.0,1220.0,147.0,165.0,102.0,116.0,26.0,49.0,3.0,19.0,5.0,0.0,0.0,13.0,19.0,0.0,2.0,0.0,0.0,0.0,63.0,4.0,9.0,442.0,25.0,140.0,242.0,83.0,6.0,433.0,5.0,5.0,5.0,0.0,237.0,815.0,358.0,11.0,3.0,0.0,10.0,6.0,327.0,295.0,17.0,12.0,6.0,9.0,3.0,8.0,17.0,131.0,48.0,53.0,52.0,26.0,27.0,7.0,0.0,20.0,12.0,10.0,0.0
Anders Dreyer,22.0,1998.0,DEN,FW,Midtjylland,6.0,6.0,491.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,18.2,1.0,2025.0,712.0,51.0,61.0,35.0,49.0,16.0,34.0,4.0,4.0,9.0,0.0,0.0,4.0,5.0,2.0,11.0,1.0,0.0,0.0,27.0,3.0,5.0,197.0,1.0,13.0,89.0,114.0,18.0,175.0,6.0,10.0,6.0,1.0,130.0,786.0,462.0,27.0,9.0,5.0,8.0,3.0,205.0,131.0,25.0,5.0,0.0,3.0,3.0,5.0,5.0,62.0,17.0,12.0,31.0,19.0,5.0,0.0,0.0,5.0,4.0,1.0,0.0
Andrea Pinamonti,21.0,1999.0,ITA,DF,Inter,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Bouchalakis,27.0,1993.0,GRE,MF,Olympiacos,6.0,5.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.9,0.0,4171.0,1021.0,75.0,89.0,93.0,103.0,35.0,46.0,1.0,23.0,4.0,0.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,61.0,7.0,3.0,304.0,9.0,72.0,202.0,46.0,5.0,300.0,2.0,4.0,2.0,2.0,199.0,800.0,306.0,10.0,4.0,0.0,4.0,5.0,218.0,201.0,7.0,4.0,1.0,4.0,2.0,5.0,9.0,73.0,26.0,19.0,35.0,19.0,11.0,1.0,0.0,10.0,11.0,2.0,1.0
Andreas Christensen,24.0,1996.0,DEN,DF,Chelsea,7.0,6.0,592.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,7454.0,2219.0,121.0,128.0,177.0,191.0,58.0,74.0,0.0,20.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,17.0,12.0,444.0,62.0,217.0,245.0,6.0,0.0,432.0,0.0,0.0,0.0,0.0,301.0,1559.0,805.0,22.0,3.0,0.0,0.0,0.0,331.0,325.0,0.0,2.0,1.0,2.0,0.0,1.0,5.0,53.0,16.0,26.0,22.0,5.0,9.0,5.0,0.0,4.0,11.0,24.0,0.0
Andreas Pereira,24.0,1996.0,BRA,FW,Lazio,5.0,0.0,138.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,24.5,1.0,991.0,330.0,25.0,33.0,19.0,24.0,9.0,15.0,4.0,5.0,2.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,15.0,0.0,3.0,103.0,1.0,14.0,51.0,50.0,5.0,93.0,1.0,4.0,2.0,0.0,71.0,387.0,202.0,10.0,7.0,0.0,5.0,7.0,82.0,64.0,8.0,4.0,1.0,4.0,0.0,2.0,2.0,35.0,7.0,6.0,23.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0
Andreas Ulmer,34.0,1985.0,AUT,DF,RB,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,20.2,0.0,3414.0,1559.0,96.0,113.0,81.0,109.0,18.0,47.0,8.0,13.0,8.0,2.0,0.0,6.0,2.0,0.0,16.0,0.0,0.0,0.0,62.0,8.0,4.0,333.0,16.0,90.0,130.0,132.0,12.0,297.0,3.0,5.0,3.0,0.0,181.0,1004.0,730.0,41.0,10.0,3.0,2.0,3.0,215.0,190.0,24.0,12.0,12.0,5.0,2.0,7.0,7.0,99.0,32.0,43.0,35.0,21.0,10.0,1.0,0.0,9.0,3.0,12.0,0.0
