Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Wahbi Khazri,27.0,1991.0,FW,Tunisia,3.0,3.0,262.0,2.0,2.0,0.0,0.0,0.0,0.0,12.0,5.0,21.2,0.0,962,160,32,40,19,23,5,11,6,2,2,1,0.0,2.0,5.0,4.0,7.0,0.0,0.0,0.0,9.0,2.0,3.0,111.0,1.0,3.0,40.0,78.0,15.0,97.0,0.0,3.0,1.0,0.0,70.0,392.0,196.0,12.0,6.0,3.0,9.0,1.0,135.0,84.0,30.0,2.0,0.0,1.0,1.0,0.0,1.0,82.0,17.0,3.0,30.0,49.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Wilder Cartagena,23.0,1994.0,MF,Peru,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,25,1,1,1,1,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfred Ndidi,21.0,1996.0,MF,Nigeria,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,31.1,0.0,2419,705,55,68,53,65,19,27,2,15,0,0,0.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,56.0,10.0,6.0,205.0,8.0,46.0,128.0,38.0,3.0,198.0,2.0,3.0,2.0,0.0,107.0,461.0,186.0,8.0,3.0,0.0,4.0,0.0,129.0,113.0,7.0,3.0,2.0,4.0,1.0,2.0,8.0,97.0,19.0,31.0,58.0,8.0,6.0,0.0,0.0,6.0,4.0,3.0,0.0
William Carvalho,26.0,1992.0,MF,Portugal,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,4997,1072,68,82,92,101,57,63,3,22,3,0,0.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,1.0,275.0,3.0,61.0,178.0,51.0,1.0,271.0,2.0,2.0,2.0,0.0,197.0,811.0,368.0,10.0,3.0,0.0,0.0,4.0,213.0,200.0,4.0,0.0,1.0,1.0,0.0,2.0,5.0,69.0,19.0,19.0,44.0,6.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0
William Kvist,33.0,1985.0,MF,Denmark,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,73,9,9,7,9,1,2,0,2,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,23.0,0.0,4.0,15.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,14.0,24.0,8.0,0.0,0.0,0.0,1.0,0.0,14.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Troost-Ekong,24.0,1993.0,DF,Nigeria,3.0,3.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,20.8,0.0,2194,932,20,24,42,46,27,47,0,5,0,0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,29.0,7.0,4.0,143.0,12.0,77.0,71.0,4.0,2.0,138.0,3.0,3.0,3.0,0.0,73.0,382.0,174.0,2.0,0.0,0.0,0.0,0.0,85.0,82.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,22.0,5.0,15.0,7.0,0.0,3.0,0.0,0.0,3.0,5.0,10.0,0.0
Willian,29.0,1988.0,FW,Brazil,5.0,5.0,359.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,21.7,0.0,2603,511,75,85,46,61,24,39,5,3,1,1,0.0,5.0,10.0,0.0,17.0,0.0,0.0,0.0,25.0,2.0,4.0,242.0,1.0,38.0,111.0,110.0,9.0,226.0,12.0,15.0,12.0,0.0,193.0,1471.0,749.0,50.0,8.0,6.0,5.0,7.0,207.0,176.0,10.0,3.0,2.0,1.0,0.0,1.0,5.0,86.0,19.0,20.0,50.0,16.0,8.0,0.0,0.0,8.0,3.0,1.0,0.0
Wílmar Barrios,24.0,1993.0,MF,Colombia,3.0,2.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2061,622,38,43,47,56,16,23,1,11,1,0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,3.0,158.0,13.0,58.0,94.0,14.0,0.0,156.0,1.0,3.0,1.0,0.0,106.0,493.0,199.0,6.0,1.0,0.0,2.0,4.0,103.0,97.0,1.0,7.0,7.0,4.0,0.0,3.0,2.0,93.0,27.0,58.0,32.0,3.0,6.0,1.0,0.0,5.0,3.0,7.0,0.0
Xherdan Shaqiri,26.0,1991.0,FW,Switzerland,4.0,4.0,350.0,1.0,1.0,0.0,0.0,1.0,0.0,12.0,1.0,23.8,0.0,2688,742,69,80,56,64,19,40,10,12,6,1,0.0,4.0,9.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,1.0,247.0,1.0,22.0,119.0,136.0,12.0,233.0,8.0,14.0,9.0,2.0,200.0,1350.0,665.0,38.0,14.0,6.0,7.0,4.0,236.0,187.0,36.0,4.0,1.0,2.0,1.0,1.0,1.0,61.0,16.0,14.0,26.0,21.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0
Yahya Al-Shehri,27.0,1990.0,MF,Saudi,2.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725,170,37,37,13,15,3,4,0,5,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,70.0,1.0,5.0,43.0,27.0,0.0,68.0,0.0,3.0,0.0,0.0,54.0,292.0,129.0,5.0,3.0,0.0,2.0,2.0,58.0,52.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,6.0,7.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Yannick Carrasco,24.0,1993.0,DF,Belgium,4.0,3.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,19.7,0.0,1162,374,39,43,31,37,4,9,3,5,3,1,0.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,3.0,123.0,2.0,17.0,54.0,61.0,13.0,112.0,7.0,9.0,7.0,0.0,94.0,538.0,309.0,16.0,5.0,2.0,3.0,4.0,112.0,85.0,22.0,2.0,1.0,2.0,1.0,2.0,1.0,55.0,16.0,13.0,29.0,13.0,5.0,0.0,0.0,5.0,1.0,1.0,0.0
Yasser Al-Shahrani,26.0,1992.0,DF,Saudi,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.4,0.0,2541,752,89,97,64,79,9,22,2,5,1,1,0.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,27.0,4.0,7.0,240.0,11.0,68.0,115.0,79.0,4.0,215.0,2.0,2.0,2.0,0.0,143.0,1022.0,606.0,24.0,7.0,0.0,4.0,1.0,170.0,156.0,8.0,3.0,5.0,0.0,0.0,0.0,1.0,41.0,13.0,19.0,20.0,2.0,4.0,1.0,0.0,3.0,2.0,8.0,0.0
Yassine Meriah,24.0,1993.0,DF,Tunisia,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3455,1465,53,57,81,87,28,39,0,15,0,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,27.0,2.0,2.0,204.0,29.0,135.0,84.0,1.0,0.0,200.0,0.0,0.0,0.0,0.0,139.0,1061.0,639.0,10.0,0.0,0.0,2.0,1.0,141.0,140.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,39.0,14.0,27.0,11.0,1.0,6.0,3.0,1.0,3.0,6.0,4.0,0.0
Yeltsin Tejeda,26.0,1992.0,MF,Costa,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,1,2,3,1,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,26.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yerry Mina,23.0,1994.0,DF,Colombia,3.0,3.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.6,0.0,3208,905,31,32,79,84,30,42,0,3,0,0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,7.0,193.0,29.0,131.0,78.0,4.0,3.0,186.0,1.0,1.0,1.0,0.0,124.0,684.0,408.0,4.0,0.0,0.0,0.0,0.0,117.0,114.0,1.0,5.0,5.0,2.0,0.0,4.0,1.0,32.0,14.0,22.0,10.0,0.0,6.0,3.0,0.0,3.0,4.0,17.0,1.0
Yohan Benalouane,31.0,1987.0,DF,Tunisia,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211,66,3,4,2,6,3,5,0,0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,22.0,6.0,14.0,8.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,13.0,77.0,38.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,12.0,4.0,4.0,8.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
Yoshimar Yotún,28.0,1990.0,MF,Peru,3.0,3.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,44.4,0.0,2470,636,41,45,54,61,19,31,2,8,2,0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,17.0,0.0,1.0,157.0,3.0,42.0,94.0,36.0,0.0,143.0,0.0,1.0,0.0,0.0,108.0,723.0,396.0,17.0,5.0,0.0,1.0,1.0,118.0,115.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,37.0,10.0,8.0,27.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Yoshinori Mutō,25.0,1992.0,FW,Japan,1.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,14.3,0.0,165,41,11,12,3,3,0,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,23.0,0.0,0.0,9.0,15.0,3.0,22.0,0.0,2.0,2.0,0.0,14.0,96.0,22.0,2.0,0.0,0.0,1.0,0.0,32.0,17.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,8.0,0.0,18.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Younès Belhanda,28.0,1990.0,MF,Morocco,3.0,3.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,13.8,0.0,1510,251,42,53,34,39,9,13,2,6,1,1,0.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,17.0,3.0,2.0,141.0,8.0,25.0,76.0,44.0,8.0,133.0,5.0,5.0,5.0,0.0,87.0,348.0,148.0,4.0,1.0,0.0,4.0,3.0,112.0,96.0,18.0,1.0,0.0,2.0,1.0,0.0,6.0,49.0,14.0,14.0,28.0,7.0,4.0,2.0,0.0,2.0,1.0,3.0,0.0
Youri Tielemans,21.0,1997.0,MF,Belgium,4.0,2.0,176.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,26.1,0.0,1868,457,45,51,36,40,16,21,4,8,2,1,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,128.0,1.0,20.0,80.0,35.0,0.0,125.0,2.0,2.0,2.0,0.0,118.0,622.0,332.0,14.0,2.0,0.0,0.0,2.0,110.0,107.0,4.0,6.0,1.0,5.0,1.0,5.0,10.0,80.0,12.0,25.0,46.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Youssef En-Nesyri,21.0,1997.0,FW,Morocco,1.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,36,1,1,2,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Youssouf Sabaly,25.0,1993.0,DF,Senegal,3.0,3.0,253.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,24.7,0.0,1257,457,55,62,21,27,8,20,2,3,3,0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,33.0,2.0,5.0,139.0,8.0,43.0,63.0,42.0,4.0,116.0,6.0,7.0,6.0,0.0,80.0,468.0,248.0,12.0,4.0,0.0,1.0,0.0,69.0,64.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,46.0,15.0,27.0,17.0,2.0,4.0,0.0,0.0,4.0,3.0,2.0,0.0
Yun Young-sun,29.0,1988.0,DF,Korea,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242,56,5,5,4,4,3,3,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,9.0,17.0,6.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,6.0,56.0,26.0,1.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,6.0,9.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,5.0,0.0
Yuri Gazinskiy,28.0,1989.0,MF,Russia,4.0,3.0,267.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,19.9,0.0,2119,506,28,38,52,61,17,23,1,7,1,0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,3.0,2.0,146.0,6.0,37.0,81.0,35.0,2.0,145.0,0.0,0.0,0.0,0.0,89.0,379.0,95.0,3.0,3.0,0.0,1.0,1.0,95.0,84.0,5.0,2.0,0.0,2.0,0.0,1.0,1.0,68.0,19.0,27.0,33.0,8.0,5.0,0.0,0.0,5.0,1.0,7.0,0.0
Yuri Zhirkov,34.0,1983.0,DF,Russia,3.0,3.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,24.5,0.0,1390,870,24,31,30,43,11,28,0,9,0,0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,24.0,5.0,1.0,122.0,10.0,40.0,56.0,39.0,1.0,101.0,1.0,1.0,1.0,0.0,61.0,417.0,193.0,8.0,7.0,0.0,1.0,1.0,65.0,58.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,20.0,5.0,10.0,8.0,2.0,4.0,0.0,0.0,4.0,1.0,6.0,0.0
Yussuf Poulsen,23.0,1994.0,FW,Denmark,3.0,3.0,268.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,9.8,0.0,670,179,43,53,11,17,1,2,1,3,2,0,0.0,9.0,5.0,1.0,2.0,0.0,2.0,0.0,19.0,9.0,4.0,131.0,9.0,19.0,50.0,69.0,13.0,131.0,10.0,15.0,11.0,0.0,92.0,429.0,221.0,10.0,3.0,3.0,10.0,6.0,110.0,83.0,24.0,3.0,2.0,3.0,1.0,3.0,6.0,81.0,15.0,28.0,35.0,18.0,10.0,3.0,0.0,7.0,4.0,3.0,0.0
Yuto Nagatomo,31.0,1986.0,DF,Japan,4.0,4.0,360.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,15.5,0.0,2365,853,88,98,51,63,11,19,3,13,2,0,0.0,2.0,3.0,0.0,7.0,0.0,0.0,0.0,33.0,3.0,2.0,218.0,15.0,63.0,111.0,65.0,7.0,191.0,2.0,3.0,3.0,0.0,135.0,773.0,330.0,21.0,12.0,2.0,1.0,0.0,146.0,130.0,7.0,3.0,3.0,2.0,0.0,0.0,2.0,58.0,14.0,38.0,14.0,6.0,6.0,1.0,0.0,5.0,4.0,8.0,0.0
Yuya Osako,28.0,1990.0,FW,Japan,4.0,3.0,308.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,9.7,0.0,844,109,29,40,14,23,6,8,6,3,2,0,0.0,4.0,8.0,3.0,3.0,0.0,0.0,0.0,10.0,8.0,10.0,109.0,3.0,6.0,46.0,62.0,13.0,108.0,4.0,4.0,4.0,0.0,80.0,330.0,164.0,12.0,3.0,3.0,6.0,9.0,138.0,87.0,26.0,3.0,1.0,1.0,1.0,1.0,2.0,62.0,20.0,3.0,26.0,33.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0
