Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Antonio Rüdiger,DF,Germany,27.0,1993.0,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.3,0.0,5602,1751,79,81,168,171,28,39,0,37,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,6.0,325.0,22.0,132.0,201.0,25.0,4.0,319.0,0.0,1.0,0.0,0.0,251.0,1267.0,771.0,22.0,9.0,0.0,1.0,2.0,264.0,263.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,38.0,4.0,15.0,20.0,3.0,6.0,0.0,0.0,6.0,4.0,9.0,0.0
Fabián Ruiz Peña,MF,Spain,24.0,1996.0,3.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.8,0.0,953,200,29,31,21,24,6,7,0,7,1,1,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,71.0,0.0,10.0,40.0,29.0,1.0,69.0,1.0,1.0,1.0,0.0,56.0,406.0,237.0,10.0,4.0,1.0,0.0,1.0,62.0,56.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,7.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Maciej Rybus,DF,Poland,31.0,1989.0,1.0,1.0,73.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,662,162,16,16,14,17,6,12,2,2,2,1,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,9.0,1.0,0.0,51.0,3.0,7.0,19.0,26.0,2.0,43.0,0.0,0.0,0.0,0.0,28.0,164.0,45.0,2.0,0.0,0.0,1.0,1.0,33.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,2.0,6.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
Marcel Sabitzer,MF,Austria,26.0,1994.0,4.0,4.0,390.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,19.4,0.0,3633,845,100,108,71,79,27,39,5,17,9,3,0.0,8.0,5.0,1.0,7.0,0.0,0.0,0.0,36.0,2.0,2.0,282.0,3.0,31.0,158.0,112.0,11.0,270.0,3.0,8.0,3.0,0.0,206.0,1117.0,559.0,31.0,12.0,4.0,3.0,4.0,238.0,214.0,21.0,4.0,2.0,2.0,1.0,2.0,1.0,59.0,20.0,4.0,32.0,23.0,3.0,1.0,0.0,2.0,5.0,1.0,0.0
Michal Sadílek,MF,Czech,21.0,1999.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukayo Saka,FW,England,19.0,2001.0,4.0,3.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130,122,33,39,24,28,7,13,0,2,2,0,0.0,5.0,12.0,0.0,6.0,0.0,0.0,0.0,19.0,1.0,4.0,129.0,3.0,17.0,60.0,66.0,12.0,126.0,3.0,7.0,4.0,1.0,106.0,561.0,317.0,18.0,6.0,1.0,8.0,11.0,127.0,94.0,14.0,3.0,0.0,3.0,1.0,0.0,2.0,60.0,13.0,17.0,27.0,16.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0
Roland Sallai,FW,Hungary,23.0,1997.0,3.0,3.0,240.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,22.5,1.0,496,151,22,28,8,11,2,4,4,2,2,0,0.0,6.0,9.0,0.0,4.0,0.0,0.0,0.0,19.0,5.0,7.0,73.0,0.0,14.0,37.0,29.0,3.0,68.0,3.0,6.0,3.0,0.0,51.0,447.0,246.0,13.0,3.0,1.0,3.0,3.0,93.0,45.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,34.0,4.0,7.0,19.0,8.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Renato Sanches,MF,Portugal,23.0,1997.0,4.0,2.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,31.1,0.0,3340,749,84,87,61,63,27,33,3,22,6,3,0.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,22.0,1.0,0.0,222.0,1.0,31.0,149.0,54.0,1.0,218.0,6.0,9.0,7.0,0.0,183.0,828.0,445.0,24.0,6.0,0.0,3.0,7.0,186.0,181.0,6.0,6.0,0.0,6.0,0.0,4.0,1.0,25.0,12.0,2.0,18.0,5.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0
Jadon Sancho,FW,England,20.0,2000.0,3.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600,102,24,26,14,16,2,2,0,2,2,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,61.0,2.0,3.0,35.0,29.0,1.0,59.0,3.0,4.0,3.0,0.0,49.0,227.0,85.0,7.0,3.0,0.0,2.0,4.0,65.0,50.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,32.0,7.0,10.0,11.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Leroy Sané,FW,Germany,25.0,1996.0,4.0,1.0,114.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.6,1.0,815,126,29,30,19,21,3,8,1,1,4,2,0.0,1.0,2.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,82.0,0.0,6.0,19.0,65.0,4.0,79.0,5.0,7.0,5.0,2.0,74.0,335.0,142.0,8.0,2.0,2.0,4.0,4.0,82.0,67.0,16.0,2.0,0.0,0.0,2.0,1.0,0.0,11.0,4.0,4.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Pablo Sarabia,FW,Spain,28.0,1992.0,5.0,3.0,253.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,13.3,0.0,1732,403,67,78,42,56,5,13,6,4,4,1,0.0,1.0,2.0,1.0,14.0,0.0,0.0,0.0,10.0,2.0,0.0,183.0,1.0,5.0,64.0,118.0,26.0,169.0,0.0,4.0,0.0,0.0,127.0,581.0,307.0,19.0,0.0,4.0,9.0,6.0,185.0,153.0,37.0,1.0,0.0,1.0,1.0,1.0,1.0,29.0,11.0,2.0,14.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Ľubomír Šatka,DF,Slovakia,25.0,1995.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3930,1256,45,47,100,102,35,40,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,8.0,222.0,30.0,160.0,73.0,3.0,1.0,218.0,0.0,0.0,0.0,0.0,153.0,708.0,441.0,4.0,1.0,0.0,0.0,1.0,172.0,170.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,23.0,9.0,20.0,3.0,0.0,4.0,1.0,0.0,3.0,6.0,20.0,1.0
András Schäfer,MF,Hungary,21.0,1999.0,3.0,3.0,228.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.1,0.0,908,210,31,34,25,27,2,3,3,7,1,0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,2.0,94.0,8.0,39.0,42.0,20.0,2.0,91.0,2.0,4.0,2.0,1.0,55.0,298.0,175.0,6.0,3.0,0.0,2.0,5.0,62.0,51.0,6.0,2.0,1.0,2.0,0.0,0.0,5.0,50.0,11.0,26.0,20.0,4.0,7.0,3.0,0.0,4.0,5.0,2.0,1.0
Fabian Schär,DF,Switzerland,29.0,1991.0,4.0,2.0,191.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8.6,0.0,2575,679,28,28,60,64,23,31,0,10,1,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,5.0,144.0,16.0,74.0,77.0,7.0,3.0,139.0,0.0,0.0,0.0,0.0,105.0,606.0,372.0,11.0,1.0,0.0,3.0,0.0,114.0,111.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,23.0,5.0,12.0,10.0,1.0,4.0,2.0,0.0,2.0,4.0,3.0,0.0
Louis Schaub,MF,Austria,26.0,1994.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,19.2,0.0,87,72,2,3,3,3,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,2.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,5.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrik Schick,FW,Czech,25.0,1996.0,5.0,5.0,400.0,5.0,0.0,1.0,1.0,0.0,0.0,15.0,8.0,17.1,1.0,1132,183,34,47,31,34,4,6,0,7,2,0,0.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0,26.0,12.0,30.0,150.0,5.0,10.0,74.0,72.0,21.0,140.0,6.0,8.0,6.0,0.0,88.0,381.0,174.0,10.0,5.0,2.0,9.0,10.0,216.0,100.0,20.0,3.0,0.0,3.0,3.0,1.0,4.0,49.0,11.0,4.0,24.0,21.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Xaver Schlager,MF,Austria,23.0,1997.0,4.0,4.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,24.0,0.0,2249,601,59,64,51,61,16,23,5,19,3,0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,7.0,190.0,1.0,29.0,113.0,63.0,1.0,187.0,3.0,3.0,3.0,0.0,140.0,703.0,424.0,24.0,7.0,0.0,1.0,8.0,133.0,121.0,6.0,9.0,4.0,6.0,2.0,2.0,2.0,99.0,36.0,29.0,49.0,21.0,4.0,1.0,0.0,3.0,5.0,2.0,0.0
Szabolcs Schön,FW,Hungary,20.0,2000.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,5,5,5,0,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,1.0,6.0,2.0,0.0,5.0,2.0,2.0,2.0,0.0,6.0,36.0,8.0,1.0,0.0,0.0,0.0,1.0,14.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Schöpf,FW,Austria,26.0,1994.0,2.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.3,0.0,544,90,22,25,8,9,4,4,3,1,1,1,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,56.0,1.0,7.0,27.0,25.0,3.0,55.0,0.0,1.0,0.0,0.0,46.0,268.0,150.0,11.0,1.0,1.0,3.0,3.0,51.0,45.0,6.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,3.0,6.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Rasmus Schüller,MF,Finland,29.0,1991.0,3.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772,127,15,15,20,26,6,9,0,1,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,70.0,4.0,29.0,32.0,12.0,0.0,69.0,0.0,0.0,0.0,0.0,34.0,96.0,28.0,0.0,1.0,0.0,2.0,1.0,34.0,32.0,0.0,6.0,7.0,1.0,0.0,2.0,1.0,47.0,10.0,30.0,16.0,1.0,2.0,0.0,0.0,2.0,6.0,2.0,0.0
Haris Seferović,FW,Switzerland,28.0,1992.0,5.0,5.0,379.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,16.9,0.0,915,192,36,50,26,33,1,2,6,2,4,0,0.0,9.0,3.0,1.0,4.0,0.0,0.0,0.0,15.0,8.0,9.0,132.0,6.0,11.0,61.0,69.0,19.0,128.0,1.0,1.0,1.0,0.0,81.0,360.0,140.0,10.0,6.0,3.0,6.0,5.0,174.0,102.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,12.0,5.0,25.0,27.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0
Nélson Semedo,DF,Portugal,27.0,1993.0,3.0,3.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2306,706,67,71,63,68,9,20,2,21,1,0,0.0,6.0,4.0,0.0,5.0,0.0,1.0,0.0,20.0,3.0,2.0,191.0,3.0,29.0,112.0,61.0,2.0,173.0,5.0,9.0,6.0,0.0,134.0,614.0,331.0,18.0,4.0,1.0,1.0,0.0,140.0,135.0,7.0,7.0,2.0,7.0,3.0,6.0,4.0,43.0,15.0,14.0,20.0,9.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0
Andrei Semyonov,DF,Russia,31.0,1989.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995,263,12,12,23,27,9,15,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,60.0,9.0,32.0,31.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,34.0,189.0,57.0,1.0,0.0,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0
Petr Ševčík,FW,Czech,26.0,1994.0,5.0,2.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1338,308,43,51,29,31,6,17,4,4,2,2,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,16.0,2.0,8.0,129.0,3.0,19.0,64.0,53.0,4.0,124.0,1.0,1.0,1.0,0.0,88.0,442.0,196.0,12.0,3.0,0.0,3.0,3.0,113.0,93.0,16.0,2.0,0.0,2.0,1.0,2.0,3.0,41.0,14.0,7.0,18.0,16.0,4.0,0.0,0.0,4.0,1.0,2.0,0.0
Mykola Shaparenko,MF,Ukraine,22.0,1998.0,5.0,4.0,321.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,22.0,0.0,3508,706,90,98,92,96,16,24,4,16,0,0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,27.0,2.0,0.0,264.0,4.0,54.0,183.0,57.0,2.0,256.0,1.0,1.0,1.0,0.0,197.0,1283.0,752.0,31.0,11.0,0.0,4.0,4.0,212.0,198.0,7.0,8.0,5.0,5.0,0.0,5.0,9.0,105.0,18.0,36.0,59.0,10.0,9.0,0.0,0.0,9.0,3.0,2.0,0.0
Xherdan Shaqiri,MF,Switzerland,29.0,1991.0,5.0,5.0,366.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0,5.0,21.6,0.0,2592,565,52,60,43,58,25,47,10,13,5,1,0.0,7.0,5.0,2.0,8.0,0.0,0.0,0.0,20.0,1.0,0.0,201.0,3.0,20.0,100.0,99.0,9.0,173.0,3.0,6.0,3.0,0.0,136.0,820.0,397.0,23.0,10.0,1.0,6.0,3.0,175.0,142.0,24.0,1.0,2.0,1.0,0.0,1.0,0.0,47.0,6.0,7.0,24.0,16.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
Luke Shaw,DF,England,25.0,1995.0,6.0,6.0,574.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,15.9,0.0,5478,2054,167,181,125,147,29,48,9,13,10,3,0.0,12.0,5.0,2.0,19.0,0.0,0.0,0.0,46.0,10.0,6.0,447.0,11.0,84.0,230.0,166.0,14.0,378.0,3.0,4.0,3.0,0.0,286.0,1431.0,849.0,37.0,17.0,3.0,5.0,3.0,314.0,291.0,9.0,5.0,2.0,5.0,2.0,5.0,4.0,76.0,19.0,28.0,36.0,12.0,8.0,1.0,0.0,7.0,9.0,12.0,0.0
Dávid Sigér,MF,Hungary,30.0,1990.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0,2,3,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
André Silva,FW,Portugal,25.0,1995.0,3.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,8.6,0.0,98,0,8,9,1,2,0,0,2,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,19.0,0.0,0.0,6.0,14.0,8.0,19.0,0.0,2.0,0.0,0.0,11.0,50.0,35.0,3.0,1.0,1.0,0.0,1.0,22.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Bernardo Silva,FW,Portugal,26.0,1994.0,4.0,4.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575,427,40,41,42,49,7,10,5,8,4,0,0.0,5.0,4.0,0.0,6.0,0.0,0.0,0.0,10.0,1.0,0.0,134.0,1.0,17.0,55.0,71.0,6.0,124.0,3.0,5.0,4.0,0.0,96.0,623.0,349.0,19.0,6.0,2.0,6.0,4.0,107.0,97.0,14.0,4.0,1.0,4.0,1.0,1.0,3.0,48.0,12.0,13.0,19.0,16.0,2.0,0.0,0.0,2.0,7.0,2.0,0.0
Rafa Silva,FW,Portugal,27.0,1993.0,2.0,0.0,53.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,124,22,22,6,7,1,1,1,4,2,0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,47.0,0.0,0.0,21.0,27.0,3.0,47.0,0.0,1.0,0.0,1.0,33.0,122.0,66.0,4.0,0.0,1.0,4.0,3.0,45.0,39.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,11.0,6.0,0.0,5.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Moussa Sissoko,MF,France,31.0,1989.0,2.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,240,12,9,9,5,8,1,2,1,0,1,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,20.0,0.0,0.0,11.0,10.0,1.0,19.0,1.0,1.0,1.0,0.0,14.0,93.0,52.0,6.0,1.0,0.0,0.0,0.0,20.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Skov Olsen,FW,Denmark,21.0,1999.0,2.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,44,10,11,6,7,1,1,1,1,0,0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,26.0,1.0,4.0,10.0,14.0,4.0,26.0,1.0,3.0,1.0,0.0,18.0,58.0,27.0,1.0,1.0,1.0,0.0,0.0,29.0,21.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Milan Škriniar,DF,Slovakia,25.0,1995.0,3.0,3.0,270.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,3125,720,44,46,80,83,24,33,0,1,0,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,6.0,209.0,44.0,143.0,74.0,3.0,1.0,205.0,1.0,2.0,1.0,0.0,137.0,446.0,149.0,0.0,0.0,0.0,1.0,2.0,146.0,143.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,26.0,8.0,22.0,4.0,0.0,8.0,6.0,0.0,2.0,4.0,27.0,0.0
Eduard Sobol,MF,Ukraine,25.0,1995.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Sobolev,FW,Russia,23.0,1997.0,2.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,55,6,7,5,7,0,0,1,0,1,0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,18.0,2.0,3.0,10.0,6.0,2.0,16.0,2.0,2.0,2.0,0.0,13.0,29.0,8.0,0.0,0.0,0.0,0.0,1.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Pyry Soiri,DF,Finland,26.0,1994.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,56,6,6,5,5,0,0,0,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,15.0,0.0,7.0,6.0,3.0,0.0,15.0,0.0,1.0,0.0,0.0,13.0,83.0,44.0,4.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,7.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tomáš Souček,MF,Czech,25.0,1995.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,12.9,0.0,3651,745,67,81,70,85,35,44,4,13,1,0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,0.0,48.0,22.0,16.0,282.0,19.0,74.0,175.0,56.0,13.0,274.0,2.0,2.0,2.0,0.0,174.0,1130.0,478.0,21.0,10.0,0.0,1.0,5.0,206.0,177.0,10.0,5.0,1.0,4.0,2.0,6.0,8.0,85.0,20.0,24.0,50.0,11.0,8.0,2.0,0.0,6.0,6.0,19.0,0.0
Djibril Sow,MF,Switzerland,23.0,1997.0,2.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.1,0.0,119,24,3,6,4,4,0,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,26.0,1.0,7.0,13.0,11.0,0.0,25.0,0.0,0.0,0.0,0.0,14.0,92.0,69.0,3.0,2.0,0.0,2.0,2.0,16.0,12.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,19.0,6.0,12.0,5.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0
Çağlar Söyüncü,DF,Turkey,24.0,1996.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,3323,1345,63,65,75,77,24,31,0,9,0,0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,9.0,0.0,202.0,43.0,120.0,85.0,6.0,1.0,197.0,0.0,0.0,0.0,0.0,133.0,823.0,487.0,8.0,0.0,0.0,1.0,0.0,152.0,152.0,0.0,3.0,5.0,0.0,0.0,3.0,3.0,34.0,9.0,31.0,3.0,0.0,6.0,5.0,0.0,1.0,3.0,14.0,0.0
Tim Sparv,MF,Finland,33.0,1987.0,2.0,2.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1186,183,21,22,29,31,10,13,0,4,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,77.0,6.0,33.0,44.0,3.0,0.0,75.0,0.0,0.0,0.0,0.0,55.0,200.0,78.0,1.0,0.0,0.0,0.0,0.0,52.0,50.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,24.0,9.0,19.0,4.0,1.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0
Leonardo Spinazzola,DF,Italy,27.0,1993.0,4.0,4.0,378.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,2.0,15.1,0.0,2839,870,97,105,68,77,12,17,8,18,6,4,0.0,2.0,3.0,0.0,9.0,0.0,0.0,0.0,30.0,1.0,5.0,262.0,10.0,56.0,112.0,117.0,16.0,226.0,9.0,16.0,9.0,0.0,177.0,1212.0,822.0,39.0,12.0,11.0,7.0,5.0,187.0,167.0,14.0,1.0,1.0,0.0,1.0,1.0,2.0,41.0,11.0,13.0,18.0,10.0,9.0,3.0,1.0,6.0,6.0,4.0,0.0
Stefan Spirovski,MF,North,30.0,1990.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,60,5,5,5,6,1,1,0,2,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,4.0,11.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,67.0,28.0,3.0,0.0,0.0,0.0,1.0,10.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Taras Stepanenko,MF,Ukraine,31.0,1989.0,2.0,2.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,0.0,1338,285,37,44,34,40,6,9,1,5,0,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,2.0,118.0,5.0,35.0,74.0,13.0,0.0,117.0,0.0,0.0,0.0,0.0,66.0,187.0,86.0,2.0,1.0,0.0,1.0,0.0,78.0,74.0,1.0,2.0,4.0,0.0,1.0,0.0,6.0,40.0,11.0,20.0,15.0,5.0,4.0,1.0,0.0,3.0,4.0,4.0,0.0
