Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Adam Gnezda Čerin,21.0,1999.0,SVN,MF,Rijeka,3.0,3.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.2,0.0,1619.0,279.0,41.0,48.0,41.0,43.0,10.0,17.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,31.0,1.0,6.0,137.0,5.0,46.0,90.0,13.0,2.0,134.0,2.0,2.0,2.0,0.0,82.0,367.0,165.0,5.0,3.0,1.0,5.0,3.0,100.0,89.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,63.0,9.0,26.0,31.0,6.0,5.0,0.0,0.0,5.0,1.0,4.0,0.0
Adam Hložek,18.0,2002.0,CZE,FW,Sparta,1.0,0.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,35.0,6.0,6.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,15.0,0.0,2.0,6.0,8.0,1.0,12.0,0.0,0.0,0.0,0.0,10.0,81.0,27.0,1.0,1.0,0.0,0.0,1.0,20.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Adam Karabec,17.0,2003.0,CZE,MF,Sparta,5.0,2.0,143.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.6,0.0,905.0,201.0,28.0,33.0,12.0,17.0,8.0,12.0,3.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,2.0,2.0,80.0,1.0,7.0,36.0,42.0,10.0,77.0,1.0,1.0,1.0,0.0,48.0,246.0,113.0,10.0,2.0,2.0,6.0,3.0,61.0,53.0,7.0,2.0,0.0,1.0,1.0,0.0,3.0,38.0,11.0,12.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Adama Soumaoro,28.0,1992.0,FRA,DF,Lille,2.0,1.0,103.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1985.0,449.0,19.0,21.0,49.0,50.0,20.0,21.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,1.0,103.0,11.0,50.0,54.0,3.0,2.0,100.0,0.0,0.0,0.0,0.0,73.0,280.0,147.0,1.0,0.0,0.0,1.0,0.0,80.0,78.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,10.0,6.0,6.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
Adel Taarabt,31.0,1989.0,MAR,MF,Benfica,6.0,5.0,389.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,25.8,0.0,3877.0,858.0,100.0,107.0,84.0,97.0,27.0,35.0,7.0,22.0,4.0,0.0,0.0,9.0,8.0,0.0,2.0,0.0,0.0,0.0,33.0,1.0,0.0,280.0,6.0,34.0,188.0,80.0,4.0,272.0,8.0,12.0,8.0,1.0,224.0,1265.0,604.0,20.0,10.0,1.0,6.0,7.0,227.0,217.0,6.0,8.0,1.0,7.0,0.0,0.0,5.0,79.0,20.0,18.0,47.0,14.0,6.0,4.0,0.0,2.0,4.0,1.0,0.0
Adnan Januzaj,25.0,1995.0,BEL,FW,Real,7.0,5.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,21.9,2.0,2259.0,909.0,45.0,53.0,48.0,64.0,17.0,49.0,13.0,8.0,18.0,7.0,0.0,5.0,15.0,0.0,24.0,0.0,0.0,0.0,25.0,2.0,0.0,242.0,2.0,15.0,92.0,152.0,24.0,207.0,34.0,43.0,36.0,6.0,208.0,907.0,504.0,27.0,6.0,7.0,16.0,15.0,215.0,165.0,32.0,2.0,1.0,0.0,2.0,2.0,2.0,61.0,18.0,11.0,19.0,31.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0
Adolfo Gaich,21.0,1999.0,ARG,FW,CSKA,5.0,1.0,153.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,18.0,0.0,176.0,47.0,10.0,16.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,21.0,46.0,2.0,4.0,17.0,26.0,9.0,44.0,1.0,4.0,2.0,0.0,24.0,50.0,19.0,2.0,0.0,1.0,1.0,4.0,80.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,5.0,2.0,9.0,9.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0
Adrian Fein,21.0,1999.0,GER,MF,PSV,3.0,0.0,126.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,1234.0,300.0,44.0,47.0,25.0,32.0,6.0,9.0,4.0,10.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,3.0,98.0,1.0,11.0,50.0,43.0,6.0,94.0,1.0,1.0,1.0,0.0,81.0,418.0,231.0,14.0,0.0,2.0,1.0,3.0,93.0,78.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,14.0,2.0,0.0,7.0,7.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
Agron Rufati,21.0,1999.0,MKD,DF,Zorya,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,143.0,4.0,5.0,5.0,7.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,5.0,11.0,4.0,0.0,13.0,2.0,2.0,2.0,0.0,12.0,61.0,28.0,1.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Ahmedov,25.0,1995.0,BUL,MF,CSKA,5.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,212.0,40.0,9.0,10.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,4.0,23.0,1.0,4.0,8.0,12.0,2.0,22.0,0.0,0.0,0.0,0.0,12.0,61.0,29.0,0.0,0.0,0.0,2.0,1.0,27.0,16.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,14.0,4.0,2.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Aihen Muñoz,22.0,1997.0,ESP,DF,Real,2.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,264.0,23.0,23.0,16.0,20.0,3.0,10.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,76.0,4.0,21.0,33.0,28.0,0.0,63.0,1.0,4.0,2.0,1.0,44.0,224.0,160.0,9.0,3.0,0.0,2.0,3.0,50.0,46.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,11.0,2.0,2.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0
Ainsley Maitland-Niles,22.0,1997.0,ENG,DF,Arsenal,5.0,5.0,422.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,22.6,0.0,4108.0,1190.0,132.0,146.0,90.0,98.0,20.0,25.0,5.0,19.0,9.0,1.0,0.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,47.0,4.0,2.0,327.0,15.0,71.0,147.0,133.0,16.0,303.0,6.0,7.0,6.0,0.0,220.0,1271.0,782.0,47.0,18.0,4.0,2.0,9.0,240.0,223.0,17.0,4.0,3.0,2.0,0.0,3.0,2.0,48.0,14.0,22.0,19.0,7.0,7.0,1.0,0.0,6.0,6.0,8.0,0.0
Alan Czerwiński,27.0,1993.0,POL,DF,Lech,5.0,3.0,326.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,2666.0,908.0,67.0,73.0,72.0,92.0,8.0,18.0,7.0,9.0,5.0,1.0,0.0,2.0,2.0,1.0,10.0,0.0,0.0,0.0,29.0,3.0,6.0,222.0,9.0,56.0,102.0,78.0,10.0,192.0,1.0,3.0,1.0,0.0,133.0,908.0,574.0,28.0,9.0,7.0,0.0,2.0,154.0,138.0,11.0,3.0,2.0,5.0,1.0,4.0,4.0,43.0,16.0,12.0,25.0,6.0,7.0,1.0,0.0,6.0,5.0,3.0,0.0
Alan Dzagoev,30.0,1990.0,RUS,MF,CSKA,3.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.2,0.0,1493.0,367.0,40.0,44.0,33.0,38.0,9.0,15.0,3.0,9.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,115.0,2.0,21.0,69.0,28.0,5.0,110.0,0.0,1.0,0.0,0.0,74.0,254.0,118.0,7.0,2.0,0.0,2.0,1.0,99.0,90.0,12.0,3.0,2.0,0.0,1.0,2.0,5.0,27.0,5.0,9.0,15.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
Alan Patrick,29.0,1991.0,BRA,MF,Shakhtar,4.0,4.0,314.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,19.5,1.0,4085.0,1105.0,106.0,112.0,96.0,103.0,24.0,33.0,3.0,24.0,3.0,0.0,0.0,7.0,10.0,0.0,1.0,0.0,0.0,0.0,30.0,2.0,2.0,303.0,4.0,42.0,218.0,70.0,10.0,299.0,7.0,8.0,7.0,0.0,239.0,1565.0,626.0,34.0,9.0,1.0,6.0,7.0,272.0,251.0,12.0,3.0,1.0,2.0,0.0,2.0,5.0,47.0,12.0,7.0,33.0,7.0,4.0,1.0,0.0,3.0,3.0,3.0,0.0
Albert Guðmundsson,23.0,1997.0,ISL,FW,AZ,6.0,5.0,361.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,10.4,0.0,1169.0,213.0,39.0,45.0,25.0,34.0,7.0,14.0,2.0,4.0,2.0,2.0,0.0,10.0,7.0,4.0,2.0,0.0,0.0,0.0,15.0,0.0,4.0,141.0,5.0,20.0,73.0,53.0,10.0,130.0,4.0,7.0,5.0,0.0,94.0,441.0,258.0,13.0,4.0,2.0,12.0,5.0,150.0,96.0,30.0,4.0,3.0,1.0,1.0,3.0,6.0,93.0,21.0,14.0,43.0,36.0,5.0,1.0,0.0,4.0,3.0,2.0,0.0
Albert Vallci,25.0,1995.0,AUT,DF,RB,2.0,2.0,135.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.1,0.0,1875.0,571.0,20.0,20.0,47.0,52.0,16.0,21.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,2.0,1.0,111.0,13.0,53.0,64.0,3.0,2.0,111.0,0.0,0.0,0.0,0.0,81.0,311.0,146.0,1.0,0.0,0.0,0.0,0.0,83.0,83.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,18.0,4.0,8.0,9.0,1.0,2.0,1.0,0.0,1.0,3.0,7.0,0.0
Alberto Moreno,28.0,1992.0,ESP,DF,Villarreal,4.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.6,0.0,351.0,121.0,9.0,9.0,8.0,9.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,29.0,2.0,10.0,14.0,7.0,1.0,23.0,1.0,1.0,1.0,0.0,17.0,97.0,72.0,3.0,1.0,0.0,0.0,0.0,17.0,15.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
Alberto Soro,21.0,1999.0,ESP,MF,Granada,7.0,3.0,271.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,14.5,0.0,1086.0,352.0,43.0,47.0,24.0,32.0,3.0,6.0,6.0,5.0,7.0,2.0,0.0,3.0,5.0,1.0,4.0,0.0,0.0,0.0,14.0,4.0,7.0,126.0,2.0,13.0,47.0,71.0,5.0,121.0,4.0,7.0,4.0,0.0,86.0,337.0,183.0,11.0,5.0,0.0,10.0,5.0,150.0,94.0,23.0,2.0,2.0,1.0,0.0,1.0,5.0,50.0,14.0,11.0,19.0,20.0,5.0,1.0,0.0,4.0,1.0,2.0,0.0
Albian Ajeti,23.0,1997.0,SUI,FW,Celtic,4.0,2.0,163.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,12.7,0.0,380.0,35.0,17.0,19.0,7.0,8.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,8.0,60.0,1.0,5.0,27.0,33.0,8.0,55.0,1.0,1.0,1.0,0.0,45.0,224.0,97.0,4.0,1.0,1.0,8.0,10.0,83.0,42.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,32.0,6.0,1.0,13.0,18.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Aleksa Vukanović,28.0,1992.0,SRB,DF,Red,4.0,1.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,201.0,12.0,14.0,10.0,18.0,1.0,7.0,0.0,4.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,15.0,3.0,4.0,65.0,8.0,26.0,24.0,19.0,2.0,64.0,2.0,6.0,2.0,0.0,41.0,192.0,118.0,5.0,1.0,2.0,2.0,4.0,49.0,35.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,25.0,5.0,10.0,10.0,5.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0
Aleksandar Boljević,24.0,1995.0,MNE,FW,Standard,3.0,0.0,97.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,24.4,1.0,367.0,62.0,11.0,14.0,6.0,10.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,0.0,52.0,1.0,12.0,21.0,24.0,3.0,47.0,3.0,5.0,3.0,0.0,38.0,255.0,105.0,5.0,1.0,1.0,4.0,1.0,40.0,31.0,9.0,2.0,2.0,0.0,1.0,2.0,0.0,18.0,5.0,4.0,13.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Aleksandar Dragović,29.0,1991.0,AUT,DF,Leverkusen,8.0,7.0,612.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,22.5,0.0,12562.0,2997.0,130.0,142.0,300.0,323.0,121.0,157.0,3.0,30.0,2.0,1.0,0.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,91.0,16.0,5.0,674.0,35.0,233.0,432.0,57.0,3.0,640.0,0.0,0.0,0.0,0.0,449.0,2174.0,1384.0,41.0,9.0,0.0,2.0,0.0,509.0,499.0,4.0,5.0,2.0,3.0,1.0,3.0,6.0,48.0,21.0,18.0,21.0,9.0,18.0,3.0,0.0,15.0,6.0,14.0,1.0
Aleksandar Katai,29.0,1991.0,SRB,FW,Red,4.0,3.0,272.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,3.0,20.3,1.0,1544.0,580.0,32.0,42.0,41.0,56.0,10.0,24.0,5.0,7.0,6.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,30.0,6.0,3.0,168.0,5.0,31.0,85.0,74.0,10.0,155.0,9.0,16.0,11.0,0.0,129.0,1058.0,646.0,27.0,10.0,6.0,7.0,5.0,135.0,112.0,17.0,5.0,5.0,1.0,1.0,4.0,6.0,24.0,11.0,12.0,8.0,4.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0
Aleksandar Pešić,28.0,1992.0,SRB,FW,Maccabi,6.0,4.0,385.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,14.0,0.0,757.0,125.0,23.0,27.0,18.0,22.0,3.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,3.0,8.0,1.0,0.0,0.0,0.0,11.0,8.0,7.0,104.0,2.0,8.0,62.0,40.0,9.0,96.0,2.0,3.0,2.0,0.0,66.0,296.0,131.0,7.0,2.0,3.0,11.0,11.0,156.0,76.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,42.0,9.0,1.0,20.0,21.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0
Aleksei Ionov,31.0,1989.0,RUS,FW,Krasnodar,2.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,154.0,22.0,26.0,7.0,10.0,1.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,2.0,0.0,52.0,0.0,6.0,17.0,33.0,9.0,51.0,2.0,2.0,2.0,0.0,35.0,178.0,104.0,5.0,3.0,1.0,1.0,3.0,56.0,41.0,12.0,2.0,2.0,1.0,0.0,2.0,0.0,13.0,7.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alessio Castro-Montes,23.0,1997.0,BEL,DF,Gent,6.0,5.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.1,0.0,4163.0,1614.0,105.0,121.0,102.0,126.0,21.0,43.0,4.0,24.0,8.0,2.0,0.0,7.0,12.0,1.0,17.0,0.0,0.0,0.0,45.0,12.0,5.0,359.0,13.0,98.0,163.0,122.0,13.0,309.0,11.0,17.0,11.0,0.0,224.0,1583.0,904.0,47.0,9.0,3.0,5.0,6.0,258.0,228.0,24.0,8.0,8.0,5.0,1.0,8.0,6.0,93.0,34.0,52.0,28.0,13.0,9.0,1.0,0.0,8.0,3.0,4.0,0.0
Alessio Romagnoli,25.0,1995.0,ITA,DF,Milan,6.0,5.0,519.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,8.1,0.0,6223.0,2078.0,78.0,85.0,182.0,191.0,38.0,48.0,0.0,15.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,2.0,0.0,49.0,18.0,5.0,376.0,59.0,208.0,188.0,4.0,1.0,367.0,1.0,1.0,1.0,0.0,213.0,1186.0,595.0,9.0,0.0,0.0,0.0,0.0,274.0,266.0,0.0,5.0,6.0,2.0,0.0,2.0,0.0,45.0,11.0,26.0,19.0,0.0,12.0,9.0,0.0,3.0,6.0,22.0,0.0
