Player,Age,Born,Pos,Nation,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Anice Badri,27.0,1990.0,FW,Tunisia,3.0,2.0,225.0,0.0,3.0,2.0,20.7,0.0,0.0,0.0,77.0,86.0,1029.0,205.0,46.0,50.0,22.0,24.0,4.0,5.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,104.0,5.0,15.0,56.0,34.0,4.0,104.0,5.0,3.0,2.0,70.0,409.0,205.0,9.0,6.0,2.0,3.0,3.0,89.0,15.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,5.0,1.0,0.0,0.0
Ante Rebić,24.0,1993.0,MF,Croatia,6.0,6.0,543.0,1.0,15.0,6.0,20.6,0.0,0.0,0.0,74.0,137.0,1022.0,266.0,44.0,65.0,22.0,41.0,4.0,15.0,0.0,1.0,5.0,6.0,1.0,14.0,2.0,0.0,0.0,21.0,11.0,0.0,16.0,1.0,0.0,0.0,16.0,14.0,17.0,218.0,7.0,27.0,82.0,113.0,25.0,218.0,26.0,19.0,7.0,140.0,811.0,401.0,18.0,10.0,7.0,23.0,12.0,154.0,44.0,9.0,7.0,3.0,5.0,1.0,2.0,6.0,4.0,6.0,0.0,6.0,7.0,6.0,0.0
Antoine Griezmann,27.0,1991.0,MF,France,7.0,7.0,566.0,4.0,19.0,8.0,24.1,3.0,3.0,3.0,182.0,258.0,2784.0,586.0,95.0,121.0,54.0,69.0,18.0,41.0,2.0,10.0,9.0,3.0,0.0,9.0,0.0,0.0,0.0,6.0,11.0,2.0,21.0,1.0,0.0,0.0,26.0,5.0,7.0,316.0,6.0,40.0,124.0,160.0,23.0,313.0,12.0,8.0,3.0,179.0,926.0,436.0,12.0,9.0,2.0,8.0,8.0,221.0,37.0,10.0,8.0,3.0,5.0,2.0,1.0,12.0,11.0,4.0,0.0,4.0,1.0,3.0,0.0
Antonio Rukavina,34.0,1984.0,DF,Serbia,2.0,1.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,50.0,720.0,397.0,20.0,23.0,15.0,20.0,6.0,6.0,0.0,1.0,5.0,2.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,61.0,5.0,18.0,28.0,15.0,2.0,61.0,1.0,1.0,0.0,24.0,66.0,31.0,0.0,0.0,0.0,1.0,1.0,26.0,5.0,4.0,4.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Antonio Rüdiger,25.0,1993.0,DF,Germany,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,89.0,1731.0,493.0,27.0,28.0,46.0,47.0,12.0,13.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.0,96.0,4.0,28.0,67.0,2.0,0.0,96.0,0.0,0.0,0.0,64.0,275.0,162.0,1.0,1.0,1.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0
Aníbal Godoy,28.0,1990.0,MF,Panama,3.0,3.0,241.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,110.0,1727.0,364.0,51.0,54.0,30.0,35.0,15.0,15.0,0.0,0.0,19.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,127.0,3.0,10.0,96.0,21.0,3.0,127.0,3.0,1.0,2.0,76.0,303.0,140.0,3.0,0.0,1.0,2.0,1.0,102.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,4.0,2.0,0.0
Ari Freyr Skúlason,31.0,1987.0,MF,Iceland,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,102.0,26.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,2.0,6.0,3.0,0.0,11.0,1.0,0.0,1.0,5.0,42.0,27.0,2.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Arkadiusz Milik,24.0,1994.0,MF,Poland,1.0,1.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,188.0,50.0,5.0,9.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,26.0,0.0,4.0,12.0,10.0,2.0,26.0,0.0,0.0,0.0,16.0,49.0,25.0,1.0,0.0,0.0,1.0,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Armando Cooper,30.0,1987.0,MF,Panama,2.0,2.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,80.0,1095.0,263.0,38.0,40.0,21.0,26.0,6.0,6.0,0.0,2.0,10.0,2.0,0.0,9.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,5.0,100.0,1.0,14.0,65.0,24.0,1.0,100.0,6.0,4.0,2.0,65.0,400.0,212.0,5.0,6.0,0.0,4.0,5.0,71.0,6.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0
Arnór Ingvi Traustason,25.0,1993.0,DF,Iceland,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Gunnarsson,29.0,1989.0,MF,Iceland,3.0,3.0,251.0,0.0,2.0,1.0,13.8,0.0,0.0,0.0,63.0,92.0,1232.0,506.0,24.0,30.0,28.0,36.0,9.0,24.0,0.0,3.0,11.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,3.0,2.0,119.0,8.0,29.0,61.0,32.0,5.0,119.0,4.0,2.0,2.0,51.0,178.0,95.0,2.0,3.0,1.0,3.0,3.0,49.0,0.0,5.0,2.0,4.0,1.0,0.0,3.0,7.0,4.0,1.0,0.0,1.0,5.0,7.0,0.0
Artem Dzyuba,29.0,1988.0,FW,Russia,5.0,4.0,331.0,3.0,7.0,3.0,13.8,0.0,1.0,1.0,72.0,108.0,969.0,212.0,46.0,66.0,18.0,28.0,4.0,6.0,2.0,5.0,5.0,2.0,0.0,13.0,0.0,0.0,0.0,15.0,10.0,3.0,0.0,0.0,0.0,0.0,11.0,39.0,31.0,155.0,7.0,12.0,67.0,77.0,17.0,154.0,8.0,3.0,5.0,85.0,367.0,192.0,8.0,4.0,1.0,13.0,11.0,125.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,4.0,1.0,3.0,2.0,5.0,0.0
Artur Jędrzejczyk,30.0,1987.0,DF,Poland,1.0,1.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,54.0,716.0,312.0,23.0,25.0,16.0,22.0,4.0,6.0,0.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,60.0,2.0,8.0,43.0,10.0,1.0,60.0,0.0,0.0,0.0,27.0,142.0,58.0,1.0,1.0,0.0,0.0,0.0,34.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
Ashley Young,32.0,1985.0,FW,England,5.0,5.0,461.0,0.0,2.0,1.0,23.3,2.0,0.0,0.0,207.0,255.0,3435.0,950.0,107.0,115.0,68.0,87.0,23.0,39.0,1.0,5.0,12.0,4.0,1.0,13.0,0.0,0.0,0.0,4.0,3.0,0.0,17.0,0.0,0.0,0.0,16.0,1.0,4.0,280.0,6.0,55.0,159.0,69.0,0.0,280.0,3.0,2.0,1.0,155.0,687.0,371.0,7.0,4.0,0.0,2.0,7.0,161.0,16.0,4.0,3.0,3.0,1.0,0.0,1.0,6.0,5.0,5.0,0.0,5.0,6.0,5.0,0.0
Axel Witsel,29.0,1989.0,MF,Belgium,6.0,6.0,539.0,0.0,6.0,1.0,25.2,0.0,0.0,0.0,316.0,335.0,4755.0,1010.0,173.0,181.0,121.0,127.0,13.0,17.0,0.0,1.0,26.0,1.0,1.0,20.0,1.0,0.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,31.0,6.0,10.0,381.0,11.0,70.0,269.0,46.0,2.0,381.0,6.0,6.0,0.0,250.0,1253.0,510.0,2.0,6.0,1.0,5.0,2.0,283.0,7.0,11.0,6.0,5.0,4.0,2.0,4.0,9.0,5.0,9.0,3.0,6.0,6.0,4.0,0.0
Ayoub El Kaabi,24.0,1993.0,FW,Morocco,2.0,1.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,63.0,6.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,19.0,1.0,1.0,5.0,13.0,6.0,19.0,2.0,0.0,2.0,7.0,42.0,9.0,0.0,0.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aziz Behich,27.0,1990.0,DF,Australia,3.0,3.0,270.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,153.0,185.0,2326.0,537.0,84.0,87.0,59.0,68.0,7.0,22.0,0.0,3.0,7.0,2.0,2.0,9.0,1.0,0.0,0.0,4.0,1.0,0.0,8.0,0.0,0.0,1.0,16.0,0.0,2.0,211.0,5.0,48.0,119.0,47.0,5.0,211.0,7.0,3.0,4.0,131.0,626.0,345.0,8.0,5.0,1.0,3.0,3.0,149.0,17.0,4.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0
Aziz Bouhaddouz,31.0,1987.0,FW,Morocco,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,21.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Badou Ndiaye,27.0,1990.0,MF,Senegal,1.0,1.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,346.0,111.0,8.0,8.0,4.0,8.0,4.0,4.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,27.0,0.0,4.0,11.0,12.0,1.0,27.0,1.0,1.0,0.0,13.0,53.0,20.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
Bartosz Bereszyński,25.0,1992.0,DF,Poland,3.0,2.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,81.0,1055.0,458.0,31.0,34.0,31.0,36.0,1.0,4.0,0.0,2.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,12.0,5.0,4.0,96.0,0.0,21.0,45.0,30.0,2.0,96.0,3.0,2.0,1.0,40.0,147.0,63.0,1.0,0.0,1.0,0.0,4.0,51.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,3.0,0.0
Bassem Srarfi,20.0,1997.0,FW,Tunisia,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,24.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Mendy,23.0,1994.0,DF,France,1.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,357.0,141.0,18.0,18.0,6.0,10.0,1.0,5.0,0.0,1.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,41.0,1.0,7.0,17.0,17.0,0.0,41.0,0.0,0.0,0.0,27.0,122.0,86.0,2.0,1.0,0.0,2.0,0.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Benjamin Pavard,22.0,1996.0,DF,France,6.0,6.0,540.0,1.0,4.0,2.0,23.3,0.0,0.0,0.0,261.0,325.0,3759.0,1568.0,158.0,175.0,75.0,96.0,15.0,33.0,0.0,2.0,16.0,5.0,3.0,33.0,1.0,0.0,0.0,9.0,5.0,0.0,10.0,0.0,0.0,0.0,29.0,8.0,6.0,386.0,27.0,115.0,192.0,82.0,3.0,386.0,5.0,1.0,4.0,207.0,788.0,459.0,8.0,7.0,0.0,4.0,1.0,235.0,22.0,12.0,10.0,10.0,1.0,1.0,7.0,13.0,6.0,5.0,2.0,3.0,7.0,26.0,0.0
Bernardo Silva,23.0,1994.0,MF,Portugal,4.0,3.0,238.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,109.0,138.0,1651.0,382.0,54.0,64.0,38.0,46.0,8.0,12.0,0.0,4.0,9.0,4.0,0.0,13.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,14.0,1.0,3.0,169.0,1.0,16.0,74.0,79.0,9.0,169.0,9.0,7.0,2.0,104.0,833.0,434.0,15.0,15.0,1.0,10.0,3.0,116.0,18.0,8.0,6.0,4.0,4.0,0.0,2.0,5.0,3.0,5.0,0.0,5.0,1.0,1.0,0.0
Birkir Bjarnason,30.0,1988.0,MF,Iceland,3.0,3.0,269.0,0.0,7.0,1.0,13.9,0.0,0.0,0.0,48.0,70.0,789.0,259.0,22.0,32.0,20.0,24.0,4.0,11.0,0.0,2.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,11.0,4.0,3.0,97.0,3.0,21.0,41.0,35.0,8.0,97.0,2.0,1.0,1.0,63.0,359.0,159.0,4.0,6.0,0.0,5.0,2.0,60.0,16.0,5.0,3.0,2.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,1.0,0.0
Birkir Már Sævarsson,33.0,1984.0,DF,Iceland,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,81.0,1133.0,588.0,24.0,25.0,24.0,36.0,9.0,19.0,0.0,0.0,9.0,1.0,0.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,6.0,3.0,2.0,111.0,14.0,42.0,49.0,20.0,1.0,111.0,3.0,0.0,3.0,55.0,290.0,109.0,5.0,8.0,0.0,0.0,0.0,50.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,9.0,13.0,0.0
Björn Sigurðarson,27.0,1991.0,FW,Iceland,3.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,107.0,24.0,8.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,16.0,0.0,1.0,8.0,7.0,0.0,16.0,0.0,0.0,0.0,10.0,33.0,6.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaise Matuidi,31.0,1987.0,FW,France,5.0,4.0,334.0,0.0,5.0,1.0,22.2,0.0,0.0,0.0,94.0,119.0,1086.0,395.0,68.0,75.0,17.0,24.0,1.0,5.0,0.0,3.0,9.0,1.0,0.0,7.0,2.0,0.0,0.0,11.0,5.0,0.0,6.0,0.0,0.0,0.0,19.0,6.0,10.0,160.0,3.0,37.0,85.0,38.0,7.0,160.0,3.0,0.0,3.0,92.0,308.0,99.0,1.0,1.0,1.0,3.0,4.0,103.0,21.0,14.0,10.0,6.0,6.0,2.0,3.0,7.0,4.0,4.0,0.0,4.0,8.0,2.0,0.0
Blas Pérez,37.0,1981.0,FW,Panama,2.0,2.0,162.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,42.0,364.0,1.0,10.0,21.0,9.0,14.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,16.0,49.0,3.0,3.0,28.0,18.0,2.0,49.0,1.0,1.0,0.0,17.0,96.0,25.0,1.0,1.0,0.0,1.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
Blerim Džemaili,32.0,1986.0,MF,Switzerland,4.0,4.0,324.0,1.0,8.0,3.0,15.8,0.0,0.0,0.0,77.0,96.0,1029.0,269.0,41.0,49.0,27.0,34.0,3.0,4.0,0.0,3.0,9.0,2.0,0.0,16.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,9.0,137.0,2.0,18.0,62.0,58.0,11.0,137.0,5.0,3.0,2.0,101.0,443.0,247.0,7.0,9.0,0.0,10.0,4.0,106.0,16.0,9.0,6.0,4.0,3.0,2.0,3.0,9.0,6.0,3.0,1.0,2.0,2.0,1.0,0.0
Branislav Ivanović,34.0,1984.0,DF,Serbia,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,98.0,1411.0,754.0,26.0,32.0,33.0,41.0,11.0,20.0,0.0,4.0,9.0,4.0,4.0,10.0,1.0,0.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,12.0,5.0,4.0,118.0,7.0,35.0,64.0,20.0,3.0,118.0,3.0,3.0,0.0,39.0,175.0,111.0,2.0,2.0,1.0,0.0,0.0,56.0,9.0,6.0,5.0,6.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,10.0,0.0
Breel Embolo,21.0,1997.0,FW,Switzerland,4.0,1.0,137.0,0.0,5.0,2.0,13.6,0.0,0.0,0.0,30.0,42.0,429.0,83.0,15.0,16.0,14.0,18.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,9.0,66.0,2.0,9.0,23.0,34.0,10.0,66.0,8.0,5.0,3.0,47.0,229.0,86.0,1.0,5.0,1.0,4.0,5.0,50.0,21.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0
Brian Idowu,26.0,1992.0,DF,Nigeria,3.0,3.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,98.0,1101.0,572.0,41.0,48.0,24.0,36.0,3.0,6.0,0.0,1.0,6.0,2.0,1.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,5.0,3.0,121.0,5.0,43.0,59.0,19.0,1.0,121.0,1.0,0.0,1.0,45.0,209.0,126.0,3.0,2.0,0.0,1.0,1.0,61.0,6.0,7.0,3.0,5.0,2.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,6.0,7.0,0.0
Bruno Fernandes,23.0,1994.0,MF,Portugal,2.0,1.0,88.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,328.0,58.0,17.0,18.0,6.0,11.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,2.0,46.0,2.0,8.0,13.0,25.0,0.0,46.0,0.0,0.0,0.0,27.0,123.0,36.0,1.0,1.0,0.0,1.0,5.0,35.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0
Bryan Oviedo,28.0,1990.0,DF,Costa,2.0,2.0,180.0,0.0,3.0,1.0,24.9,0.0,0.0,0.0,52.0,65.0,787.0,393.0,33.0,36.0,14.0,16.0,4.0,10.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,2.0,1.0,86.0,8.0,32.0,29.0,25.0,2.0,86.0,0.0,0.0,0.0,43.0,176.0,85.0,1.0,1.0,0.0,0.0,1.0,41.0,3.0,6.0,4.0,3.0,2.0,1.0,1.0,6.0,5.0,2.0,0.0,2.0,3.0,5.0,1.0
Bryan Ruiz,32.0,1985.0,MF,Costa,3.0,3.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,130.0,1528.0,420.0,63.0,71.0,24.0,34.0,11.0,17.0,0.0,2.0,8.0,1.0,0.0,10.0,0.0,0.0,0.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,25.0,5.0,5.0,157.0,4.0,27.0,96.0,37.0,5.0,156.0,11.0,7.0,4.0,127.0,612.0,264.0,3.0,5.0,0.0,4.0,12.0,119.0,14.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,9.0,2.0,0.0,2.0,3.0,2.0,1.0
Carlos Bacca,31.0,1986.0,FW,Colombia,3.0,0.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,283.0,74.0,12.0,15.0,9.0,10.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,8.0,35.0,0.0,1.0,15.0,20.0,4.0,35.0,0.0,0.0,0.0,22.0,68.0,43.0,2.0,2.0,0.0,3.0,2.0,28.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Salcedo,24.0,1993.0,DF,Mexico,4.0,4.0,360.0,0.0,5.0,1.0,18.0,0.0,0.0,0.0,198.0,235.0,4265.0,1473.0,52.0,54.0,113.0,121.0,31.0,52.0,0.0,0.0,8.0,0.0,0.0,13.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,9.0,9.0,282.0,34.0,127.0,145.0,11.0,5.0,282.0,1.0,1.0,0.0,166.0,961.0,589.0,1.0,1.0,0.0,2.0,0.0,186.0,1.0,4.0,3.0,4.0,0.0,0.0,3.0,5.0,2.0,13.0,11.0,2.0,4.0,18.0,0.0
Carlos Sánchez,32.0,1986.0,MF,Colombia,3.0,3.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,80.0,1345.0,441.0,23.0,27.0,34.0,36.0,10.0,15.0,0.0,0.0,7.0,0.0,0.0,8.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,2.0,1.0,88.0,4.0,26.0,58.0,4.0,0.0,88.0,0.0,0.0,0.0,52.0,182.0,69.0,0.0,0.0,0.0,1.0,2.0,54.0,1.0,4.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Carlos Sánchez,33.0,1984.0,MF,Uruguay,3.0,1.0,124.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,73.0,910.0,358.0,24.0,33.0,16.0,23.0,8.0,13.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,0.0,0.0,0.0,11.0,1.0,1.0,86.0,2.0,16.0,37.0,34.0,3.0,86.0,0.0,0.0,0.0,47.0,224.0,127.0,3.0,2.0,1.0,1.0,2.0,55.0,10.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0
Carlos Vela,29.0,1989.0,MF,Mexico,4.0,4.0,313.0,1.0,9.0,1.0,22.0,1.0,1.0,1.0,104.0,131.0,1725.0,324.0,57.0,65.0,35.0,40.0,9.0,17.0,0.0,12.0,6.0,7.0,2.0,16.0,0.0,0.0,0.0,3.0,10.0,1.0,9.0,0.0,0.0,0.0,19.0,3.0,5.0,161.0,0.0,12.0,61.0,98.0,13.0,160.0,15.0,10.0,5.0,112.0,920.0,575.0,17.0,17.0,5.0,3.0,7.0,115.0,23.0,3.0,3.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
Casemiro,26.0,1992.0,MF,Brazil,4.0,4.0,329.0,0.0,4.0,2.0,26.7,0.0,0.0,0.0,229.0,269.0,3726.0,1281.0,119.0,131.0,81.0,98.0,20.0,22.0,0.0,4.0,31.0,3.0,1.0,27.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,31.0,10.0,11.0,311.0,16.0,78.0,200.0,35.0,3.0,311.0,7.0,6.0,1.0,185.0,714.0,383.0,4.0,3.0,0.0,2.0,1.0,202.0,6.0,17.0,10.0,12.0,5.0,0.0,5.0,12.0,7.0,7.0,1.0,6.0,6.0,12.0,0.0
