Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Brenden Aaronson,MF,United,21.0,2000.0,4.0,0.0,108.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,50.0,566.0,125.0,24.0,27.0,14.0,15.0,0.0,2.0,0.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,80.0,1.0,9.0,41.0,31.0,8.0,80.0,11.0,2.0,5.0,49.0,258.0,126.0,2.0,2.0,0.0,8.0,4.0,54.0,6.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0
Ali Abdi,DF,Tunisia,28.0,1993.0,3.0,2.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,116.0,1451.0,630.0,25.0,31.0,38.0,57.0,9.0,22.0,0.0,1.0,4.0,2.0,0.0,7.0,1.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,17.0,9.0,5.0,154.0,16.0,66.0,61.0,27.0,3.0,154.0,2.0,1.0,1.0,50.0,214.0,71.0,1.0,0.0,1.0,5.0,4.0,67.0,17.0,8.0,5.0,5.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,4.0,13.0,1.0
Salis Abdul Samed,MF,Ghana,22.0,2000.0,3.0,3.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,129.0,145.0,2046.0,466.0,70.0,70.0,49.0,54.0,9.0,15.0,0.0,1.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,3.0,170.0,15.0,64.0,82.0,25.0,0.0,170.0,4.0,3.0,0.0,106.0,689.0,313.0,3.0,1.0,0.0,4.0,2.0,121.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,8.0,0.0
Saud Abdulhamid,DF,Saudi,22.0,1999.0,3.0,3.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,122.0,1395.0,541.0,40.0,46.0,38.0,54.0,6.0,11.0,0.0,2.0,9.0,4.0,1.0,15.0,1.0,0.0,0.0,7.0,5.0,0.0,9.0,0.0,1.0,0.0,14.0,4.0,6.0,154.0,11.0,37.0,61.0,57.0,5.0,154.0,4.0,2.0,1.0,71.0,416.0,266.0,6.0,5.0,1.0,4.0,1.0,75.0,17.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,2.0,6.0,0.0
Nawaf Al Abed,MF,Saudi,32.0,1990.0,2.0,0.0,88.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,33.0,39.0,458.0,60.0,23.0,24.0,7.0,10.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,51.0,0.0,1.0,23.0,28.0,4.0,51.0,2.0,1.0,1.0,36.0,279.0,85.0,4.0,3.0,1.0,6.0,5.0,42.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pape Abou Cissé,DF,Senegal,26.0,1995.0,3.0,1.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,37.0,666.0,282.0,8.0,9.0,14.0,16.0,6.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,49.0,10.0,35.0,12.0,2.0,2.0,49.0,1.0,1.0,0.0,32.0,146.0,71.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,0.0
Vincent Aboubakar,FW,Cameroon,30.0,1992.0,3.0,1.0,142.0,2.0,6.0,3.0,17.8,0.0,0.0,0.0,20.0,31.0,343.0,53.0,9.0,13.0,7.0,13.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,48.0,5.0,7.0,19.0,22.0,7.0,48.0,7.0,5.0,2.0,30.0,182.0,79.0,4.0,2.0,3.0,3.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Abdulrahman Al-Aboud,MF,Saudi,27.0,1995.0,2.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,79.0,19.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,0.0,3.0,5.0,15.0,2.0,23.0,3.0,0.0,2.0,14.0,46.0,13.0,0.0,0.0,0.0,2.0,0.0,13.0,4.0,3.0,3.0,2.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Zakaria Aboukhlal,FW,Morocco,22.0,2000.0,4.0,0.0,79.0,1.0,3.0,2.0,14.9,0.0,0.0,0.0,7.0,14.0,88.0,22.0,5.0,8.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,26.0,2.0,3.0,10.0,13.0,4.0,26.0,1.0,0.0,1.0,14.0,97.0,49.0,1.0,2.0,0.0,3.0,0.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0
Kellyn Acosta,MF,United,26.0,1995.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,165.0,29.0,3.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,16.0,0.0,3.0,8.0,5.0,0.0,16.0,0.0,0.0,0.0,9.0,41.0,31.0,1.0,2.0,0.0,0.0,0.0,10.0,2.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcos Acuña,DF,Argentina,30.0,1991.0,6.0,4.0,373.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,167.0,217.0,2683.0,679.0,97.0,113.0,60.0,73.0,9.0,21.0,0.0,5.0,9.0,2.0,0.0,13.0,3.0,0.0,0.0,9.0,9.0,0.0,17.0,1.0,0.0,0.0,16.0,5.0,7.0,271.0,5.0,71.0,102.0,101.0,10.0,271.0,8.0,2.0,4.0,159.0,694.0,308.0,5.0,6.0,1.0,7.0,4.0,163.0,26.0,12.0,8.0,9.0,2.0,1.0,6.0,7.0,1.0,8.0,1.0,7.0,2.0,9.0,0.0
Tyler Adams,MF,United,23.0,1999.0,4.0,4.0,360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,241.0,271.0,4348.0,1095.0,111.0,121.0,103.0,110.0,24.0,27.0,0.0,2.0,23.0,3.0,0.0,26.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,33.0,5.0,2.0,308.0,8.0,67.0,206.0,36.0,0.0,308.0,1.0,1.0,0.0,169.0,769.0,337.0,6.0,0.0,0.0,4.0,3.0,193.0,0.0,11.0,9.0,7.0,4.0,0.0,3.0,7.0,4.0,6.0,0.0,6.0,4.0,6.0,0.0
Sam Adekugbe,DF,Canada,27.0,1995.0,3.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,71.0,1003.0,311.0,31.0,33.0,27.0,28.0,4.0,7.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,77.0,2.0,9.0,48.0,20.0,0.0,77.0,1.0,1.0,0.0,45.0,205.0,127.0,2.0,2.0,0.0,1.0,0.0,59.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Michel Aebischer,MF,Switzerland,25.0,1997.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,23.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Akram Afif,FW,Qatar,25.0,1996.0,3.0,3.0,270.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,139.0,165.0,2502.0,645.0,45.0,50.0,60.0,66.0,21.0,28.0,0.0,5.0,10.0,4.0,1.0,12.0,1.0,0.0,0.0,2.0,6.0,1.0,13.0,0.0,0.0,0.0,14.0,1.0,1.0,182.0,1.0,11.0,122.0,50.0,2.0,182.0,7.0,3.0,3.0,132.0,731.0,294.0,7.0,9.0,2.0,5.0,5.0,143.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nayef Aguerd,DF,Morocco,26.0,1996.0,4.0,4.0,353.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,137.0,158.0,2659.0,996.0,53.0,57.0,64.0,68.0,20.0,31.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,18.0,5.0,2.0,184.0,41.0,131.0,53.0,1.0,1.0,184.0,0.0,0.0,0.0,123.0,559.0,265.0,0.0,0.0,0.0,1.0,0.0,118.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,4.0,12.0,0.0
Brandon Aguilera,MF,Costa,18.0,2003.0,3.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,38.0,398.0,134.0,12.0,16.0,13.0,13.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,1.0,44.0,1.0,17.0,25.0,3.0,0.0,44.0,3.0,2.0,0.0,31.0,147.0,67.0,1.0,1.0,0.0,1.0,3.0,31.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0
Homam Ahmed,DF,Qatar,22.0,1999.0,3.0,3.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,105.0,1196.0,182.0,45.0,52.0,24.0,31.0,5.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,8.0,0.0,5.0,0.0,0.0,0.0,14.0,5.0,2.0,118.0,3.0,27.0,58.0,34.0,1.0,118.0,5.0,3.0,2.0,60.0,297.0,133.0,4.0,3.0,0.0,4.0,2.0,69.0,11.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
Manuel Akanji,DF,Switzerland,26.0,1995.0,4.0,4.0,360.0,1.0,4.0,1.0,12.3,1.0,0.0,0.0,229.0,259.0,4725.0,1829.0,71.0,78.0,124.0,134.0,32.0,42.0,0.0,1.0,15.0,0.0,0.0,15.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,9.0,2.0,290.0,41.0,143.0,137.0,11.0,6.0,290.0,0.0,0.0,0.0,185.0,1319.0,898.0,4.0,0.0,0.0,0.0,1.0,215.0,1.0,4.0,2.0,2.0,0.0,2.0,3.0,4.0,1.0,4.0,3.0,1.0,3.0,12.0,0.0
Nathan Aké,DF,Netherlands,27.0,1995.0,5.0,5.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,349.0,5204.0,1703.0,154.0,165.0,138.0,144.0,20.0,33.0,0.0,0.0,29.0,1.0,0.0,26.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,21.0,10.0,12.0,393.0,29.0,167.0,211.0,16.0,1.0,393.0,2.0,0.0,0.0,250.0,1611.0,1082.0,12.0,6.0,0.0,1.0,0.0,288.0,3.0,6.0,3.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,1.0,8.0,20.0,0.0
Ahmed Alaaeldin,FW,Qatar,29.0,1993.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordi Alba,DF,Spain,33.0,1989.0,4.0,3.0,264.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,328.0,372.0,5403.0,1384.0,160.0,174.0,144.0,157.0,20.0,28.0,2.0,5.0,33.0,7.0,2.0,31.0,0.0,0.0,0.0,4.0,3.0,1.0,14.0,1.0,0.0,0.0,20.0,0.0,2.0,395.0,4.0,63.0,224.0,110.0,1.0,395.0,3.0,2.0,1.0,218.0,617.0,361.0,4.0,4.0,0.0,4.0,0.0,305.0,30.0,6.0,4.0,2.0,4.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,3.0,2.0,0.0
Toby Alderweireld,DF,Belgium,33.0,1989.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,273.0,5259.0,1904.0,58.0,60.0,166.0,172.0,24.0,39.0,1.0,1.0,17.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,2.0,302.0,40.0,171.0,127.0,8.0,1.0,302.0,0.0,0.0,0.0,213.0,735.0,404.0,1.0,1.0,0.0,2.0,0.0,243.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,0.0,19.0,0.0
Trent Alexander-Arnold,DF,England,23.0,1998.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,361.0,167.0,8.0,8.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,10.0,12.0,2.0,0.0,24.0,0.0,0.0,0.0,16.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Almoez Ali,FW,Qatar,25.0,1996.0,3.0,3.0,224.0,0.0,3.0,1.0,16.4,0.0,0.0,0.0,33.0,45.0,493.0,32.0,17.0,21.0,10.0,15.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,2.0,9.0,66.0,1.0,5.0,41.0,20.0,6.0,66.0,3.0,0.0,2.0,41.0,216.0,31.0,2.0,0.0,0.0,6.0,3.0,47.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
Joe Allen,MF,Wales,32.0,1990.0,2.0,1.0,94.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,36.0,465.0,78.0,16.0,18.0,13.0,16.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,53.0,4.0,17.0,29.0,7.0,0.0,53.0,0.0,0.0,0.0,19.0,57.0,8.0,0.0,0.0,0.0,5.0,0.0,27.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0
Thiago Almada,MF,Argentina,21.0,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,207.0,26.0,5.0,5.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,7.0,0.0,15.0,0.0,0.0,0.0,15.0,57.0,13.0,1.0,1.0,0.0,2.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Alvarado,FW,Mexico,23.0,1998.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,50.0,5.0,4.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,5.0,7.0,0.0,12.0,1.0,0.0,1.0,9.0,56.0,34.0,2.0,1.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edson Álvarez,MF,Mexico,24.0,1997.0,2.0,2.0,175.0,0.0,1.0,1.0,33.1,0.0,0.0,0.0,86.0,114.0,1297.0,375.0,48.0,55.0,32.0,42.0,4.0,13.0,0.0,1.0,3.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0,5.0,131.0,1.0,32.0,87.0,13.0,0.0,131.0,1.0,1.0,0.0,74.0,502.0,257.0,5.0,3.0,0.0,1.0,2.0,72.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,2.0,0.0
Julián Álvarez,FW,Argentina,22.0,2000.0,7.0,5.0,464.0,4.0,11.0,8.0,12.2,0.0,0.0,0.0,93.0,121.0,1169.0,132.0,61.0,72.0,18.0,25.0,5.0,6.0,0.0,2.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,13.0,2.0,5.0,3.0,1.0,0.0,0.0,21.0,2.0,9.0,176.0,1.0,20.0,64.0,94.0,21.0,176.0,4.0,0.0,3.0,107.0,497.0,259.0,13.0,5.0,8.0,11.0,7.0,120.0,22.0,4.0,2.0,3.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,8.0,0.0,3.0,0.0
Kevin Álvarez,DF,Mexico,23.0,1999.0,2.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.0,262.0,76.0,11.0,15.0,8.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,38.0,1.0,10.0,12.0,16.0,2.0,38.0,3.0,1.0,2.0,20.0,85.0,40.0,1.0,1.0,1.0,0.0,1.0,16.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0
Dani Alves,DF,Brazil,39.0,1983.0,2.0,1.0,118.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,83.0,97.0,1128.0,429.0,55.0,58.0,20.0,27.0,4.0,8.0,0.0,0.0,7.0,3.0,1.0,7.0,0.0,0.0,0.0,5.0,2.0,0.0,6.0,0.0,0.0,0.0,9.0,1.0,1.0,113.0,4.0,22.0,60.0,33.0,1.0,113.0,2.0,1.0,0.0,57.0,212.0,112.0,0.0,1.0,0.0,1.0,2.0,70.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0
Selim Amallah,MF,Morocco,25.0,1996.0,7.0,4.0,409.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,65.0,87.0,840.0,176.0,42.0,48.0,17.0,23.0,3.0,9.0,0.0,3.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,11.0,8.0,0.0,2.0,0.0,0.0,0.0,12.0,2.0,9.0,147.0,5.0,30.0,88.0,29.0,5.0,147.0,7.0,1.0,2.0,81.0,381.0,138.0,3.0,4.0,1.0,15.0,5.0,81.0,7.0,13.0,9.0,4.0,6.0,3.0,6.0,11.0,5.0,6.0,1.0,5.0,8.0,3.0,0.0
Daniel Amartey,DF,Ghana,27.0,1994.0,3.0,3.0,251.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,128.0,141.0,2555.0,1088.0,47.0,48.0,57.0,62.0,22.0,26.0,0.0,3.0,10.0,0.0,0.0,9.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,4.0,172.0,25.0,102.0,67.0,5.0,1.0,172.0,1.0,1.0,0.0,99.0,402.0,239.0,0.0,1.0,0.0,0.0,1.0,119.0,1.0,6.0,4.0,5.0,1.0,0.0,2.0,2.0,0.0,4.0,3.0,1.0,3.0,12.0,0.0
Ethan Ampadu,MF,Wales,21.0,2000.0,3.0,3.0,255.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,144.0,2056.0,679.0,42.0,53.0,51.0,59.0,14.0,22.0,0.0,2.0,16.0,1.0,0.0,17.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,16.0,3.0,5.0,178.0,12.0,48.0,108.0,23.0,0.0,178.0,3.0,2.0,1.0,78.0,507.0,298.0,4.0,2.0,0.0,0.0,3.0,103.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,9.0,4.0,5.0,4.0,10.0,0.0
Sofyan Amrabat,MF,Morocco,25.0,1996.0,7.0,7.0,660.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,269.0,322.0,4620.0,1365.0,114.0,129.0,123.0,136.0,24.0,36.0,0.0,2.0,10.0,1.0,0.0,28.0,1.0,0.0,0.0,14.0,6.0,1.0,2.0,0.0,0.0,0.0,57.0,2.0,3.0,382.0,23.0,143.0,224.0,18.0,0.0,382.0,5.0,0.0,2.0,249.0,1453.0,780.0,9.0,2.0,0.0,9.0,3.0,241.0,0.0,16.0,10.0,15.0,1.0,0.0,9.0,14.0,5.0,2.0,1.0,1.0,6.0,10.0,0.0
Abdulelah Al-Amri,DF,Saudi,25.0,1997.0,3.0,2.0,182.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,104.0,1677.0,951.0,26.0,35.0,26.0,33.0,22.0,34.0,0.0,0.0,13.0,1.0,0.0,13.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,4.0,130.0,12.0,59.0,65.0,7.0,2.0,130.0,0.0,0.0,0.0,71.0,507.0,354.0,3.0,0.0,0.0,1.0,0.0,63.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,10.0,0.0
Joachim Andersen,DF,Denmark,26.0,1996.0,3.0,3.0,270.0,0.0,4.0,1.0,18.1,0.0,0.0,0.0,198.0,250.0,4353.0,1456.0,50.0,65.0,115.0,125.0,29.0,51.0,1.0,1.0,30.0,1.0,0.0,24.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,15.0,10.0,8.0,279.0,20.0,99.0,164.0,17.0,4.0,279.0,1.0,0.0,1.0,196.0,995.0,654.0,7.0,2.0,0.0,1.0,1.0,197.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,12.0,0.0
Karim Ansarifard,FW,IR,32.0,1990.0,2.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,48.0,10.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,5.0,5.0,2.0,11.0,0.0,0.0,0.0,7.0,67.0,20.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Antony,FW,Brazil,22.0,2000.0,4.0,1.0,172.0,0.0,6.0,2.0,22.2,0.0,0.0,0.0,86.0,109.0,1109.0,224.0,56.0,62.0,19.0,26.0,4.0,10.0,0.0,3.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,10.0,0.0,0.0,0.0,12.0,1.0,2.0,148.0,0.0,14.0,53.0,85.0,8.0,148.0,16.0,4.0,9.0,93.0,589.0,266.0,8.0,11.0,2.0,6.0,6.0,113.0,20.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0
Uriel Antuna,FW,Mexico,24.0,1997.0,3.0,0.0,77.0,0.0,2.0,1.0,16.2,0.0,0.0,0.0,12.0,20.0,169.0,43.0,8.0,10.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,33.0,0.0,2.0,14.0,18.0,1.0,33.0,1.0,0.0,0.0,23.0,111.0,46.0,3.0,1.0,0.0,6.0,0.0,25.0,14.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Néstor Araujo,DF,Mexico,30.0,1991.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,53.0,757.0,210.0,18.0,19.0,22.0,24.0,4.0,8.0,0.0,0.0,5.0,2.0,2.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,60.0,1.0,14.0,40.0,6.0,0.0,60.0,0.0,0.0,0.0,41.0,169.0,84.0,4.0,1.0,0.0,0.0,1.0,37.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
