Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Filip Kostić,DF,Serbia,29.0,1992.0,2.0,2.0,179.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,113.0,1170.0,416.0,28.0,34.0,30.0,46.0,7.0,19.0,0.0,1.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,3.0,1.0,2.0,16.0,0.0,0.0,0.0,12.0,0.0,0.0,129.0,2.0,18.0,56.0,56.0,11.0,129.0,1.0,0.0,0.0,62.0,417.0,260.0,10.0,6.0,4.0,3.0,1.0,72.0,21.0,6.0,3.0,2.0,1.0,3.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0
Kalidou Koulibaly,DF,Senegal,30.0,1991.0,4.0,4.0,360.0,1.0,2.0,1.0,7.9,0.0,0.0,0.0,156.0,205.0,3196.0,1327.0,49.0,52.0,80.0,88.0,23.0,55.0,0.0,1.0,12.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,5.0,261.0,48.0,152.0,108.0,6.0,3.0,261.0,0.0,0.0,0.0,156.0,868.0,426.0,0.0,2.0,0.0,1.0,1.0,139.0,0.0,12.0,9.0,10.0,2.0,0.0,7.0,11.0,4.0,4.0,1.0,3.0,2.0,30.0,0.0
Jules Koundé,DF,France,23.0,1998.0,6.0,5.0,480.0,0.0,4.0,1.0,19.9,0.0,0.0,0.0,252.0,311.0,4131.0,1297.0,128.0,137.0,98.0,121.0,22.0,29.0,0.0,1.0,25.0,0.0,0.0,20.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,25.0,5.0,8.0,352.0,17.0,124.0,176.0,54.0,2.0,352.0,4.0,3.0,0.0,171.0,689.0,390.0,7.0,1.0,1.0,3.0,2.0,216.0,3.0,11.0,8.0,9.0,1.0,1.0,7.0,12.0,5.0,7.0,4.0,3.0,5.0,8.0,0.0
Cheikhou Kouyaté,MF,Senegal,32.0,1989.0,1.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,269.0,46.0,12.0,14.0,3.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,35.0,5.0,11.0,16.0,8.0,0.0,35.0,1.0,1.0,0.0,21.0,60.0,19.0,0.0,1.0,0.0,1.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,0.0
Mateo Kovačić,MF,Croatia,28.0,1994.0,7.0,7.0,635.0,0.0,3.0,1.0,17.0,0.0,0.0,0.0,415.0,460.0,6213.0,1384.0,236.0,250.0,144.0,156.0,21.0,31.0,0.0,9.0,47.0,7.0,0.0,52.0,2.0,0.0,0.0,3.0,11.0,0.0,3.0,0.0,0.0,0.0,46.0,4.0,2.0,524.0,5.0,81.0,347.0,106.0,13.0,524.0,20.0,11.0,7.0,365.0,2174.0,1104.0,24.0,16.0,3.0,10.0,7.0,403.0,23.0,24.0,17.0,10.0,11.0,3.0,4.0,11.0,7.0,4.0,1.0,3.0,4.0,5.0,0.0
Andrej Kramarić,FW,Croatia,30.0,1991.0,7.0,7.0,474.0,2.0,10.0,4.0,15.1,0.0,0.0,0.0,153.0,176.0,2049.0,233.0,104.0,111.0,35.0,38.0,7.0,12.0,0.0,4.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,18.0,0.0,4.0,215.0,0.0,12.0,93.0,114.0,16.0,215.0,8.0,4.0,3.0,153.0,828.0,325.0,10.0,9.0,2.0,7.0,6.0,180.0,44.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0
Grzegorz Krychowiak,MF,Poland,32.0,1990.0,4.0,4.0,332.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,127.0,1385.0,575.0,58.0,65.0,22.0,31.0,8.0,20.0,0.0,3.0,8.0,1.0,0.0,10.0,1.0,0.0,0.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,23.0,4.0,3.0,164.0,9.0,36.0,107.0,22.0,4.0,164.0,3.0,1.0,1.0,78.0,292.0,125.0,1.0,2.0,0.0,7.0,0.0,91.0,2.0,9.0,4.0,2.0,5.0,2.0,1.0,7.0,6.0,5.0,3.0,2.0,5.0,4.0,0.0
Takefusa Kubo,FW,Japan,21.0,2001.0,2.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,87.0,23.0,4.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,22.0,1.0,4.0,10.0,9.0,4.0,22.0,0.0,0.0,0.0,14.0,106.0,32.0,1.0,0.0,1.0,5.0,1.0,13.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
Pierre Kunde,MF,Cameroon,26.0,1995.0,2.0,2.0,131.0,0.0,5.0,2.0,22.1,0.0,0.0,0.0,38.0,49.0,751.0,264.0,17.0,20.0,12.0,14.0,7.0,11.0,0.0,1.0,8.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,13.0,1.0,0.0,71.0,6.0,19.0,44.0,11.0,3.0,71.0,1.0,0.0,0.0,33.0,222.0,106.0,2.0,1.0,2.0,2.0,3.0,34.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0
Garang Kuol,FW,Australia,17.0,2004.0,2.0,0.0,37.0,0.0,1.0,1.0,9.6,0.0,0.0,0.0,3.0,5.0,33.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,1.0,4.0,5.0,2.0,10.0,2.0,0.0,1.0,7.0,64.0,34.0,1.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Daniel Kyereh,MF,Ghana,26.0,1996.0,3.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,257.0,43.0,10.0,10.0,7.0,7.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,31.0,3.0,9.0,10.0,12.0,0.0,31.0,2.0,2.0,0.0,16.0,102.0,41.0,1.0,2.0,0.0,1.0,2.0,18.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Kwon Kyung-won,DF,Korea,30.0,1992.0,2.0,1.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,43.0,707.0,216.0,18.0,18.0,16.0,19.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,54.0,11.0,31.0,21.0,2.0,0.0,54.0,0.0,0.0,0.0,37.0,141.0,68.0,1.0,2.0,1.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,0.0
Aïssa Laïdouni,MF,Tunisia,25.0,1996.0,3.0,3.0,243.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,99.0,123.0,1677.0,476.0,50.0,60.0,42.0,48.0,7.0,12.0,1.0,4.0,16.0,0.0,0.0,18.0,1.0,0.0,0.0,3.0,6.0,0.0,3.0,0.0,0.0,0.0,25.0,3.0,1.0,157.0,9.0,53.0,78.0,28.0,6.0,157.0,4.0,1.0,2.0,78.0,416.0,277.0,8.0,1.0,0.0,4.0,3.0,92.0,9.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,6.0,4.0,6.0,0.0
Tariq Lamptey,DF,Ghana,21.0,2000.0,2.0,1.0,102.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,315.0,88.0,11.0,13.0,10.0,16.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,51.0,7.0,23.0,18.0,11.0,1.0,51.0,3.0,0.0,2.0,17.0,175.0,123.0,4.0,4.0,0.0,1.0,1.0,17.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0
Noa Lang,MF,Netherlands,22.0,1999.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Aymeric Laporte,DF,Spain,28.0,1994.0,3.0,3.0,300.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,413.0,438.0,7612.0,2489.0,120.0,122.0,272.0,281.0,17.0,28.0,0.0,1.0,26.0,2.0,0.0,19.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,3.0,455.0,29.0,150.0,297.0,8.0,2.0,455.0,0.0,0.0,0.0,340.0,1626.0,1210.0,7.0,4.0,0.0,2.0,0.0,391.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
Cyle Larin,FW,Canada,27.0,1995.0,3.0,2.0,137.0,0.0,3.0,1.0,11.3,0.0,0.0,0.0,21.0,29.0,299.0,109.0,11.0,14.0,8.0,8.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,44.0,2.0,4.0,19.0,22.0,7.0,44.0,4.0,1.0,3.0,20.0,104.0,51.0,3.0,2.0,1.0,5.0,2.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
Richie Laryea,DF,Canada,27.0,1995.0,3.0,2.0,160.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,47.0,586.0,125.0,18.0,22.0,11.0,16.0,3.0,3.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,73.0,8.0,22.0,25.0,28.0,10.0,73.0,6.0,2.0,4.0,38.0,263.0,173.0,8.0,3.0,7.0,4.0,1.0,43.0,12.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
Darko Lazović,DF,Serbia,31.0,1990.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,151.0,19.0,3.0,5.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,7.0,3.0,0.0,14.0,0.0,0.0,0.0,7.0,73.0,29.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Leão,FW,Portugal,23.0,1999.0,5.0,0.0,88.0,2.0,5.0,2.0,21.2,0.0,0.0,0.0,32.0,47.0,412.0,92.0,21.0,23.0,7.0,13.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,1.0,0.0,65.0,1.0,7.0,20.0,38.0,6.0,65.0,9.0,6.0,2.0,46.0,415.0,241.0,16.0,8.0,5.0,5.0,2.0,51.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mathew Leckie,MF,Australia,31.0,1991.0,4.0,4.0,333.0,1.0,1.0,1.0,13.6,0.0,0.0,0.0,67.0,103.0,791.0,268.0,43.0,54.0,16.0,24.0,1.0,4.0,1.0,2.0,8.0,1.0,0.0,13.0,0.0,0.0,0.0,8.0,6.0,0.0,4.0,0.0,0.0,0.0,15.0,14.0,10.0,156.0,8.0,16.0,83.0,58.0,8.0,156.0,11.0,1.0,9.0,72.0,399.0,150.0,4.0,7.0,2.0,15.0,7.0,111.0,22.0,4.0,4.0,1.0,3.0,0.0,2.0,5.0,3.0,5.0,0.0,5.0,1.0,6.0,0.0
Robert Lewandowski,FW,Poland,33.0,1988.0,4.0,4.0,360.0,2.0,10.0,2.0,18.1,1.0,1.0,2.0,61.0,91.0,859.0,177.0,36.0,47.0,20.0,27.0,3.0,6.0,1.0,5.0,9.0,1.0,0.0,10.0,0.0,0.0,0.0,6.0,9.0,0.0,3.0,1.0,0.0,0.0,14.0,16.0,17.0,153.0,9.0,13.0,73.0,69.0,21.0,151.0,12.0,5.0,7.0,87.0,390.0,143.0,5.0,4.0,3.0,16.0,6.0,114.0,17.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,1.0,8.0,0.0
Matthijs de Ligt,DF,Netherlands,22.0,1999.0,2.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,45.0,846.0,264.0,14.0,16.0,18.0,19.0,9.0,9.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,49.0,2.0,20.0,27.0,2.0,1.0,49.0,0.0,0.0,0.0,24.0,122.0,54.0,0.0,0.0,0.0,0.0,1.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Jesper Lindstrøm,MF,Denmark,22.0,2000.0,3.0,2.0,200.0,0.0,3.0,1.0,16.2,0.0,0.0,0.0,36.0,52.0,427.0,99.0,26.0,34.0,8.0,11.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,8.0,1.0,1.0,86.0,2.0,8.0,26.0,54.0,9.0,86.0,12.0,4.0,8.0,54.0,295.0,122.0,7.0,4.0,4.0,8.0,1.0,58.0,15.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0
Marko Livaja,FW,Croatia,28.0,1993.0,6.0,3.0,241.0,1.0,6.0,4.0,15.1,0.0,0.0,0.0,35.0,58.0,502.0,133.0,18.0,27.0,14.0,19.0,1.0,2.0,1.0,3.0,4.0,3.0,0.0,8.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,4.0,5.0,83.0,1.0,5.0,38.0,42.0,18.0,83.0,2.0,0.0,2.0,45.0,129.0,42.0,1.0,0.0,1.0,7.0,2.0,65.0,21.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0
Marcos Llorente,DF,Spain,27.0,1995.0,1.0,1.0,120.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,106.0,1708.0,271.0,41.0,44.0,40.0,43.0,12.0,14.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,107.0,0.0,11.0,70.0,29.0,1.0,107.0,0.0,0.0,0.0,55.0,160.0,71.0,0.0,1.0,0.0,1.0,0.0,76.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan Lovren,DF,Croatia,32.0,1989.0,6.0,6.0,600.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,405.0,460.0,7863.0,2519.0,137.0,150.0,219.0,235.0,44.0,65.0,1.0,1.0,14.0,1.0,1.0,23.0,1.0,0.0,0.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,31.0,17.0,6.0,516.0,55.0,243.0,264.0,11.0,4.0,516.0,0.0,0.0,0.0,373.0,2273.0,1245.0,3.0,2.0,0.0,1.0,0.0,383.0,1.0,7.0,2.0,5.0,1.0,1.0,3.0,5.0,2.0,7.0,5.0,2.0,6.0,29.0,0.0
Hirving Lozano,FW,Mexico,26.0,1995.0,3.0,3.0,252.0,0.0,6.0,3.0,26.0,1.0,0.0,0.0,42.0,77.0,641.0,258.0,21.0,28.0,14.0,22.0,4.0,15.0,0.0,8.0,1.0,8.0,3.0,9.0,0.0,0.0,0.0,7.0,11.0,2.0,24.0,0.0,0.0,0.0,14.0,1.0,10.0,113.0,0.0,8.0,36.0,72.0,7.0,113.0,10.0,5.0,3.0,77.0,717.0,402.0,12.0,9.0,2.0,10.0,4.0,76.0,33.0,7.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0
Romelu Lukaku,FW,Belgium,29.0,1993.0,2.0,0.0,55.0,0.0,5.0,2.0,6.6,0.0,0.0,0.0,6.0,9.0,67.0,0.0,5.0,6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,2.0,5.0,9.0,6.0,16.0,1.0,1.0,0.0,9.0,55.0,1.0,1.0,0.0,0.0,1.0,1.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Saša Lukić,MF,Serbia,25.0,1996.0,3.0,3.0,245.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,162.0,2488.0,505.0,60.0,67.0,70.0,76.0,10.0,13.0,0.0,0.0,12.0,1.0,1.0,9.0,2.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,3.0,3.0,182.0,6.0,30.0,132.0,20.0,1.0,182.0,1.0,0.0,1.0,128.0,690.0,367.0,3.0,6.0,0.0,2.0,2.0,130.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,5.0,1.0
Ali Maâloul,DF,Tunisia,32.0,1990.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,63.0,733.0,412.0,19.0,22.0,13.0,18.0,6.0,19.0,0.0,0.0,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,1.0,72.0,3.0,13.0,29.0,30.0,0.0,72.0,0.0,0.0,0.0,29.0,58.0,32.0,0.0,0.0,0.0,0.0,1.0,34.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0
Awer Mabil,MF,Australia,26.0,1995.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,143.0,0.0,7.0,9.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,19.0,0.0,4.0,13.0,2.0,2.0,19.0,1.0,0.0,1.0,10.0,86.0,40.0,1.0,1.0,1.0,1.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Alexis Mac Allister,MF,Argentina,23.0,1998.0,6.0,6.0,550.0,1.0,7.0,4.0,19.0,0.0,0.0,0.0,234.0,265.0,3274.0,548.0,147.0,162.0,69.0,76.0,9.0,13.0,1.0,8.0,12.0,6.0,0.0,24.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,40.0,5.0,13.0,332.0,1.0,36.0,167.0,134.0,11.0,332.0,9.0,4.0,2.0,234.0,1163.0,605.0,19.0,13.0,0.0,7.0,8.0,248.0,27.0,9.0,4.0,3.0,5.0,1.0,4.0,7.0,3.0,13.0,1.0,12.0,3.0,6.0,0.0
Jamie Maclaren,FW,Australia,28.0,1993.0,3.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,62.0,4.0,2.0,6.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,15.0,0.0,0.0,5.0,10.0,3.0,15.0,0.0,0.0,0.0,7.0,32.0,23.0,2.0,1.0,1.0,0.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
Assim Madibo,MF,Qatar,25.0,1996.0,2.0,2.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,70.0,850.0,334.0,32.0,36.0,18.0,22.0,4.0,5.0,0.0,1.0,7.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,86.0,1.0,32.0,54.0,1.0,0.0,86.0,0.0,0.0,0.0,42.0,192.0,73.0,1.0,0.0,0.0,3.0,2.0,46.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,5.0,4.0,6.0,1.0,5.0,2.0,0.0,0.0
Abdullah Madu,DF,Saudi,28.0,1993.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,89.0,64.0,2.0,3.0,2.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,18.0,4.0,12.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,6.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0
Daizen Maeda,FW,Japan,24.0,1997.0,3.0,3.0,180.0,1.0,2.0,1.0,9.5,0.0,0.0,0.0,8.0,17.0,121.0,10.0,3.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,32.0,0.0,4.0,18.0,11.0,7.0,32.0,1.0,0.0,0.0,13.0,59.0,23.0,2.0,1.0,2.0,2.0,0.0,13.0,5.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,3.0,0.0,0.0
Harry Maguire,DF,England,29.0,1993.0,5.0,5.0,429.0,0.0,6.0,1.0,10.0,0.0,0.0,0.0,354.0,407.0,7329.0,2340.0,99.0,109.0,212.0,224.0,43.0,68.0,1.0,1.0,23.0,1.0,0.0,26.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,17.0,15.0,5.0,447.0,28.0,204.0,225.0,21.0,14.0,447.0,2.0,2.0,0.0,345.0,2008.0,1223.0,10.0,3.0,2.0,0.0,0.0,346.0,1.0,7.0,3.0,4.0,3.0,0.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,18.0,0.0
Lovro Majer,MF,Croatia,24.0,1998.0,7.0,1.0,130.0,1.0,4.0,2.0,23.2,0.0,0.0,0.0,78.0,98.0,1165.0,300.0,43.0,47.0,27.0,34.0,3.0,8.0,0.0,2.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,122.0,4.0,20.0,58.0,45.0,4.0,122.0,2.0,0.0,2.0,80.0,508.0,219.0,5.0,3.0,0.0,5.0,6.0,96.0,16.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
Nemanja Maksimović,MF,Serbia,27.0,1995.0,3.0,1.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,57.0,673.0,181.0,31.0,31.0,18.0,22.0,0.0,2.0,0.0,3.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,3.0,76.0,3.0,17.0,47.0,12.0,1.0,76.0,0.0,0.0,0.0,36.0,192.0,116.0,2.0,3.0,0.0,2.0,1.0,41.0,2.0,4.0,2.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,0.0
Abdulellah Al-Malki,MF,Saudi,27.0,1994.0,2.0,2.0,174.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,84.0,1057.0,288.0,30.0,32.0,31.0,42.0,4.0,7.0,0.0,0.0,3.0,0.0,0.0,7.0,2.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,104.0,6.0,27.0,63.0,17.0,1.0,104.0,0.0,0.0,0.0,57.0,202.0,72.0,1.0,1.0,0.0,3.0,0.0,59.0,2.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,4.0,1.0
José María Giménez,DF,Uruguay,27.0,1995.0,3.0,3.0,270.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,141.0,174.0,2792.0,1084.0,50.0,59.0,71.0,81.0,17.0,29.0,0.0,0.0,11.0,2.0,0.0,12.0,1.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,1.0,0.0,13.0,8.0,3.0,213.0,26.0,96.0,108.0,9.0,4.0,213.0,0.0,0.0,0.0,130.0,599.0,355.0,1.0,2.0,0.0,2.0,1.0,134.0,2.0,4.0,1.0,3.0,1.0,0.0,2.0,7.0,5.0,6.0,5.0,1.0,7.0,11.0,0.0
