Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Aaron Cresswell,31.0,1989.0,ENG,DF,West,9.0,9.0,696.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,20.7,0.0,8739.0,3645.0,246.0,265.0,186.0,219.0,54.0,107.0,15.0,29.0,11.0,1.0,0.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,60.0,8.0,4.0,661.0,20.0,180.0,300.0,224.0,10.0,545.0,1.0,6.0,2.0,1.0,422.0,2025.0,1082.0,47.0,17.0,4.0,5.0,4.0,457.0,434.0,12.0,4.0,3.0,2.0,1.0,3.0,7.0,43.0,18.0,17.0,20.0,6.0,8.0,1.0,0.0,7.0,15.0,11.0,0.0
Aaron Ramsey,30.0,1990.0,WAL,FW,Rangers,3.0,1.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.2,0.0,725.0,141.0,19.0,20.0,12.0,17.0,6.0,8.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,1.0,62.0,0.0,3.0,26.0,37.0,12.0,59.0,1.0,2.0,1.0,0.0,51.0,193.0,62.0,4.0,3.0,1.0,4.0,1.0,63.0,50.0,15.0,2.0,1.0,2.0,0.0,1.0,1.0,20.0,10.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abel Ruiz,21.0,2000.0,ESP,FW,Braga,10.0,6.0,513.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,17.5,0.0,1587.0,220.0,67.0,78.0,36.0,40.0,4.0,10.0,7.0,5.0,3.0,1.0,0.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,19.0,10.0,29.0,201.0,7.0,18.0,96.0,101.0,24.0,193.0,4.0,7.0,5.0,1.0,120.0,572.0,193.0,14.0,2.0,3.0,17.0,11.0,269.0,144.0,49.0,4.0,2.0,3.0,3.0,1.0,0.0,147.0,36.0,6.0,65.0,76.0,3.0,0.0,0.0,3.0,4.0,6.0,0.0
Adam Hložek,19.0,2002.0,CZE,MF,Sparta,5.0,5.0,442.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,14.8,0.0,1169.0,336.0,34.0,53.0,29.0,37.0,5.0,13.0,5.0,8.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,21.0,6.0,16.0,171.0,0.0,20.0,88.0,81.0,17.0,169.0,12.0,20.0,14.0,0.0,139.0,746.0,423.0,18.0,8.0,5.0,14.0,11.0,206.0,132.0,34.0,3.0,1.0,2.0,0.0,1.0,2.0,71.0,13.0,7.0,33.0,31.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0
Adam Karabec,18.0,2003.0,CZE,FW,Sparta,3.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,10.3,0.0,246.0,126.0,9.0,11.0,7.0,10.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,33.0,0.0,4.0,10.0,21.0,8.0,32.0,2.0,2.0,2.0,0.0,28.0,102.0,54.0,3.0,2.0,0.0,3.0,1.0,25.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Adam Marušić,28.0,1992.0,MNE,DF,Lazio,6.0,4.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.2,0.0,4355.0,1425.0,145.0,152.0,97.0,115.0,20.0,24.0,1.0,17.0,3.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,49.0,10.0,3.0,337.0,13.0,114.0,197.0,50.0,3.0,301.0,1.0,5.0,2.0,0.0,217.0,822.0,379.0,16.0,7.0,1.0,1.0,5.0,223.0,209.0,16.0,3.0,3.0,5.0,0.0,4.0,4.0,50.0,16.0,17.0,26.0,7.0,8.0,3.0,0.0,5.0,6.0,7.0,0.0
Adam Montgomery,19.0,2002.0,SCO,DF,Celtic,4.0,4.0,318.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,17.8,0.0,2317.0,551.0,76.0,93.0,60.0,68.0,8.0,10.0,3.0,12.0,2.0,0.0,0.0,5.0,11.0,1.0,3.0,1.0,0.0,0.0,30.0,2.0,3.0,216.0,10.0,39.0,108.0,85.0,9.0,205.0,2.0,8.0,2.0,0.0,152.0,723.0,398.0,15.0,6.0,1.0,7.0,0.0,172.0,150.0,16.0,6.0,4.0,4.0,1.0,5.0,3.0,59.0,20.0,15.0,28.0,16.0,6.0,3.0,0.0,3.0,2.0,3.0,0.0
Adam Ounas,24.0,1996.0,ALG,MF,Napoli,6.0,1.0,132.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,15.4,0.0,934.0,265.0,18.0,23.0,19.0,22.0,8.0,11.0,5.0,2.0,5.0,0.0,0.0,4.0,8.0,1.0,4.0,0.0,0.0,0.0,11.0,1.0,2.0,100.0,0.0,9.0,58.0,45.0,11.0,96.0,7.0,11.0,7.0,0.0,85.0,444.0,270.0,13.0,7.0,4.0,9.0,5.0,88.0,74.0,7.0,4.0,1.0,5.0,1.0,1.0,2.0,34.0,10.0,9.0,21.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Adama Traoré,25.0,1996.0,ESP,FW,Barcelona,6.0,5.0,353.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,14.9,0.0,1409.0,261.0,64.0,79.0,29.0,45.0,3.0,12.0,6.0,3.0,6.0,3.0,0.0,4.0,5.0,1.0,29.0,0.0,0.0,0.0,20.0,0.0,2.0,185.0,0.0,9.0,58.0,139.0,25.0,184.0,24.0,33.0,25.0,0.0,179.0,1365.0,907.0,56.0,6.0,18.0,8.0,10.0,182.0,152.0,24.0,1.0,0.0,1.0,1.0,2.0,1.0,40.0,19.0,7.0,14.0,19.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0
Adama Traoré,26.0,1995.0,MLI,FW,Sheriff,2.0,2.0,210.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,19.8,0.0,558.0,84.0,29.0,34.0,4.0,12.0,4.0,6.0,1.0,3.0,1.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,13.0,7.0,15.0,96.0,1.0,10.0,45.0,49.0,6.0,95.0,4.0,10.0,4.0,1.0,72.0,340.0,158.0,10.0,3.0,2.0,16.0,5.0,145.0,73.0,15.0,1.0,0.0,2.0,1.0,1.0,0.0,49.0,10.0,4.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Ademola Lookman,23.0,1997.0,NGA,FW,Leicester,4.0,1.0,151.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,17.2,0.0,950.0,255.0,42.0,46.0,23.0,26.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,8.0,4.0,0.0,3.0,1.0,0.0,0.0,11.0,0.0,1.0,102.0,1.0,10.0,45.0,51.0,8.0,98.0,4.0,9.0,4.0,0.0,82.0,340.0,160.0,7.0,0.0,1.0,6.0,1.0,89.0,75.0,12.0,2.0,1.0,2.0,0.0,0.0,0.0,37.0,11.0,9.0,15.0,13.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0
Adnan Januzaj,26.0,1995.0,BEL,FW,Real,7.0,6.0,506.0,1.0,2.0,0.0,0.0,2.0,0.0,19.0,6.0,19.8,3.0,3456.0,1455.0,58.0,74.0,57.0,81.0,39.0,80.0,20.0,12.0,16.0,2.0,0.0,1.0,22.0,0.0,18.0,0.0,0.0,0.0,23.0,4.0,6.0,344.0,1.0,17.0,158.0,202.0,20.0,290.0,21.0,38.0,23.0,2.0,267.0,1254.0,758.0,41.0,20.0,5.0,17.0,23.0,291.0,249.0,31.0,2.0,2.0,2.0,0.0,1.0,1.0,58.0,12.0,8.0,36.0,14.0,6.0,0.0,0.0,6.0,5.0,1.0,0.0
Adnan Kovačević,27.0,1993.0,BIH,DF,Ferencváros,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,1894.0,671.0,41.0,44.0,49.0,55.0,11.0,26.0,1.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,147.0,27.0,88.0,63.0,6.0,0.0,143.0,1.0,1.0,1.0,0.0,95.0,692.0,452.0,11.0,3.0,0.0,2.0,0.0,99.0,98.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,14.0,7.0,9.0,5.0,0.0,3.0,3.0,0.0,0.0,4.0,7.0,0.0
Aguibou Camara,20.0,2001.0,GUI,MF,Olympiacos,8.0,7.0,665.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,4.0,18.8,0.0,4089.0,883.0,100.0,116.0,94.0,109.0,25.0,40.0,6.0,22.0,3.0,1.0,0.0,18.0,15.0,1.0,6.0,0.0,0.0,0.0,55.0,5.0,11.0,368.0,5.0,58.0,222.0,110.0,12.0,355.0,11.0,14.0,11.0,0.0,257.0,1299.0,660.0,33.0,11.0,1.0,11.0,10.0,271.0,233.0,29.0,20.0,9.0,16.0,6.0,10.0,11.0,171.0,53.0,54.0,79.0,38.0,14.0,0.0,0.0,14.0,12.0,3.0,0.0
Aihen Muñoz,23.0,1997.0,ESP,DF,Real,8.0,7.0,622.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,22.6,0.0,5455.0,2460.0,103.0,118.0,140.0,170.0,35.0,73.0,8.0,21.0,4.0,4.0,0.0,5.0,2.0,0.0,17.0,0.0,0.0,0.0,56.0,10.0,7.0,444.0,24.0,144.0,234.0,92.0,9.0,371.0,5.0,15.0,8.0,2.0,260.0,1166.0,662.0,22.0,8.0,3.0,7.0,4.0,274.0,256.0,11.0,6.0,4.0,10.0,1.0,8.0,5.0,90.0,28.0,42.0,40.0,8.0,7.0,3.0,0.0,4.0,9.0,19.0,0.0
Aitor Ruibal,25.0,1996.0,ESP,FW,Betis,8.0,7.0,612.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,2.0,19.8,0.0,3350.0,1025.0,83.0,108.0,68.0,80.0,26.0,46.0,5.0,13.0,4.0,0.0,0.0,16.0,9.0,1.0,7.0,0.0,1.0,0.0,44.0,2.0,6.0,352.0,10.0,84.0,171.0,112.0,16.0,323.0,15.0,28.0,16.0,1.0,236.0,816.0,425.0,19.0,6.0,3.0,11.0,13.0,291.0,225.0,29.0,5.0,8.0,5.0,2.0,11.0,20.0,144.0,38.0,48.0,57.0,39.0,13.0,1.0,0.0,12.0,9.0,6.0,0.0
Ajdin Hrustic,25.0,1996.0,AUS,MF,Eint,5.0,1.0,93.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,24.0,0.0,795.0,151.0,29.0,32.0,14.0,15.0,5.0,9.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,1.0,68.0,3.0,10.0,46.0,17.0,0.0,67.0,0.0,0.0,0.0,0.0,46.0,264.0,144.0,5.0,3.0,0.0,1.0,0.0,62.0,53.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0,5.0,5.0,10.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
Ajibola Alese,21.0,2000.0,ENG,DF,West,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1153.0,386.0,18.0,19.0,30.0,32.0,8.0,9.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,65.0,5.0,32.0,33.0,2.0,1.0,62.0,0.0,0.0,0.0,0.0,47.0,219.0,131.0,2.0,0.0,0.0,1.0,0.0,52.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
Albian Ajeti,24.0,1997.0,SUI,FW,Celtic,4.0,2.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,11.7,0.0,259.0,43.0,19.0,19.0,2.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,52.0,1.0,2.0,19.0,34.0,18.0,45.0,1.0,3.0,1.0,1.0,24.0,103.0,63.0,5.0,2.0,1.0,4.0,3.0,56.0,27.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,35.0,14.0,1.0,7.0,27.0,4.0,1.0,0.0,3.0,3.0,1.0,0.0
Aleksandar Borković,22.0,1999.0,AUT,MF,Sturm,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,72.0,4.0,9.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,24.0,3.0,9.0,11.0,4.0,0.0,24.0,1.0,1.0,1.0,0.0,9.0,30.0,10.0,1.0,0.0,0.0,1.0,0.0,12.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,13.0,3.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Aleksandar Dragović,30.0,1991.0,AUT,DF,Red,7.0,7.0,630.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.5,0.0,6268.0,1996.0,63.0,67.0,151.0,164.0,57.0,77.0,2.0,15.0,0.0,0.0,0.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,50.0,20.0,9.0,394.0,68.0,204.0,208.0,5.0,2.0,370.0,1.0,1.0,1.0,0.0,199.0,1111.0,666.0,18.0,1.0,0.0,1.0,1.0,222.0,216.0,0.0,4.0,5.0,1.0,1.0,2.0,3.0,97.0,30.0,54.0,39.0,4.0,14.0,11.0,1.0,3.0,25.0,39.0,0.0
Aleksandar Katai,30.0,1991.0,SRB,FW,Red,6.0,6.0,441.0,2.0,0.0,2.0,3.0,3.0,0.0,11.0,3.0,20.2,0.0,2129.0,627.0,61.0,76.0,43.0,60.0,16.0,38.0,8.0,6.0,7.0,1.0,0.0,9.0,4.0,5.0,14.0,0.0,0.0,0.0,30.0,9.0,8.0,254.0,6.0,31.0,112.0,136.0,21.0,227.0,5.0,13.0,6.0,0.0,175.0,1110.0,537.0,31.0,11.0,3.0,17.0,15.0,236.0,181.0,46.0,4.0,3.0,1.0,1.0,2.0,7.0,76.0,22.0,22.0,35.0,19.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0
Aleksandr Erokhin,31.0,1989.0,RUS,FW,Zenit,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.1,0.0,42.0,8.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,26.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Golovin,25.0,1996.0,RUS,FW,Monaco,7.0,2.0,333.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,16.3,0.0,1725.0,571.0,56.0,73.0,32.0,45.0,14.0,34.0,10.0,9.0,8.0,4.0,0.0,6.0,5.0,0.0,14.0,0.0,0.0,0.0,30.0,3.0,5.0,202.0,6.0,30.0,82.0,104.0,14.0,182.0,5.0,6.0,5.0,0.0,127.0,896.0,468.0,23.0,10.0,4.0,7.0,4.0,158.0,123.0,11.0,6.0,5.0,2.0,2.0,2.0,7.0,78.0,29.0,28.0,31.0,19.0,11.0,1.0,0.0,10.0,4.0,1.0,0.0
Aleksandr Lomovitskiy,23.0,1998.0,RUS,MF,Spartak,6.0,0.0,53.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,20.0,0.0,262.0,149.0,12.0,14.0,6.0,9.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,43.0,3.0,13.0,14.0,17.0,4.0,39.0,4.0,4.0,4.0,0.0,25.0,69.0,41.0,2.0,0.0,0.0,2.0,3.0,35.0,22.0,6.0,2.0,2.0,1.0,0.0,0.0,2.0,24.0,10.0,11.0,10.0,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
Aleksandr Silyanov,20.0,2001.0,RUS,DF,Loko,2.0,0.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,479.0,155.0,11.0,13.0,10.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,2.0,48.0,4.0,20.0,19.0,11.0,0.0,43.0,1.0,1.0,1.0,0.0,21.0,83.0,62.0,1.0,1.0,0.0,2.0,1.0,21.0,21.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,13.0,4.0,8.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0
Aleksandr Sobolev,24.0,1997.0,RUS,FW,Spartak,5.0,3.0,311.0,4.0,0.0,1.0,1.0,3.0,0.0,8.0,3.0,10.9,0.0,912.0,209.0,30.0,39.0,17.0,28.0,6.0,7.0,6.0,3.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,29.0,148.0,6.0,21.0,66.0,68.0,19.0,142.0,2.0,6.0,2.0,0.0,88.0,208.0,108.0,8.0,3.0,2.0,17.0,15.0,179.0,110.0,22.0,1.0,2.0,1.0,0.0,0.0,2.0,48.0,12.0,6.0,26.0,16.0,4.0,1.0,0.0,3.0,2.0,4.0,0.0
Aleksei Miranchuk,25.0,1995.0,RUS,FW,Atalanta,3.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0,103.0,15.0,17.0,11.0,15.0,2.0,4.0,1.0,4.0,3.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,12.0,1.0,1.0,49.0,1.0,5.0,23.0,25.0,6.0,49.0,1.0,1.0,1.0,0.0,35.0,232.0,88.0,8.0,3.0,0.0,1.0,3.0,43.0,34.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,1.0,5.0,9.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0
Aleksei Sutormin,27.0,1994.0,RUS,DF,Zenit,1.0,1.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,240.0,13.0,15.0,21.0,25.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,54.0,2.0,13.0,32.0,13.0,3.0,42.0,0.0,1.0,0.0,0.0,27.0,118.0,46.0,1.0,1.0,0.0,3.0,0.0,34.0,29.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,15.0,7.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alessandro Zanoli,20.0,2000.0,ITA,DF,Napoli,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,62.0,8.0,9.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,17.0,1.0,1.0,10.0,6.0,3.0,15.0,0.0,0.0,0.0,0.0,6.0,30.0,18.0,1.0,0.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alex Král,23.0,1998.0,CZE,MF,West,3.0,1.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,213.0,31.0,34.0,20.0,26.0,6.0,7.0,1.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,83.0,2.0,16.0,57.0,14.0,3.0,83.0,0.0,0.0,0.0,0.0,48.0,273.0,112.0,6.0,1.0,0.0,2.0,2.0,59.0,49.0,4.0,5.0,2.0,3.0,0.0,2.0,1.0,34.0,8.0,8.0,23.0,3.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0
Alex Santana,26.0,1995.0,BRA,MF,Ludogorets,3.0,2.0,172.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,38.1,0.0,1053.0,166.0,23.0,26.0,30.0,34.0,5.0,10.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,97.0,8.0,21.0,67.0,15.0,0.0,95.0,0.0,1.0,0.0,0.0,51.0,253.0,156.0,3.0,2.0,0.0,1.0,2.0,66.0,61.0,2.0,3.0,2.0,3.0,0.0,2.0,4.0,39.0,6.0,12.0,23.0,4.0,3.0,0.0,0.0,3.0,2.0,4.0,0.0
Alexander Isak,21.0,1999.0,SWE,FW,Real,6.0,5.0,407.0,3.0,0.0,0.0,0.0,1.0,0.0,14.0,6.0,12.4,0.0,1083.0,92.0,30.0,39.0,27.0,33.0,6.0,7.0,5.0,5.0,2.0,1.0,0.0,5.0,4.0,1.0,4.0,0.0,0.0,0.0,18.0,9.0,8.0,150.0,3.0,12.0,76.0,79.0,26.0,137.0,11.0,18.0,15.0,2.0,106.0,573.0,367.0,18.0,9.0,5.0,10.0,16.0,181.0,107.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,19.0,1.0,13.0,47.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0
Alexander Prass,20.0,2001.0,AUT,MF,Sturm,6.0,3.0,275.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,25.3,0.0,994.0,350.0,29.0,44.0,23.0,32.0,5.0,15.0,7.0,4.0,3.0,1.0,0.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,35.0,2.0,0.0,151.0,13.0,34.0,71.0,57.0,4.0,148.0,6.0,12.0,8.0,0.0,102.0,425.0,222.0,14.0,9.0,1.0,5.0,2.0,93.0,80.0,8.0,2.0,2.0,2.0,1.0,1.0,8.0,85.0,21.0,30.0,43.0,12.0,12.0,1.0,0.0,11.0,4.0,5.0,0.0
Alexander Sørloth,25.0,1995.0,NOR,FW,Real,7.0,2.0,245.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,10.7,0.0,853.0,173.0,32.0,39.0,24.0,26.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,6.0,114.0,1.0,9.0,60.0,56.0,18.0,108.0,6.0,6.0,6.0,0.0,78.0,433.0,270.0,13.0,6.0,3.0,6.0,12.0,125.0,81.0,24.0,3.0,2.0,1.0,0.0,2.0,0.0,42.0,11.0,6.0,18.0,18.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
Alexandr Belousov,23.0,1998.0,MDA,FW,Sheriff,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandru Cicâldău,24.0,1997.0,ROU,MF,Galatasaray,7.0,6.0,493.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,3.0,23.3,0.0,1925.0,464.0,76.0,90.0,33.0,45.0,12.0,26.0,6.0,11.0,4.0,0.0,0.0,7.0,13.0,1.0,5.0,0.0,0.0,0.0,44.0,4.0,8.0,229.0,9.0,47.0,119.0,74.0,10.0,215.0,2.0,6.0,2.0,0.0,131.0,554.0,220.0,12.0,3.0,2.0,5.0,7.0,168.0,133.0,12.0,5.0,6.0,6.0,0.0,3.0,8.0,108.0,30.0,27.0,62.0,19.0,10.0,2.0,0.0,8.0,10.0,3.0,0.0
Alexis Beka Beka,20.0,2001.0,FRA,MF,Loko,6.0,6.0,506.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3384.0,932.0,56.0,69.0,62.0,73.0,32.0,48.0,2.0,13.0,1.0,0.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,4.0,275.0,9.0,80.0,179.0,36.0,0.0,271.0,6.0,17.0,8.0,0.0,181.0,889.0,399.0,12.0,4.0,0.0,5.0,12.0,182.0,167.0,3.0,8.0,4.0,9.0,1.0,2.0,10.0,118.0,33.0,32.0,70.0,16.0,9.0,1.0,0.0,8.0,15.0,8.0,1.0
Alfredo Morelos,25.0,1996.0,COL,FW,Rangers,9.0,8.0,678.0,4.0,2.0,0.0,0.0,2.0,0.0,26.0,17.0,14.5,0.0,2885.0,398.0,113.0,144.0,49.0,66.0,17.0,22.0,6.0,7.0,3.0,0.0,0.0,11.0,14.0,5.0,1.0,0.0,0.0,0.0,39.0,18.0,26.0,372.0,11.0,24.0,191.0,180.0,33.0,362.0,15.0,31.0,17.0,3.0,267.0,964.0,426.0,23.0,10.0,2.0,32.0,13.0,426.0,292.0,62.0,5.0,0.0,4.0,2.0,1.0,4.0,113.0,31.0,2.0,63.0,48.0,6.0,1.0,0.0,5.0,4.0,8.0,0.0
Alhassan Yusuf,21.0,2000.0,NGA,MF,Antwerp,4.0,2.0,136.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,19.2,0.0,1075.0,288.0,35.0,38.0,26.0,30.0,6.0,7.0,2.0,9.0,2.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,3.0,103.0,1.0,17.0,67.0,30.0,3.0,102.0,0.0,5.0,1.0,0.0,68.0,408.0,226.0,10.0,3.0,1.0,3.0,6.0,82.0,73.0,10.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,8.0,12.0,12.0,6.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0
