Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Karim Benzema,FW,France,33.0,1987.0,4.0,4.0,346.0,4.0,10.0,4.0,16.0,0.0,1.0,1.0,126.0,145.0,1765.0,348.0,80.0,87.0,31.0,35.0,7.0,7.0,0.0,3.0,10.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,175.0,1.0,15.0,81.0,81.0,16.0,174.0,13.0,7.0,6.0,85.0,440.0,177.0,8.0,2.0,5.0,9.0,4.0,143.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Domenico Berardi,FW,Italy,26.0,1994.0,6.0,3.0,374.0,0.0,14.0,2.0,18.4,0.0,0.0,0.0,100.0,142.0,1567.0,338.0,57.0,69.0,28.0,37.0,10.0,18.0,1.0,9.0,1.0,5.0,1.0,13.0,1.0,0.0,0.0,7.0,5.0,3.0,11.0,0.0,0.0,0.0,12.0,3.0,3.0,196.0,4.0,17.0,58.0,125.0,18.0,196.0,10.0,1.0,9.0,112.0,819.0,365.0,10.0,10.0,4.0,8.0,4.0,146.0,40.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,7.0,1.0,6.0,5.0,4.0,0.0
Bartosz Bereszyński,DF,Poland,28.0,1992.0,3.0,3.0,270.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,157.0,199.0,2850.0,1207.0,65.0,79.0,76.0,89.0,15.0,25.0,0.0,0.0,17.0,5.0,2.0,32.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,22.0,7.0,1.0,238.0,16.0,72.0,132.0,35.0,1.0,238.0,3.0,2.0,1.0,120.0,673.0,334.0,2.0,4.0,0.0,0.0,1.0,138.0,5.0,8.0,2.0,7.0,1.0,0.0,3.0,7.0,4.0,5.0,1.0,4.0,9.0,10.0,0.0
Marcus Berg,FW,Sweden,34.0,1986.0,4.0,2.0,178.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,255.0,40.0,18.0,25.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,14.0,55.0,4.0,8.0,24.0,23.0,5.0,55.0,1.0,0.0,1.0,27.0,57.0,15.0,0.0,0.0,0.0,5.0,1.0,38.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0
Steven Berghuis,FW,Netherlands,29.0,1991.0,2.0,0.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,36.0,316.0,111.0,10.0,15.0,9.0,12.0,1.0,7.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,44.0,0.0,5.0,21.0,18.0,4.0,44.0,1.0,0.0,1.0,19.0,118.0,46.0,2.0,1.0,1.0,1.0,1.0,27.0,7.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Bernardeschi,FW,Italy,26.0,1994.0,4.0,1.0,129.0,0.0,4.0,1.0,29.1,2.0,0.0,0.0,32.0,53.0,386.0,118.0,23.0,26.0,6.0,12.0,1.0,7.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,6.0,1.0,3.0,70.0,1.0,8.0,18.0,45.0,2.0,70.0,5.0,3.0,2.0,35.0,231.0,112.0,5.0,1.0,1.0,1.0,2.0,48.0,20.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Artem Besyedin,FW,Ukraine,24.0,1996.0,3.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,121.0,25.0,4.0,5.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,12.0,0.0,1.0,7.0,5.0,0.0,12.0,0.0,0.0,0.0,7.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Roman Bezus,MF,Ukraine,30.0,1990.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,24.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley Blind,DF,Netherlands,30.0,1990.0,4.0,4.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,311.0,4785.0,2527.0,117.0,124.0,128.0,140.0,25.0,40.0,0.0,2.0,51.0,7.0,2.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,30.0,1.0,1.0,334.0,14.0,115.0,198.0,23.0,0.0,334.0,4.0,3.0,1.0,226.0,1015.0,645.0,4.0,8.0,0.0,1.0,0.0,261.0,0.0,9.0,7.0,8.0,0.0,1.0,3.0,6.0,3.0,4.0,2.0,2.0,4.0,2.0,0.0
Nicolai Boilesen,DF,Denmark,28.0,1992.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,45.0,17.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,DF,Italy,33.0,1987.0,7.0,7.0,675.0,1.0,5.0,1.0,17.8,0.0,0.0,0.0,421.0,487.0,9386.0,3954.0,105.0,111.0,237.0,250.0,73.0,110.0,0.0,2.0,29.0,1.0,0.0,18.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,29.0,9.0,13.0,536.0,70.0,258.0,274.0,7.0,4.0,536.0,3.0,2.0,1.0,329.0,1629.0,1067.0,1.0,2.0,0.0,2.0,2.0,402.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,6.0,4.0,2.0,12.0,15.0,0.0
Jan Bořil,DF,Czech,30.0,1991.0,4.0,4.0,360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,194.0,2171.0,845.0,83.0,94.0,42.0,61.0,11.0,26.0,0.0,2.0,16.0,2.0,0.0,13.0,2.0,0.0,0.0,8.0,3.0,1.0,7.0,0.0,0.0,0.0,33.0,3.0,7.0,231.0,13.0,84.0,94.0,56.0,6.0,231.0,2.0,1.0,1.0,96.0,593.0,235.0,7.0,3.0,1.0,5.0,1.0,120.0,18.0,7.0,3.0,3.0,3.0,1.0,3.0,10.0,7.0,5.0,2.0,3.0,9.0,5.0,0.0
Endre Botka,DF,Hungary,26.0,1994.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,73.0,783.0,301.0,24.0,25.0,17.0,27.0,5.0,19.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,109.0,15.0,63.0,44.0,2.0,0.0,109.0,1.0,0.0,1.0,66.0,273.0,166.0,2.0,0.0,0.0,2.0,3.0,55.0,2.0,8.0,4.0,7.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,1.0,6.0,14.0,0.0
Dedryck Boyata,DF,Belgium,30.0,1990.0,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,177.0,3369.0,1234.0,51.0,54.0,110.0,111.0,11.0,11.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,192.0,7.0,65.0,126.0,1.0,0.0,192.0,0.0,0.0,0.0,143.0,597.0,249.0,1.0,1.0,0.0,0.0,0.0,157.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
Jakub Brabec,DF,Czech,28.0,1992.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,315.0,76.0,3.0,4.0,13.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,24.0,3.0,16.0,8.0,0.0,0.0,24.0,1.0,0.0,1.0,8.0,64.0,39.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
Martin Braithwaite,FW,Denmark,29.0,1991.0,6.0,6.0,564.0,1.0,16.0,3.0,15.7,1.0,0.0,0.0,135.0,183.0,1746.0,319.0,81.0,98.0,38.0,52.0,4.0,10.0,0.0,7.0,6.0,4.0,0.0,15.0,0.0,0.0,0.0,6.0,11.0,2.0,15.0,0.0,0.0,0.0,18.0,8.0,15.0,236.0,0.0,22.0,87.0,132.0,31.0,236.0,19.0,9.0,10.0,147.0,974.0,536.0,18.0,12.0,13.0,11.0,6.0,196.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0
Josip Brekalo,FW,Croatia,22.0,1998.0,3.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,44.0,549.0,82.0,16.0,20.0,12.0,15.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,58.0,3.0,9.0,35.0,15.0,0.0,58.0,3.0,1.0,2.0,37.0,268.0,94.0,2.0,2.0,0.0,5.0,2.0,44.0,14.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
David Brooks,MF,Wales,23.0,1997.0,3.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,117.0,18.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,3.0,5.0,7.0,0.0,15.0,1.0,0.0,1.0,9.0,51.0,27.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0
Marcelo Brozović,MF,Croatia,28.0,1992.0,4.0,3.0,283.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,191.0,214.0,3155.0,822.0,104.0,111.0,57.0,64.0,23.0,25.0,0.0,3.0,9.0,2.0,0.0,11.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,4.0,235.0,3.0,71.0,144.0,24.0,0.0,235.0,1.0,0.0,1.0,135.0,745.0,285.0,6.0,4.0,0.0,4.0,4.0,190.0,0.0,5.0,1.0,2.0,3.0,0.0,3.0,8.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0
Ante Budimir,FW,Croatia,29.0,1991.0,1.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,68.0,25.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,14.0,1.0,1.0,4.0,9.0,4.0,14.0,0.0,0.0,0.0,5.0,41.0,15.0,1.0,2.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sergio Busquets,MF,Spain,32.0,1988.0,4.0,4.0,396.0,0.0,3.0,1.0,12.1,0.0,0.0,0.0,293.0,328.0,4664.0,1237.0,150.0,162.0,110.0,117.0,23.0,29.0,0.0,4.0,31.0,3.0,0.0,33.0,2.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,29.0,10.0,9.0,369.0,4.0,38.0,262.0,71.0,5.0,369.0,3.0,3.0,0.0,185.0,885.0,360.0,2.0,10.0,0.0,6.0,2.0,272.0,4.0,11.0,4.0,6.0,5.0,0.0,5.0,7.0,2.0,3.0,0.0,3.0,9.0,1.0,0.0
Jens Cajuste,MF,Sweden,21.0,1999.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,2.0,0.0,0.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Duje Ćaleta-Car,DF,Croatia,24.0,1996.0,2.0,2.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,101.0,1761.0,612.0,34.0,34.0,44.0,46.0,11.0,16.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,1.0,116.0,15.0,72.0,45.0,0.0,0.0,116.0,0.0,0.0,0.0,65.0,298.0,165.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,5.0,4.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0
Hakan Çalhanoğlu,MF,Türkiye,26.0,1994.0,3.0,3.0,265.0,0.0,1.0,1.0,33.4,0.0,0.0,0.0,121.0,153.0,2099.0,557.0,64.0,70.0,41.0,48.0,13.0,25.0,1.0,7.0,11.0,4.0,1.0,15.0,2.0,0.0,0.0,7.0,4.0,0.0,12.0,0.0,0.0,0.0,14.0,1.0,5.0,168.0,7.0,31.0,79.0,58.0,1.0,168.0,4.0,2.0,2.0,115.0,521.0,248.0,1.0,4.0,0.0,1.0,4.0,131.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0
Dominic Calvert-Lewin,FW,England,23.0,1997.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,24.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Emre Can,DF,Germany,27.0,1994.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,45.0,738.0,172.0,14.0,14.0,21.0,23.0,4.0,5.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,48.0,0.0,7.0,37.0,4.0,0.0,48.0,0.0,0.0,0.0,35.0,204.0,90.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Yannick Carrasco,FW,Belgium,27.0,1993.0,3.0,2.0,138.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,51.0,549.0,110.0,26.0,30.0,9.0,11.0,2.0,6.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,2.0,68.0,0.0,4.0,29.0,37.0,6.0,68.0,13.0,4.0,9.0,51.0,363.0,203.0,7.0,3.0,5.0,3.0,4.0,52.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0
William Carvalho,MF,Portugal,28.0,1992.0,2.0,2.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,95.0,1509.0,250.0,40.0,43.0,32.0,36.0,11.0,15.0,0.0,0.0,11.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,2.0,0.0,102.0,4.0,16.0,67.0,20.0,0.0,102.0,0.0,0.0,0.0,53.0,320.0,144.0,4.0,4.0,0.0,1.0,0.0,84.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
Timothy Castagne,MF,Belgium,25.0,1995.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,123.0,43.0,6.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,8.0,2.0,0.0,11.0,0.0,0.0,0.0,8.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetano Castrovilli,MF,Italy,23.0,1997.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,37.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Çelik,DF,Türkiye,23.0,1997.0,3.0,3.0,270.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,128.0,157.0,2121.0,735.0,70.0,74.0,45.0,59.0,9.0,17.0,0.0,2.0,14.0,1.0,1.0,11.0,1.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,0.0,16.0,3.0,1.0,193.0,13.0,60.0,99.0,35.0,4.0,193.0,1.0,1.0,0.0,98.0,452.0,213.0,4.0,4.0,1.0,2.0,0.0,105.0,11.0,5.0,1.0,3.0,2.0,0.0,3.0,11.0,8.0,7.0,1.0,6.0,10.0,5.0,0.0
Ondřej Čelůstka,DF,Czech,31.0,1989.0,5.0,5.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,196.0,3128.0,1114.0,61.0,68.0,71.0,84.0,24.0,38.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,14.0,13.0,230.0,23.0,118.0,109.0,6.0,0.0,230.0,0.0,0.0,0.0,117.0,646.0,372.0,1.0,2.0,0.0,0.0,0.0,129.0,0.0,4.0,3.0,1.0,3.0,0.0,1.0,7.0,6.0,3.0,3.0,0.0,6.0,18.0,0.0
Nacer Chadli,DF,Belgium,31.0,1989.0,2.0,1.0,94.0,0.0,2.0,1.0,14.4,0.0,0.0,0.0,58.0,71.0,730.0,126.0,36.0,39.0,19.0,28.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,2.0,0.0,82.0,3.0,9.0,31.0,43.0,4.0,82.0,0.0,0.0,0.0,45.0,247.0,143.0,5.0,1.0,0.0,3.0,1.0,62.0,15.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
Denis Cheryshev,MF,Russia,30.0,1990.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,23.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,0.0,2.0,6.0,4.0,2.0,10.0,1.0,0.0,1.0,4.0,34.0,11.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Giorgio Chiellini,DF,Italy,36.0,1984.0,5.0,5.0,443.0,0.0,2.0,1.0,21.3,0.0,0.0,0.0,286.0,320.0,4955.0,1319.0,113.0,119.0,151.0,162.0,16.0,28.0,0.0,1.0,19.0,0.0,0.0,18.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,13.0,8.0,364.0,51.0,138.0,207.0,20.0,1.0,364.0,1.0,0.0,1.0,159.0,753.0,507.0,3.0,1.0,0.0,3.0,0.0,248.0,1.0,5.0,2.0,5.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,9.0,20.0,0.0
Federico Chiesa,FW,Italy,23.0,1997.0,7.0,4.0,439.0,2.0,17.0,6.0,16.5,0.0,0.0,0.0,81.0,109.0,1101.0,251.0,48.0,56.0,21.0,30.0,5.0,10.0,0.0,6.0,4.0,5.0,2.0,8.0,0.0,0.0,0.0,5.0,3.0,0.0,9.0,0.0,0.0,0.0,7.0,2.0,4.0,161.0,1.0,19.0,40.0,105.0,21.0,161.0,15.0,9.0,6.0,105.0,807.0,436.0,15.0,9.0,9.0,11.0,8.0,128.0,36.0,6.0,3.0,2.0,1.0,3.0,0.0,5.0,5.0,3.0,0.0,3.0,0.0,1.0,0.0
Andreas Christensen,DF,Denmark,24.0,1996.0,6.0,6.0,518.0,1.0,3.0,2.0,16.9,0.0,0.0,0.0,262.0,294.0,4277.0,1426.0,123.0,134.0,122.0,132.0,10.0,17.0,0.0,1.0,21.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,18.0,6.0,337.0,21.0,110.0,212.0,17.0,4.0,337.0,1.0,1.0,0.0,184.0,895.0,551.0,4.0,2.0,0.0,3.0,0.0,217.0,1.0,9.0,3.0,3.0,6.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,8.0,15.0,0.0
Ryan Christie,FW,Scotland,25.0,1995.0,1.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,150.0,22.0,3.0,4.0,5.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,19.0,0.0,0.0,7.0,12.0,1.0,19.0,3.0,3.0,0.0,10.0,78.0,5.0,1.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Darko Churlinov,FW,N.,20.0,2000.0,2.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,204.0,31.0,6.0,6.0,5.0,7.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,25.0,0.0,5.0,9.0,12.0,2.0,25.0,1.0,1.0,0.0,16.0,121.0,39.0,1.0,3.0,1.0,4.0,3.0,15.0,6.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Viktor Claesson,MF,Sweden,29.0,1992.0,4.0,0.0,86.0,1.0,2.0,1.0,13.7,0.0,0.0,0.0,16.0,25.0,256.0,58.0,10.0,13.0,2.0,5.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,8.0,34.0,0.0,10.0,11.0,13.0,3.0,34.0,1.0,1.0,0.0,13.0,39.0,18.0,0.0,0.0,0.0,2.0,1.0,13.0,4.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
Kingsley Coman,MF,France,24.0,1996.0,2.0,0.0,90.0,0.0,4.0,2.0,21.1,0.0,0.0,0.0,33.0,42.0,477.0,81.0,18.0,22.0,11.0,15.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,54.0,0.0,3.0,25.0,28.0,8.0,54.0,6.0,2.0,4.0,36.0,262.0,162.0,6.0,2.0,5.0,1.0,2.0,44.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Liam Cooper,DF,Scotland,29.0,1991.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,83.0,1274.0,372.0,21.0,25.0,37.0,40.0,6.0,14.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,93.0,2.0,50.0,41.0,2.0,1.0,93.0,1.0,0.0,1.0,61.0,245.0,141.0,0.0,0.0,0.0,0.0,2.0,61.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0
