Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Andreas Cornelius,FW,Denmark,27.0,1993.0,4.0,0.0,61.0,0.0,4.0,1.0,15.0,0.0,0.0,0.0,19.0,26.0,286.0,39.0,12.0,13.0,5.0,7.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,33.0,0.0,2.0,13.0,19.0,7.0,33.0,6.0,6.0,0.0,23.0,148.0,87.0,3.0,3.0,0.0,0.0,2.0,27.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vladimír Coufal,DF,Czech,28.0,1992.0,5.0,5.0,450.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,236.0,331.0,3632.0,2021.0,133.0,147.0,76.0,114.0,19.0,50.0,1.0,7.0,21.0,11.0,5.0,30.0,1.0,0.0,0.0,4.0,4.0,0.0,20.0,0.0,0.0,0.0,34.0,7.0,6.0,397.0,26.0,119.0,171.0,108.0,4.0,397.0,6.0,6.0,0.0,168.0,1114.0,608.0,15.0,11.0,0.0,13.0,2.0,203.0,25.0,14.0,6.0,7.0,4.0,3.0,6.0,9.0,3.0,3.0,3.0,0.0,6.0,14.0,0.0
Bryan Cristante,MF,Italy,25.0,1995.0,6.0,0.0,134.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,1131.0,324.0,24.0,28.0,30.0,36.0,5.0,7.0,0.0,2.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,4.0,5.0,89.0,1.0,13.0,57.0,19.0,4.0,89.0,1.0,0.0,1.0,46.0,254.0,106.0,2.0,2.0,1.0,4.0,2.0,69.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
Tamás Cseri,MF,Hungary,33.0,1988.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,39.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Dalot,DF,Portugal,21.0,1999.0,2.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,77.0,1072.0,183.0,28.0,29.0,35.0,39.0,2.0,8.0,0.0,0.0,7.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,89.0,2.0,16.0,48.0,28.0,2.0,89.0,2.0,1.0,1.0,47.0,195.0,102.0,1.0,0.0,0.0,4.0,0.0,66.0,10.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
Mikkel Damsgaard,MF,Denmark,20.0,2000.0,5.0,5.0,325.0,2.0,9.0,3.0,21.4,2.0,0.0,0.0,89.0,121.0,1224.0,388.0,56.0,67.0,22.0,35.0,6.0,9.0,1.0,6.0,13.0,6.0,2.0,18.0,1.0,0.0,0.0,4.0,6.0,1.0,5.0,0.0,0.0,0.0,22.0,2.0,3.0,176.0,1.0,18.0,78.0,82.0,11.0,176.0,15.0,9.0,6.0,109.0,542.0,223.0,9.0,6.0,2.0,11.0,3.0,124.0,17.0,6.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,6.0,0.0,6.0,8.0,2.0,0.0
Marcus Danielsson,DF,Sweden,31.0,1989.0,4.0,4.0,368.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133.0,165.0,2408.0,771.0,56.0,63.0,60.0,71.0,15.0,24.0,0.0,0.0,9.0,0.0,0.0,20.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,7.0,211.0,36.0,90.0,116.0,8.0,4.0,211.0,2.0,2.0,0.0,126.0,637.0,339.0,8.0,3.0,0.0,3.0,1.0,120.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,7.0,32.0,0.0
Vladimír Darida,MF,Czech,30.0,1990.0,4.0,3.0,247.0,0.0,2.0,1.0,23.4,0.0,0.0,0.0,97.0,129.0,1666.0,481.0,49.0,60.0,37.0,45.0,10.0,19.0,0.0,2.0,10.0,2.0,0.0,18.0,0.0,0.0,0.0,1.0,6.0,0.0,14.0,0.0,0.0,0.0,10.0,2.0,4.0,152.0,2.0,13.0,76.0,63.0,6.0,152.0,7.0,4.0,3.0,72.0,350.0,133.0,4.0,3.0,1.0,7.0,1.0,112.0,12.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0
Ben Davies,DF,Wales,27.0,1993.0,4.0,3.0,275.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,84.0,116.0,1457.0,478.0,39.0,44.0,38.0,52.0,7.0,16.0,0.0,0.0,5.0,1.0,1.0,8.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,9.0,9.0,3.0,152.0,15.0,52.0,68.0,32.0,3.0,152.0,0.0,0.0,0.0,71.0,377.0,182.0,4.0,1.0,0.0,2.0,3.0,78.0,7.0,7.0,3.0,5.0,1.0,1.0,4.0,4.0,0.0,5.0,4.0,1.0,3.0,11.0,0.0
Paweł Dawidowicz,DF,Poland,25.0,1995.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin De Bruyne,MF,Belgium,29.0,1991.0,4.0,3.0,271.0,1.0,5.0,3.0,23.4,0.0,0.0,0.0,134.0,183.0,2388.0,739.0,74.0,86.0,36.0,51.0,22.0,33.0,2.0,13.0,18.0,6.0,0.0,26.0,0.0,0.0,0.0,5.0,1.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,208.0,2.0,21.0,97.0,94.0,6.0,208.0,11.0,10.0,1.0,108.0,652.0,402.0,8.0,9.0,1.0,6.0,5.0,160.0,12.0,5.0,1.0,4.0,0.0,1.0,2.0,7.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0
Thomas Delaney,MF,Denmark,29.0,1991.0,6.0,6.0,457.0,1.0,7.0,1.0,19.1,0.0,0.0,0.0,202.0,262.0,3255.0,809.0,101.0,119.0,70.0,81.0,17.0,34.0,0.0,4.0,21.0,7.0,4.0,19.0,1.0,0.0,0.0,14.0,3.0,0.0,11.0,0.0,0.0,0.0,22.0,16.0,5.0,305.0,12.0,53.0,172.0,81.0,15.0,305.0,2.0,1.0,1.0,157.0,629.0,204.0,3.0,8.0,1.0,2.0,4.0,212.0,14.0,8.0,5.0,4.0,4.0,0.0,5.0,7.0,2.0,4.0,3.0,1.0,7.0,9.0,0.0
Ousmane Dembélé,FW,France,23.0,1997.0,2.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,123.0,25.0,1.0,2.0,4.0,6.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,2.0,13.0,1.0,15.0,2.0,0.0,2.0,13.0,142.0,96.0,4.0,4.0,1.0,1.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Merih Demiral,DF,Türkiye,22.0,1998.0,3.0,2.0,225.0,0.0,3.0,1.0,11.9,0.0,0.0,0.0,114.0,132.0,1950.0,643.0,53.0,56.0,55.0,62.0,6.0,13.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,8.0,3.0,173.0,41.0,100.0,68.0,6.0,5.0,173.0,0.0,0.0,0.0,107.0,445.0,222.0,1.0,2.0,0.0,1.0,1.0,108.0,1.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,6.0,3.0,3.0,5.0,21.0,0.0
Jason Denayer,DF,Belgium,25.0,1995.0,2.0,2.0,180.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,152.0,165.0,2405.0,733.0,80.0,84.0,65.0,70.0,6.0,9.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,177.0,18.0,69.0,98.0,10.0,1.0,177.0,0.0,0.0,0.0,101.0,442.0,259.0,1.0,3.0,0.0,0.0,0.0,147.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,2.0,1.0,1.0
Leander Dendoncker,MF,Belgium,25.0,1995.0,3.0,2.0,149.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,87.0,1174.0,221.0,40.0,43.0,31.0,37.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,0.0,103.0,5.0,17.0,76.0,10.0,1.0,103.0,1.0,1.0,0.0,70.0,362.0,128.0,1.0,0.0,0.0,3.0,3.0,75.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,3.0,4.0,0.0
Halil Dervişoğlu,MF,Türkiye,21.0,1999.0,2.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,57.0,22.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,1.0,7.0,0.0,8.0,0.0,0.0,0.0,6.0,17.0,5.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Di Lorenzo,DF,Italy,27.0,1993.0,6.0,5.0,585.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,297.0,355.0,5061.0,1893.0,144.0,157.0,130.0,151.0,19.0,29.0,0.0,4.0,37.0,3.0,2.0,20.0,1.0,0.0,0.0,13.0,13.0,0.0,7.0,0.0,1.0,0.0,23.0,13.0,8.0,435.0,24.0,151.0,217.0,71.0,5.0,435.0,8.0,4.0,4.0,183.0,1014.0,578.0,10.0,12.0,1.0,4.0,2.0,240.0,11.0,19.0,8.0,15.0,4.0,0.0,7.0,11.0,4.0,10.0,3.0,7.0,8.0,16.0,0.0
Rúben Dias,DF,Portugal,23.0,1997.0,4.0,4.0,360.0,0.0,1.0,1.0,9.9,0.0,0.0,0.0,298.0,327.0,6354.0,2399.0,84.0,87.0,168.0,173.0,44.0,60.0,0.0,0.0,14.0,3.0,0.0,13.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,23.0,5.0,5.0,356.0,43.0,182.0,167.0,8.0,5.0,356.0,1.0,0.0,1.0,217.0,1064.0,646.0,0.0,0.0,0.0,0.0,0.0,276.0,1.0,5.0,3.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,0.0,3.0,13.0,0.0
Lucas Digne,DF,France,27.0,1993.0,2.0,1.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,75.0,883.0,242.0,40.0,43.0,21.0,23.0,2.0,3.0,0.0,1.0,4.0,3.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,79.0,0.0,10.0,35.0,35.0,1.0,79.0,1.0,0.0,1.0,22.0,142.0,90.0,4.0,1.0,0.0,0.0,0.0,53.0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
Igor Diveev,DF,Russia,21.0,1999.0,3.0,2.0,225.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,131.0,2254.0,957.0,25.0,25.0,56.0,63.0,18.0,37.0,0.0,0.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,4.0,157.0,17.0,68.0,86.0,4.0,1.0,157.0,0.0,0.0,0.0,77.0,372.0,151.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,7.0,3.0,4.0,3.0,0.0,3.0,5.0,2.0,5.0,5.0,0.0,3.0,10.0,0.0
Jeremy Doku,MF,Belgium,18.0,2002.0,2.0,2.0,165.0,0.0,3.0,1.0,18.5,0.0,0.0,0.0,48.0,61.0,656.0,99.0,29.0,36.0,16.0,19.0,2.0,2.0,0.0,3.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,90.0,0.0,5.0,24.0,64.0,12.0,90.0,18.0,10.0,8.0,60.0,679.0,418.0,16.0,8.0,8.0,7.0,4.0,73.0,17.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Kasper Dolberg,FW,Denmark,23.0,1997.0,4.0,3.0,224.0,3.0,7.0,5.0,16.9,0.0,0.0,0.0,37.0,48.0,457.0,51.0,23.0,29.0,8.0,10.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,9.0,81.0,4.0,7.0,34.0,41.0,9.0,81.0,5.0,4.0,1.0,41.0,184.0,81.0,3.0,3.0,2.0,9.0,3.0,61.0,9.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
Artem Dovbyk,FW,Ukraine,23.0,1997.0,1.0,0.0,15.0,1.0,2.0,1.0,10.2,0.0,0.0,0.0,3.0,4.0,31.0,6.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,4.0,4.0,3.0,8.0,0.0,0.0,0.0,5.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Dragović,DF,Austria,29.0,1991.0,4.0,4.0,338.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,208.0,241.0,4325.0,1628.0,60.0,70.0,120.0,130.0,27.0,38.0,0.0,0.0,19.0,1.0,0.0,23.0,1.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,23.0,12.0,3.0,273.0,24.0,107.0,156.0,11.0,2.0,273.0,2.0,2.0,0.0,149.0,866.0,514.0,4.0,7.0,0.0,0.0,1.0,189.0,2.0,5.0,5.0,4.0,1.0,0.0,3.0,3.0,0.0,9.0,5.0,4.0,9.0,7.0,0.0
Ondrej Duda,FW,Slovakia,26.0,1994.0,3.0,3.0,224.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,67.0,87.0,1175.0,173.0,38.0,46.0,19.0,24.0,9.0,13.0,0.0,4.0,3.0,2.0,0.0,8.0,2.0,0.0,0.0,4.0,8.0,1.0,4.0,0.0,0.0,0.0,9.0,2.0,7.0,112.0,5.0,20.0,61.0,32.0,6.0,112.0,7.0,3.0,4.0,71.0,299.0,114.0,3.0,3.0,2.0,6.0,1.0,90.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,4.0,0.0,5.0,0.0
Denzel Dumfries,DF,Netherlands,24.0,1996.0,4.0,4.0,315.0,2.0,6.0,4.0,8.8,0.0,0.0,0.0,91.0,126.0,1410.0,561.0,49.0,60.0,30.0,40.0,9.0,18.0,0.0,4.0,6.0,2.0,0.0,11.0,1.0,0.0,0.0,3.0,7.0,1.0,6.0,1.0,0.0,0.0,12.0,12.0,6.0,165.0,1.0,25.0,66.0,75.0,18.0,165.0,11.0,4.0,7.0,76.0,342.0,158.0,7.0,4.0,4.0,4.0,11.0,101.0,23.0,5.0,2.0,2.0,2.0,1.0,3.0,6.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0
Michal Ďuriš,FW,Slovakia,32.0,1988.0,3.0,0.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,207.0,6.0,9.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23.0,1.0,4.0,12.0,7.0,1.0,23.0,0.0,0.0,0.0,8.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Lyndon Dykes,FW,Scotland,25.0,1995.0,3.0,3.0,258.0,0.0,6.0,2.0,12.1,0.0,0.0,0.0,21.0,47.0,277.0,64.0,14.0,26.0,5.0,13.0,1.0,3.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,23.0,77.0,3.0,7.0,28.0,42.0,12.0,77.0,2.0,1.0,1.0,36.0,142.0,25.0,0.0,0.0,0.0,8.0,3.0,58.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0
Georgi Dzhikiya,DF,Russia,27.0,1993.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,136.0,1976.0,700.0,40.0,40.0,59.0,63.0,9.0,25.0,0.0,0.0,4.0,1.0,0.0,8.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,6.0,155.0,21.0,49.0,99.0,8.0,0.0,155.0,0.0,0.0,0.0,90.0,559.0,321.0,3.0,4.0,0.0,1.0,0.0,103.0,0.0,5.0,4.0,2.0,3.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,1.0,10.0,0.0
Artem Dzyuba,FW,Russia,32.0,1988.0,3.0,3.0,264.0,1.0,4.0,1.0,16.8,0.0,1.0,1.0,50.0,86.0,564.0,118.0,29.0,48.0,13.0,20.0,1.0,2.0,1.0,5.0,3.0,2.0,0.0,6.0,0.0,0.0,0.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,9.0,24.0,20.0,114.0,4.0,7.0,36.0,71.0,18.0,113.0,3.0,0.0,3.0,41.0,165.0,75.0,2.0,1.0,0.0,7.0,3.0,88.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,0.0
Albin Ekdal,MF,Sweden,31.0,1989.0,4.0,4.0,387.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,116.0,133.0,1737.0,457.0,60.0,66.0,47.0,54.0,6.0,6.0,0.0,3.0,15.0,2.0,0.0,12.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,4.0,176.0,8.0,39.0,105.0,35.0,1.0,176.0,3.0,1.0,2.0,107.0,492.0,168.0,3.0,7.0,0.0,6.0,1.0,101.0,3.0,8.0,3.0,5.0,3.0,0.0,5.0,11.0,6.0,5.0,2.0,3.0,6.0,6.0,0.0
Elif Elmas,MF,N.,21.0,1999.0,3.0,3.0,270.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,96.0,108.0,1666.0,452.0,46.0,51.0,35.0,37.0,12.0,12.0,0.0,1.0,8.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,16.0,2.0,2.0,143.0,4.0,29.0,76.0,42.0,6.0,143.0,11.0,5.0,6.0,74.0,594.0,272.0,6.0,5.0,1.0,7.0,2.0,102.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0
Nico Elvedi,DF,Switzerland,24.0,1996.0,5.0,5.0,510.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,226.0,256.0,4131.0,1386.0,81.0,90.0,130.0,140.0,14.0,21.0,0.0,0.0,20.0,0.0,0.0,14.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,26.0,7.0,5.0,309.0,41.0,154.0,144.0,13.0,4.0,309.0,2.0,2.0,0.0,161.0,811.0,549.0,5.0,4.0,0.0,3.0,0.0,206.0,0.0,7.0,5.0,6.0,1.0,0.0,5.0,8.0,3.0,5.0,3.0,2.0,8.0,29.0,0.0
Breel Embolo,FW,Switzerland,23.0,1997.0,5.0,5.0,365.0,1.0,11.0,4.0,14.9,0.0,0.0,0.0,89.0,116.0,1234.0,312.0,56.0,66.0,21.0,27.0,5.0,8.0,0.0,5.0,5.0,4.0,0.0,8.0,1.0,0.0,0.0,3.0,9.0,1.0,2.0,0.0,0.0,0.0,16.0,7.0,8.0,162.0,3.0,16.0,75.0,74.0,28.0,162.0,16.0,10.0,6.0,94.0,723.0,442.0,17.0,8.0,9.0,8.0,4.0,124.0,27.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,0.0
Christian Eriksen,MF,Denmark,28.0,1992.0,1.0,1.0,42.0,0.0,2.0,1.0,19.7,0.0,0.0,0.0,24.0,33.0,415.0,80.0,13.0,14.0,6.0,7.0,4.0,10.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0,36.0,0.0,1.0,15.0,21.0,1.0,36.0,1.0,0.0,1.0,22.0,98.0,65.0,2.0,1.0,1.0,0.0,1.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Christian Fassnacht,MF,Switzerland,27.0,1993.0,2.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,132.0,48.0,6.0,12.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,32.0,1.0,9.0,13.0,11.0,1.0,32.0,0.0,0.0,0.0,13.0,40.0,7.0,0.0,1.0,0.0,2.0,1.0,17.0,5.0,4.0,4.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0
João Félix,FW,Portugal,21.0,1999.0,1.0,0.0,36.0,0.0,3.0,1.0,19.5,0.0,0.0,0.0,16.0,20.0,214.0,44.0,10.0,12.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,0.0,1.0,8.0,17.0,3.0,26.0,0.0,0.0,0.0,17.0,114.0,75.0,3.0,2.0,0.0,1.0,0.0,21.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fernandes,MF,Portugal,26.0,1994.0,4.0,2.0,206.0,0.0,4.0,1.0,26.6,0.0,0.0,0.0,81.0,108.0,1711.0,617.0,35.0,38.0,27.0,37.0,19.0,29.0,0.0,6.0,8.0,7.0,1.0,17.0,0.0,0.0,0.0,1.0,3.0,1.0,20.0,0.0,0.0,0.0,6.0,0.0,2.0,128.0,1.0,12.0,50.0,69.0,9.0,128.0,2.0,0.0,2.0,77.0,344.0,166.0,2.0,1.0,1.0,7.0,3.0,99.0,12.0,3.0,2.0,1.0,1.0,1.0,2.0,8.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0
Mário Fernandes,DF,Russia,30.0,1990.0,3.0,3.0,205.0,0.0,2.0,1.0,18.9,0.0,0.0,0.0,56.0,73.0,887.0,292.0,27.0,31.0,23.0,31.0,4.0,8.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,10.0,6.0,2.0,96.0,8.0,27.0,46.0,23.0,2.0,96.0,1.0,0.0,1.0,34.0,151.0,68.0,2.0,1.0,0.0,1.0,0.0,45.0,5.0,4.0,2.0,4.0,0.0,0.0,3.0,8.0,5.0,4.0,0.0,4.0,2.0,6.0,0.0
Attila Fiola,DF,Hungary,30.0,1990.0,3.0,3.0,264.0,1.0,2.0,1.0,12.9,0.0,0.0,0.0,62.0,88.0,998.0,492.0,29.0,37.0,33.0,41.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,2.0,6.0,131.0,14.0,61.0,40.0,31.0,6.0,131.0,5.0,2.0,3.0,55.0,205.0,59.0,1.0,1.0,0.0,3.0,5.0,56.0,6.0,9.0,7.0,7.0,2.0,0.0,8.0,11.0,3.0,7.0,1.0,6.0,1.0,14.0,0.0
Alessandro Florenzi,DF,Italy,29.0,1991.0,2.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,56.0,889.0,249.0,19.0,20.0,24.0,26.0,3.0,7.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,58.0,0.0,7.0,31.0,20.0,0.0,58.0,0.0,0.0,0.0,35.0,212.0,150.0,3.0,3.0,0.0,1.0,0.0,43.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
