Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Alejandro Balde,17.0,2003.0,ESP,DF,Barcelona,2.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,205.0,62.0,6.0,6.0,7.0,8.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,5.0,7.0,9.0,1.0,20.0,1.0,1.0,0.0,17.0,155.0,93.0,4.0,4.0,0.0,2.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,35.0,1985.0,SRB,DF,Inter,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,136.0,62.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,4.0,0.0,8.0,0.0,0.0,0.0,7.0,27.0,19.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Erokhin,31.0,1989.0,RUS,MF,Zenit,6.0,0.0,109.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,356.0,74.0,9.0,11.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,46.0,2.0,6.0,20.0,20.0,7.0,46.0,0.0,0.0,0.0,20.0,62.0,21.0,1.0,1.0,0.0,6.0,2.0,28.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
Aleksei Miranchuk,25.0,1995.0,RUS,FW,Atalanta,2.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,152.0,31.0,4.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,4.0,3.0,11.0,3.0,18.0,3.0,2.0,1.0,11.0,49.0,25.0,1.0,0.0,0.0,2.0,0.0,14.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Aleksei Sutormin,27.0,1994.0,RUS,DF,Zenit,4.0,3.0,293.0,1.0,2.0,2.0,19.7,0.0,0.0,0.0,164.0,192.0,2552.0,730.0,102.0,110.0,46.0,58.0,14.0,17.0,0.0,1.0,9.0,7.0,3.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,13.0,0.0,4.0,211.0,9.0,51.0,98.0,62.0,3.0,211.0,0.0,0.0,0.0,139.0,522.0,249.0,3.0,6.0,2.0,5.0,3.0,154.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0
Alessandro Bastoni,22.0,1999.0,ITA,DF,Inter,8.0,7.0,667.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,396.0,455.0,6726.0,2328.0,173.0,190.0,188.0,206.0,27.0,40.0,0.0,1.0,37.0,3.0,1.0,38.0,2.0,0.0,0.0,11.0,8.0,0.0,12.0,0.0,0.0,0.0,45.0,7.0,8.0,515.0,86.0,226.0,231.0,63.0,4.0,515.0,5.0,2.0,3.0,308.0,1490.0,904.0,8.0,12.0,1.0,5.0,2.0,339.0,13.0,7.0,5.0,5.0,2.0,0.0,3.0,9.0,6.0,13.0,1.0,12.0,6.0,16.0,0.0
Alessandro Florenzi,30.0,1991.0,ITA,DF,Milan,4.0,0.0,92.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,557.0,195.0,13.0,15.0,13.0,15.0,4.0,11.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,6.0,53.0,8.0,19.0,22.0,12.0,2.0,53.0,0.0,0.0,0.0,20.0,80.0,48.0,0.0,1.0,1.0,1.0,0.0,28.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0
Alessio Romagnoli,26.0,1995.0,ITA,DF,Milan,5.0,4.0,393.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,202.0,239.0,3688.0,1593.0,70.0,79.0,110.0,122.0,16.0,29.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,12.0,2.0,287.0,34.0,177.0,106.0,6.0,3.0,287.0,1.0,1.0,0.0,134.0,668.0,351.0,0.0,1.0,0.0,1.0,0.0,180.0,1.0,8.0,5.0,5.0,2.0,1.0,4.0,5.0,1.0,7.0,4.0,3.0,9.0,20.0,0.0
Alex Oxlade-Chamberlain,27.0,1993.0,ENG,MF,Liverpool,6.0,3.0,301.0,0.0,10.0,3.0,23.0,1.0,0.0,0.0,144.0,175.0,2887.0,860.0,56.0,63.0,58.0,67.0,28.0,39.0,1.0,2.0,20.0,4.0,1.0,23.0,0.0,0.0,0.0,2.0,2.0,0.0,11.0,0.0,0.0,0.0,27.0,0.0,1.0,224.0,4.0,33.0,119.0,81.0,7.0,224.0,22.0,16.0,6.0,145.0,957.0,460.0,15.0,15.0,2.0,9.0,5.0,150.0,12.0,12.0,10.0,3.0,8.0,1.0,3.0,6.0,3.0,5.0,0.0,5.0,4.0,1.0,0.0
Alex Sandro,30.0,1991.0,BRA,DF,Juventus,7.0,7.0,552.0,1.0,6.0,1.0,12.4,0.0,0.0,0.0,312.0,373.0,5175.0,1506.0,150.0,166.0,116.0,131.0,32.0,46.0,0.0,4.0,20.0,7.0,1.0,31.0,0.0,0.0,0.0,8.0,9.0,0.0,8.0,0.0,0.0,0.0,35.0,7.0,6.0,432.0,20.0,142.0,197.0,96.0,14.0,432.0,5.0,3.0,2.0,248.0,1407.0,833.0,21.0,17.0,3.0,5.0,7.0,286.0,19.0,18.0,9.0,11.0,2.0,5.0,8.0,13.0,5.0,4.0,0.0,4.0,6.0,7.0,0.0
Alex Teixeira,31.0,1990.0,BRA,MF,Beşiktaş,3.0,2.0,182.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,45.0,543.0,144.0,21.0,22.0,15.0,16.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,8.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,5.0,65.0,0.0,4.0,42.0,19.0,3.0,65.0,8.0,7.0,1.0,41.0,314.0,177.0,6.0,5.0,0.0,8.0,2.0,47.0,5.0,4.0,4.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0
Alex Telles,28.0,1992.0,BRA,DF,Manchester,4.0,3.0,292.0,1.0,1.0,1.0,24.6,0.0,0.0,0.0,186.0,238.0,2827.0,1001.0,111.0,119.0,59.0,73.0,12.0,33.0,0.0,4.0,15.0,3.0,3.0,17.0,2.0,0.0,0.0,2.0,6.0,0.0,32.0,0.0,0.0,0.0,9.0,7.0,6.0,264.0,9.0,50.0,124.0,93.0,2.0,264.0,4.0,4.0,0.0,113.0,490.0,243.0,7.0,5.0,1.0,6.0,1.0,168.0,21.0,5.0,2.0,0.0,5.0,0.0,2.0,8.0,6.0,5.0,1.0,4.0,5.0,4.0,0.0
Alexis Saelemaekers,22.0,1999.0,BEL,FW,Milan,6.0,5.0,443.0,0.0,4.0,1.0,20.9,0.0,0.0,0.0,133.0,178.0,1842.0,432.0,87.0,108.0,39.0,45.0,5.0,7.0,0.0,3.0,5.0,2.0,1.0,10.0,1.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,0.0,33.0,5.0,4.0,249.0,6.0,41.0,124.0,90.0,8.0,249.0,18.0,11.0,7.0,128.0,882.0,483.0,15.0,11.0,2.0,14.0,7.0,161.0,22.0,13.0,5.0,6.0,5.0,2.0,5.0,16.0,11.0,9.0,1.0,8.0,5.0,3.0,1.0
Alexis Sánchez,32.0,1988.0,CHI,FW,Inter,6.0,1.0,159.0,1.0,2.0,1.0,17.8,0.0,0.0,0.0,56.0,71.0,1021.0,249.0,28.0,35.0,16.0,21.0,9.0,10.0,1.0,3.0,7.0,1.0,0.0,12.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,91.0,0.0,5.0,53.0,36.0,2.0,91.0,8.0,4.0,4.0,65.0,336.0,80.0,1.0,2.0,0.0,3.0,4.0,72.0,12.0,5.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0
Alfonso Pedraza,25.0,1996.0,ESP,DF,Villarreal,10.0,4.0,434.0,0.0,6.0,1.0,11.9,0.0,0.0,0.0,185.0,248.0,2577.0,928.0,113.0,126.0,51.0,71.0,9.0,24.0,1.0,5.0,8.0,6.0,5.0,6.0,1.0,0.0,0.0,5.0,3.0,0.0,20.0,0.0,0.0,0.0,26.0,3.0,4.0,303.0,13.0,83.0,100.0,127.0,17.0,303.0,18.0,6.0,12.0,172.0,1204.0,701.0,23.0,15.0,9.0,8.0,4.0,190.0,35.0,9.0,3.0,3.0,4.0,2.0,2.0,6.0,4.0,5.0,0.0,5.0,4.0,8.0,0.0
Alphonso Davies,20.0,2000.0,CAN,DF,Bayern,7.0,6.0,475.0,0.0,6.0,2.0,24.6,0.0,0.0,0.0,266.0,320.0,4126.0,995.0,155.0,174.0,97.0,115.0,11.0,20.0,2.0,8.0,12.0,11.0,4.0,18.0,0.0,0.0,0.0,7.0,4.0,0.0,18.0,0.0,0.0,0.0,37.0,2.0,4.0,401.0,12.0,100.0,144.0,169.0,23.0,401.0,33.0,27.0,6.0,272.0,1673.0,998.0,30.0,16.0,7.0,17.0,10.0,256.0,60.0,17.0,10.0,8.0,3.0,6.0,3.0,5.0,2.0,6.0,3.0,3.0,6.0,10.0,0.0
Amad Diallo,19.0,2002.0,CIV,MF,Manchester,1.0,1.0,67.0,0.0,2.0,1.0,17.8,0.0,0.0,0.0,17.0,22.0,265.0,55.0,12.0,14.0,3.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,36.0,2.0,6.0,18.0,13.0,2.0,36.0,3.0,1.0,2.0,26.0,179.0,98.0,4.0,2.0,1.0,2.0,1.0,23.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0
Amadou Haidara,23.0,1998.0,MLI,MF,RB,4.0,1.0,182.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,105.0,124.0,1752.0,703.0,47.0,50.0,46.0,49.0,10.0,16.0,0.0,4.0,20.0,5.0,0.0,26.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,2.0,151.0,4.0,20.0,87.0,45.0,2.0,151.0,3.0,2.0,1.0,86.0,520.0,290.0,4.0,7.0,1.0,0.0,3.0,102.0,3.0,10.0,4.0,4.0,4.0,2.0,4.0,7.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0
Amadou Onana,19.0,2001.0,BEL,MF,Lille,8.0,2.0,260.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,79.0,100.0,1452.0,395.0,33.0,40.0,35.0,43.0,10.0,15.0,0.0,5.0,7.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,6.0,128.0,6.0,37.0,67.0,24.0,4.0,128.0,6.0,3.0,3.0,64.0,353.0,184.0,4.0,4.0,0.0,5.0,2.0,77.0,5.0,9.0,6.0,6.0,2.0,1.0,4.0,5.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0
Ander Herrera,31.0,1989.0,ESP,MF,Paris,6.0,4.0,326.0,1.0,3.0,2.0,22.2,0.0,0.0,0.0,203.0,237.0,2739.0,687.0,96.0,109.0,66.0,72.0,11.0,16.0,0.0,2.0,13.0,4.0,2.0,19.0,1.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,4.0,272.0,12.0,67.0,147.0,59.0,4.0,272.0,3.0,2.0,1.0,115.0,392.0,160.0,1.0,2.0,0.0,1.0,1.0,212.0,9.0,11.0,6.0,7.0,3.0,1.0,4.0,14.0,10.0,5.0,2.0,3.0,7.0,4.0,0.0
Anders Christiansen,31.0,1990.0,DEN,MF,Malmö,4.0,4.0,327.0,0.0,5.0,1.0,16.5,0.0,0.0,0.0,164.0,205.0,3018.0,792.0,69.0,85.0,75.0,87.0,18.0,26.0,0.0,3.0,9.0,1.0,0.0,15.0,1.0,0.0,0.0,3.0,3.0,0.0,11.0,0.0,0.0,0.0,17.0,1.0,0.0,233.0,15.0,71.0,123.0,40.0,5.0,233.0,10.0,7.0,3.0,169.0,825.0,434.0,9.0,3.0,0.0,5.0,5.0,176.0,5.0,2.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,2.0,0.0
Andrea Ranocchia,33.0,1988.0,ITA,DF,Inter,3.0,1.0,100.0,0.0,2.0,1.0,4.3,0.0,0.0,0.0,32.0,39.0,681.0,231.0,7.0,8.0,23.0,25.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,46.0,11.0,34.0,10.0,2.0,2.0,46.0,0.0,0.0,0.0,26.0,152.0,48.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0
Andreas Christensen,25.0,1996.0,DEN,DF,Chelsea,8.0,8.0,601.0,1.0,3.0,2.0,26.5,0.0,0.0,0.0,537.0,584.0,9077.0,3082.0,233.0,245.0,261.0,277.0,34.0,48.0,1.0,2.0,56.0,3.0,1.0,40.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,41.0,10.0,9.0,625.0,27.0,184.0,395.0,49.0,4.0,625.0,5.0,5.0,0.0,409.0,1926.0,1127.0,7.0,12.0,0.0,4.0,2.0,491.0,5.0,8.0,3.0,1.0,6.0,1.0,3.0,5.0,2.0,5.0,2.0,3.0,7.0,10.0,0.0
Andreas Ulmer,35.0,1985.0,AUT,DF,RB,8.0,8.0,715.0,0.0,5.0,2.0,23.2,0.0,0.0,0.0,267.0,392.0,4454.0,2069.0,145.0,171.0,96.0,136.0,22.0,62.0,0.0,3.0,28.0,1.0,0.0,32.0,2.0,0.0,0.0,13.0,2.0,0.0,19.0,0.0,0.0,0.0,43.0,3.0,8.0,456.0,19.0,137.0,219.0,106.0,6.0,456.0,6.0,2.0,4.0,170.0,780.0,512.0,10.0,2.0,2.0,5.0,4.0,219.0,26.0,19.0,10.0,12.0,7.0,0.0,11.0,28.0,17.0,4.0,0.0,4.0,12.0,9.0,0.0
Andrei Mostovoy,23.0,1997.0,RUS,MF,Zenit,5.0,1.0,152.0,0.0,2.0,1.0,13.2,0.0,0.0,0.0,36.0,50.0,499.0,52.0,21.0,26.0,12.0,15.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0,5.0,2.0,3.0,69.0,1.0,6.0,24.0,40.0,9.0,69.0,5.0,2.0,3.0,46.0,264.0,105.0,2.0,4.0,0.0,6.0,0.0,50.0,11.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,2.0,0.0,1.0
Andrew Robertson,27.0,1994.0,SCO,DF,Liverpool,10.0,9.0,826.0,0.0,5.0,2.0,19.9,0.0,0.0,0.0,582.0,726.0,9762.0,3257.0,261.0,291.0,261.0,300.0,45.0,94.0,2.0,25.0,42.0,12.0,4.0,57.0,1.0,0.0,0.0,5.0,3.0,1.0,58.0,0.0,0.0,0.0,62.0,11.0,9.0,807.0,21.0,173.0,370.0,270.0,18.0,807.0,19.0,9.0,10.0,419.0,2065.0,1333.0,29.0,20.0,4.0,9.0,2.0,514.0,51.0,9.0,5.0,3.0,4.0,2.0,3.0,13.0,10.0,13.0,3.0,10.0,12.0,14.0,0.0
André Almeida,30.0,1990.0,POR,DF,Benfica,5.0,3.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,119.0,1521.0,658.0,40.0,47.0,34.0,42.0,10.0,24.0,0.0,1.0,4.0,2.0,1.0,8.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,11.0,7.0,3.0,145.0,15.0,73.0,63.0,10.0,0.0,145.0,3.0,1.0,2.0,72.0,246.0,90.0,0.0,0.0,0.0,2.0,0.0,81.0,3.0,9.0,5.0,6.0,3.0,0.0,5.0,8.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0
André Silva,25.0,1995.0,POR,FW,RB,6.0,5.0,407.0,3.0,20.0,9.0,15.5,0.0,0.0,1.0,77.0,99.0,1019.0,212.0,43.0,48.0,26.0,30.0,2.0,3.0,2.0,8.0,3.0,5.0,1.0,8.0,0.0,0.0,0.0,8.0,8.0,9.0,2.0,1.0,0.0,0.0,17.0,10.0,14.0,163.0,4.0,10.0,71.0,83.0,32.0,162.0,10.0,5.0,5.0,72.0,322.0,122.0,6.0,4.0,4.0,17.0,16.0,111.0,15.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,7.0,0.0,7.0,0.0,2.0,0.0
Anel Ahmedhodzic,22.0,1999.0,BIH,DF,Malmö,5.0,5.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,227.0,3665.0,1425.0,73.0,82.0,88.0,97.0,28.0,42.0,0.0,1.0,13.0,3.0,0.0,24.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,6.0,278.0,40.0,131.0,138.0,9.0,0.0,278.0,2.0,2.0,0.0,187.0,930.0,504.0,4.0,2.0,0.0,2.0,2.0,173.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,3.0,13.0,19.0,0.0
Angel Gomes,20.0,2000.0,ENG,MF,Lille,4.0,2.0,168.0,1.0,3.0,1.0,22.0,0.0,0.0,0.0,36.0,53.0,657.0,212.0,15.0,20.0,15.0,22.0,3.0,5.0,1.0,2.0,4.0,4.0,1.0,11.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,3.0,76.0,1.0,11.0,41.0,25.0,6.0,76.0,3.0,1.0,2.0,41.0,192.0,71.0,2.0,3.0,2.0,4.0,3.0,48.0,11.0,6.0,5.0,1.0,2.0,3.0,4.0,9.0,5.0,3.0,1.0,2.0,1.0,1.0,0.0
