Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Albert Sambi Lokonga,18.0,1999.0,BEL,MF,Anderlecht,2.0,0.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,373.0,167.0,17.0,17.0,7.0,7.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,29.0,0.0,0.0,21.0,8.0,0.0,29.0,0.0,0.0,0.0,19.0,114.0,71.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Albert Vallci,23.0,1995.0,AUT,DF,RB,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,40.0,36.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix Vidal,28.0,1989.0,ESP,DF,Sevilla,3.0,3.0,231.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,110.0,137.0,2127.0,619.0,42.0,47.0,51.0,59.0,15.0,26.0,1.0,6.0,10.0,1.0,0.0,14.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,11.0,0.0,0.0,166.0,3.0,25.0,80.0,64.0,7.0,166.0,6.0,2.0,4.0,83.0,515.0,299.0,8.0,9.0,3.0,4.0,1.0,96.0,17.0,7.0,4.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0,2.0,7.0,4.0,0.0
Alejandro Pozuelo,26.0,1991.0,ESP,MF,Genk,8.0,7.0,607.0,1.0,15.0,4.0,21.5,1.0,0.0,0.0,397.0,492.0,6283.0,1804.0,216.0,242.0,137.0,168.0,32.0,51.0,2.0,21.0,41.0,18.0,0.0,65.0,1.0,0.0,0.0,3.0,16.0,1.0,26.0,0.0,0.0,0.0,40.0,5.0,8.0,552.0,2.0,26.0,333.0,201.0,14.0,552.0,24.0,18.0,6.0,392.0,2491.0,1180.0,21.0,27.0,1.0,19.0,24.0,444.0,60.0,7.0,1.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
Aleksandar Dragović,27.0,1991.0,AUT,DF,Leverkusen,8.0,7.0,587.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,398.0,436.0,8090.0,2693.0,128.0,137.0,216.0,225.0,53.0,68.0,1.0,2.0,18.0,0.0,0.0,26.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,14.0,3.0,490.0,27.0,177.0,298.0,17.0,3.0,490.0,1.0,1.0,0.0,287.0,1663.0,1132.0,7.0,6.0,0.0,2.0,2.0,345.0,1.0,6.0,4.0,4.0,2.0,0.0,4.0,7.0,3.0,6.0,4.0,2.0,14.0,21.0,0.0
Aleksandar Filipović,23.0,1994.0,SRB,DF,BATE,7.0,7.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,218.0,3083.0,1549.0,56.0,61.0,83.0,113.0,17.0,38.0,0.0,0.0,11.0,0.0,0.0,14.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,23.0,4.0,11.0,303.0,43.0,164.0,126.0,18.0,1.0,303.0,0.0,0.0,0.0,72.0,402.0,147.0,3.0,3.0,0.0,4.0,0.0,119.0,4.0,16.0,8.0,11.0,5.0,0.0,12.0,19.0,7.0,13.0,8.0,5.0,16.0,36.0,0.0
Aleksandar Prijović,28.0,1990.0,SRB,FW,PAOK,6.0,4.0,361.0,2.0,8.0,2.0,10.2,0.0,0.0,0.0,38.0,69.0,486.0,91.0,22.0,32.0,9.0,25.0,2.0,4.0,0.0,3.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,7.0,13.0,15.0,102.0,3.0,4.0,58.0,42.0,15.0,102.0,0.0,0.0,0.0,47.0,231.0,64.0,3.0,4.0,0.0,12.0,6.0,71.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
Aleksandr Anyukov,35.0,1982.0,RUS,DF,Zenit,6.0,6.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,219.0,2710.0,1237.0,70.0,83.0,66.0,94.0,16.0,32.0,0.0,0.0,10.0,3.0,2.0,12.0,2.0,0.0,0.0,4.0,8.0,0.0,4.0,0.0,0.0,0.0,17.0,9.0,9.0,260.0,21.0,111.0,114.0,35.0,1.0,260.0,1.0,0.0,1.0,68.0,307.0,157.0,3.0,3.0,0.0,1.0,0.0,120.0,8.0,8.0,7.0,8.0,0.0,0.0,4.0,6.0,2.0,3.0,1.0,2.0,8.0,17.0,0.0
Aleksandr Erokhin,28.0,1989.0,RUS,MF,Zenit,5.0,5.0,407.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,135.0,172.0,2292.0,611.0,63.0,73.0,60.0,71.0,11.0,18.0,0.0,2.0,9.0,3.0,1.0,21.0,2.0,0.0,0.0,9.0,5.0,4.0,5.0,0.0,0.0,0.0,19.0,7.0,6.0,218.0,6.0,37.0,130.0,52.0,12.0,218.0,3.0,0.0,3.0,81.0,339.0,139.0,1.0,0.0,0.0,10.0,2.0,159.0,22.0,7.0,3.0,3.0,4.0,0.0,1.0,7.0,6.0,3.0,1.0,2.0,6.0,4.0,0.0
Aleksandr Kokorin,27.0,1991.0,RUS,MF,Zenit,1.0,0.0,28.0,1.0,2.0,1.0,11.2,0.0,0.0,0.0,10.0,11.0,152.0,21.0,7.0,7.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,2.0,5.0,6.0,4.0,2.0,15.0,0.0,0.0,0.0,7.0,32.0,28.0,1.0,0.0,0.0,1.0,0.0,13.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Aleksandr Lomovitskiy,20.0,1998.0,RUS,FW,Spartak,4.0,4.0,250.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,80.0,839.0,191.0,25.0,28.0,22.0,29.0,4.0,9.0,0.0,4.0,2.0,6.0,1.0,8.0,2.0,0.0,0.0,6.0,4.0,0.0,8.0,0.0,0.0,0.0,12.0,3.0,4.0,121.0,4.0,19.0,51.0,55.0,8.0,121.0,10.0,3.0,7.0,67.0,437.0,140.0,6.0,4.0,1.0,6.0,7.0,78.0,18.0,5.0,4.0,1.0,3.0,1.0,1.0,6.0,5.0,4.0,0.0,4.0,2.0,5.0,0.0
Aleksandr Samedov,34.0,1984.0,RUS,MF,Spartak,2.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,450.0,107.0,11.0,11.0,10.0,11.0,3.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,0.0,3.0,14.0,20.0,0.0,37.0,0.0,0.0,0.0,25.0,166.0,69.0,2.0,3.0,0.0,1.0,0.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Aleksandr Tashayev,24.0,1994.0,RUS,FW,Spartak,3.0,1.0,92.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,15.0,22.0,173.0,79.0,7.0,10.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,0.0,33.0,0.0,6.0,17.0,12.0,1.0,33.0,1.0,1.0,0.0,14.0,136.0,55.0,3.0,2.0,0.0,1.0,2.0,16.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Aleksandre Kobakhidze,31.0,1987.0,GEO,MF,Vorskla,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,188.0,2.0,11.0,11.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,25.0,0.0,6.0,12.0,7.0,0.0,25.0,0.0,0.0,0.0,17.0,112.0,83.0,1.0,1.0,0.0,4.0,1.0,17.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Alen Halilović,22.0,1996.0,CRO,MF,Milan,3.0,1.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,35.0,544.0,78.0,12.0,16.0,10.0,10.0,5.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,37.0,0.0,3.0,17.0,17.0,2.0,37.0,4.0,4.0,0.0,32.0,244.0,96.0,3.0,3.0,0.0,0.0,3.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessandro Murgia,21.0,1996.0,ITA,MF,Lazio,3.0,3.0,239.0,0.0,3.0,1.0,17.6,0.0,0.0,0.0,84.0,105.0,1129.0,278.0,50.0,57.0,23.0,28.0,4.0,5.0,0.0,1.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,129.0,3.0,18.0,89.0,23.0,3.0,129.0,2.0,1.0,1.0,54.0,192.0,103.0,1.0,1.0,0.0,3.0,4.0,85.0,12.0,7.0,2.0,1.0,6.0,0.0,2.0,8.0,6.0,3.0,1.0,2.0,0.0,5.0,0.0
Alessandro Rossi,21.0,1997.0,ITA,MF,Lazio,2.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.0,0.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,0.0,0.0,5.0,8.0,0.0,13.0,0.0,0.0,0.0,7.0,35.0,15.0,1.0,0.0,0.0,2.0,0.0,12.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessio Romagnoli,23.0,1995.0,ITA,DF,Milan,4.0,3.0,279.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,186.0,198.0,3664.0,1489.0,56.0,60.0,103.0,106.0,24.0,28.0,0.0,0.0,12.0,1.0,0.0,16.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,4.0,218.0,9.0,87.0,128.0,5.0,1.0,218.0,1.0,1.0,0.0,163.0,988.0,560.0,0.0,2.0,0.0,2.0,0.0,160.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,11.0,0.0
