Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Adrian Fein,21.0,1999.0,GER,MF,PSV,3.0,0.0,126.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,75.0,91.0,1079.0,278.0,47.0,50.0,22.0,27.0,4.0,8.0,2.0,4.0,10.0,2.0,0.0,13.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,95.0,0.0,5.0,55.0,37.0,3.0,95.0,1.0,1.0,0.0,51.0,323.0,182.0,2.0,2.0,1.0,2.0,0.0,74.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
Agron Rufati,21.0,1999.0,MKD,DF,Zorya,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,208.0,123.0,5.0,7.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,5.0,10.0,4.0,0.0,18.0,2.0,2.0,0.0,11.0,63.0,32.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Ahmedov,25.0,1995.0,BUL,MF,CSKA,5.0,0.0,58.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,117.0,13.0,6.0,10.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,21.0,1.0,2.0,8.0,11.0,2.0,21.0,1.0,1.0,0.0,11.0,63.0,22.0,1.0,0.0,1.0,2.0,1.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Aihen Muñoz,22.0,1997.0,ESP,DF,Real,2.0,1.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,59.0,567.0,219.0,27.0,27.0,11.0,21.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,75.0,5.0,22.0,27.0,26.0,0.0,75.0,3.0,0.0,3.0,42.0,179.0,116.0,4.0,4.0,0.0,3.0,3.0,45.0,9.0,4.0,0.0,1.0,2.0,1.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0
Ainsley Maitland-Niles,22.0,1997.0,ENG,DF,Arsenal,5.0,5.0,422.0,0.0,6.0,4.0,22.7,0.0,0.0,0.0,251.0,284.0,3837.0,1129.0,126.0,141.0,92.0,100.0,18.0,22.0,1.0,5.0,24.0,10.0,1.0,37.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,24.0,3.0,3.0,330.0,13.0,71.0,132.0,130.0,16.0,330.0,5.0,4.0,1.0,196.0,1088.0,584.0,16.0,20.0,3.0,8.0,5.0,227.0,28.0,5.0,3.0,3.0,2.0,0.0,3.0,5.0,2.0,5.0,0.0,5.0,7.0,6.0,0.0
Alan Czerwiński,27.0,1993.0,POL,DF,Lech,5.0,3.0,326.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,186.0,2280.0,735.0,70.0,81.0,63.0,80.0,6.0,19.0,1.0,6.0,13.0,4.0,1.0,17.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,20.0,3.0,6.0,217.0,9.0,51.0,98.0,70.0,9.0,217.0,5.0,3.0,2.0,118.0,743.0,445.0,18.0,6.0,6.0,1.0,3.0,127.0,23.0,5.0,2.0,2.0,2.0,1.0,3.0,6.0,3.0,2.0,1.0,1.0,4.0,7.0,0.0
Alan Dzagoev,30.0,1990.0,RUS,MF,CSKA,3.0,0.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,102.0,1270.0,418.0,46.0,50.0,27.0,32.0,6.0,10.0,0.0,3.0,7.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,114.0,3.0,22.0,67.0,25.0,4.0,114.0,1.0,0.0,1.0,54.0,253.0,98.0,1.0,0.0,0.0,3.0,1.0,89.0,7.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,0.0,1.0,1.0
Alan Patrick,29.0,1991.0,BRA,MF,Shakhtar,4.0,4.0,314.0,1.0,5.0,2.0,22.5,1.0,0.0,0.0,235.0,267.0,3786.0,1125.0,117.0,126.0,98.0,107.0,16.0,24.0,1.0,3.0,24.0,4.0,0.0,25.0,2.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,2.0,304.0,4.0,30.0,222.0,57.0,7.0,304.0,9.0,7.0,2.0,232.0,1386.0,543.0,7.0,12.0,1.0,9.0,9.0,254.0,11.0,4.0,2.0,1.0,2.0,1.0,4.0,9.0,5.0,3.0,1.0,2.0,3.0,2.0,0.0
Albert Guðmundsson,23.0,1997.0,ISL,FW,AZ,6.0,5.0,361.0,2.0,7.0,3.0,11.4,0.0,0.0,0.0,65.0,90.0,1039.0,198.0,34.0,40.0,24.0,32.0,6.0,14.0,0.0,2.0,5.0,2.0,2.0,7.0,2.0,0.0,0.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,9.0,1.0,4.0,127.0,3.0,18.0,64.0,47.0,8.0,127.0,5.0,3.0,2.0,67.0,524.0,173.0,7.0,6.0,3.0,7.0,8.0,85.0,18.0,5.0,2.0,3.0,1.0,1.0,3.0,8.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0
Albert Vallci,25.0,1995.0,AUT,DF,RB,2.0,2.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,99.0,1755.0,678.0,26.0,27.0,46.0,51.0,12.0,19.0,0.0,1.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,113.0,11.0,51.0,60.0,3.0,2.0,113.0,1.0,0.0,1.0,69.0,257.0,114.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0
Alberto Moreno,28.0,1992.0,ESP,DF,Villarreal,4.0,0.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,297.0,83.0,10.0,12.0,8.0,8.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,29.0,1.0,8.0,15.0,7.0,1.0,29.0,1.0,1.0,0.0,8.0,108.0,44.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Alberto Soro,21.0,1999.0,ESP,MF,Granada,7.0,3.0,271.0,1.0,2.0,2.0,16.0,0.0,0.0,0.0,67.0,86.0,886.0,233.0,45.0,52.0,20.0,25.0,1.0,3.0,1.0,6.0,3.0,6.0,2.0,9.0,0.0,0.0,0.0,3.0,5.0,1.0,6.0,0.0,0.0,0.0,14.0,2.0,6.0,124.0,2.0,13.0,44.0,68.0,5.0,124.0,5.0,2.0,3.0,77.0,363.0,146.0,2.0,3.0,0.0,12.0,3.0,92.0,20.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,0.0
Albian Ajeti,23.0,1997.0,SUI,FW,Celtic,4.0,2.0,163.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,293.0,46.0,14.0,15.0,7.0,8.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,7.0,57.0,1.0,5.0,20.0,33.0,4.0,57.0,4.0,1.0,3.0,36.0,191.0,49.0,2.0,0.0,1.0,10.0,3.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Aleksa Vukanović,28.0,1992.0,SRB,DF,Red,4.0,1.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,38.0,264.0,123.0,13.0,19.0,5.0,11.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,5.0,58.0,4.0,19.0,24.0,15.0,2.0,58.0,3.0,0.0,3.0,35.0,210.0,103.0,3.0,0.0,2.0,3.0,2.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0
Aleksandar Boljević,24.0,1995.0,MNE,FW,Standard,3.0,0.0,97.0,0.0,5.0,2.0,25.4,1.0,0.0,0.0,19.0,31.0,280.0,60.0,14.0,16.0,4.0,9.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,10.0,1.0,0.0,51.0,0.0,9.0,21.0,22.0,2.0,51.0,3.0,2.0,1.0,30.0,194.0,76.0,1.0,1.0,1.0,4.0,1.0,28.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
Aleksandar Dragović,29.0,1991.0,AUT,DF,Leverkusen,8.0,7.0,612.0,1.0,2.0,1.0,22.8,0.0,0.0,0.0,565.0,637.0,11265.0,3260.0,172.0,181.0,313.0,332.0,71.0,104.0,0.0,3.0,34.0,2.0,0.0,53.0,0.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,46.0,14.0,7.0,682.0,29.0,205.0,428.0,51.0,2.0,682.0,0.0,0.0,0.0,417.0,2061.0,1204.0,9.0,4.0,0.0,3.0,0.0,500.0,6.0,8.0,8.0,1.0,6.0,1.0,5.0,10.0,5.0,10.0,3.0,7.0,9.0,12.0,1.0
Aleksandar Katai,29.0,1991.0,SRB,FW,Red,4.0,3.0,272.0,2.0,8.0,3.0,22.2,1.0,0.0,0.0,86.0,130.0,1410.0,529.0,44.0,55.0,30.0,42.0,9.0,20.0,0.0,5.0,10.0,6.0,0.0,18.0,1.0,0.0,0.0,4.0,3.0,0.0,13.0,0.0,0.0,0.0,20.0,3.0,1.0,163.0,2.0,21.0,81.0,66.0,11.0,163.0,13.0,9.0,4.0,106.0,720.0,379.0,14.0,9.0,5.0,7.0,5.0,106.0,17.0,5.0,4.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,0.0,2.0,4.0,2.0,0.0
Aleksandar Pešić,28.0,1992.0,SRB,FW,Maccabi,6.0,4.0,385.0,1.0,5.0,1.0,13.2,0.0,0.0,0.0,48.0,60.0,693.0,135.0,25.0,30.0,16.0,17.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,3.0,8.0,1.0,0.0,0.0,0.0,10.0,3.0,7.0,98.0,2.0,5.0,54.0,40.0,9.0,98.0,2.0,1.0,1.0,56.0,343.0,135.0,7.0,4.0,2.0,14.0,9.0,72.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
Aleksei Ionov,31.0,1989.0,RUS,FW,Krasnodar,2.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,58.0,520.0,114.0,35.0,38.0,9.0,15.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,66.0,0.0,9.0,21.0,36.0,8.0,66.0,0.0,0.0,0.0,41.0,194.0,100.0,2.0,3.0,1.0,2.0,0.0,41.0,14.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
Alessio Castro-Montes,23.0,1997.0,BEL,DF,Gent,6.0,5.0,432.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,227.0,304.0,3415.0,1292.0,137.0,153.0,76.0,96.0,10.0,31.0,0.0,4.0,26.0,5.0,2.0,34.0,0.0,0.0,0.0,6.0,10.0,1.0,22.0,0.0,0.0,0.0,29.0,12.0,6.0,363.0,14.0,88.0,168.0,114.0,12.0,363.0,16.0,9.0,7.0,209.0,1243.0,589.0,11.0,11.0,3.0,7.0,4.0,222.0,40.0,10.0,5.0,6.0,2.0,2.0,4.0,9.0,5.0,10.0,2.0,8.0,6.0,4.0,0.0
Alessio Romagnoli,25.0,1995.0,ITA,DF,Milan,6.0,5.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,330.0,5613.0,2077.0,110.0,121.0,155.0,164.0,27.0,34.0,0.0,0.0,14.0,0.0,0.0,21.0,2.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,0.0,12.0,15.0,6.0,380.0,43.0,193.0,185.0,3.0,2.0,380.0,1.0,1.0,0.0,227.0,1096.0,661.0,2.0,0.0,0.0,1.0,0.0,272.0,0.0,5.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,9.0,8.0,1.0,11.0,22.0,0.0
Alex Baena,19.0,2001.0,ESP,MF,Villarreal,9.0,4.0,287.0,2.0,8.0,4.0,16.7,0.0,0.0,0.0,134.0,173.0,2006.0,375.0,60.0,72.0,53.0,65.0,8.0,15.0,0.0,5.0,12.0,5.0,0.0,14.0,0.0,0.0,0.0,4.0,3.0,1.0,15.0,1.0,0.0,0.0,13.0,2.0,7.0,198.0,2.0,20.0,94.0,86.0,14.0,198.0,7.0,5.0,2.0,113.0,584.0,291.0,7.0,7.0,3.0,6.0,4.0,152.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0
Alex Santana,25.0,1995.0,BRA,MF,Ludogorets,5.0,3.0,279.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,121.0,138.0,2006.0,368.0,59.0,63.0,48.0,54.0,9.0,13.0,2.0,3.0,7.0,1.0,0.0,2.0,1.0,1.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,16.0,3.0,2.0,170.0,14.0,39.0,112.0,21.0,1.0,170.0,4.0,2.0,2.0,106.0,509.0,265.0,4.0,2.0,0.0,5.0,7.0,113.0,2.0,5.0,2.0,4.0,1.0,0.0,3.0,11.0,8.0,1.0,0.0,1.0,3.0,4.0,1.0
