Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Ferrán Torres,19.0,2000.0,ESP,MF,Valencia,6.0,5.0,478.0,2.0,2.0,0.0,0.0,0.0,0.0,10.0,6.0,14.0,1.0,2419.0,858.0,83.0,101.0,56.0,69.0,10.0,19.0,9.0,11.0,15.0,6.0,0.0,5.0,13.0,1.0,14.0,0.0,0.0,0.0,46.0,11.0,15.0,281.0,5.0,38.0,133.0,130.0,22.0,275.0,10.0,21.0,11.0,0.0,214.0,1188.0,663.0,36.0,8.0,5.0,11.0,14.0,272.0,196.0,38.0,6.0,1.0,8.0,0.0,4.0,10.0,110.0,33.0,26.0,57.0,27.0,14.0,1.0,0.0,13.0,5.0,5.0,0.0
Fikayo Tomori,21.0,1997.0,ENG,DF,Chelsea,4.0,4.0,360.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,4830.0,1555.0,63.0,69.0,122.0,129.0,36.0,56.0,2.0,17.0,2.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,49.0,12.0,6.0,306.0,24.0,143.0,153.0,28.0,7.0,300.0,3.0,3.0,3.0,0.0,219.0,866.0,356.0,3.0,2.0,1.0,4.0,2.0,209.0,204.0,4.0,9.0,10.0,4.0,2.0,6.0,3.0,57.0,22.0,28.0,24.0,5.0,8.0,1.0,0.0,7.0,4.0,18.0,0.0
Florentino Luís,19.0,1999.0,POR,MF,Benfica,2.0,2.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1354.0,231.0,43.0,47.0,32.0,37.0,7.0,10.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,121.0,1.0,31.0,76.0,22.0,0.0,119.0,0.0,0.0,0.0,0.0,81.0,243.0,98.0,2.0,4.0,0.0,1.0,0.0,74.0,72.0,0.0,10.0,4.0,6.0,3.0,3.0,10.0,76.0,23.0,24.0,44.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Florin Andone,26.0,1993.0,ROU,FW,Galatasaray,3.0,2.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,18.0,0.0,333.0,18.0,14.0,17.0,7.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,8.0,7.0,58.0,1.0,2.0,33.0,26.0,9.0,53.0,1.0,2.0,1.0,1.0,28.0,194.0,50.0,2.0,1.0,2.0,4.0,0.0,70.0,41.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0,57.0,8.0,2.0,29.0,26.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0
Francis Coquelin,28.0,1991.0,FRA,MF,Valencia,6.0,5.0,429.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3506.0,797.0,66.0,74.0,78.0,85.0,28.0,39.0,1.0,13.0,1.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,57.0,5.0,5.0,252.0,22.0,103.0,144.0,23.0,1.0,250.0,6.0,11.0,7.0,0.0,180.0,609.0,226.0,12.0,3.0,0.0,3.0,5.0,169.0,155.0,5.0,9.0,7.0,2.0,2.0,6.0,5.0,86.0,31.0,44.0,33.0,9.0,7.0,1.0,0.0,6.0,5.0,16.0,0.0
Francisco Reis Ferreira,22.0,1997.0,POR,DF,Benfica,5.0,5.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.2,0.0,3982.0,1600.0,44.0,48.0,81.0,86.0,44.0,53.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,7.0,242.0,47.0,158.0,96.0,3.0,2.0,233.0,4.0,4.0,4.0,0.0,139.0,688.0,465.0,12.0,1.0,0.0,1.0,1.0,155.0,154.0,1.0,6.0,10.0,2.0,0.0,9.0,11.0,35.0,13.0,24.0,9.0,2.0,5.0,2.0,0.0,3.0,6.0,24.0,0.0
Franco Cervi,25.0,1994.0,ARG,MF,Benfica,5.0,5.0,393.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,13.1,0.0,1632.0,409.0,64.0,81.0,35.0,44.0,6.0,16.0,4.0,5.0,1.0,0.0,0.0,3.0,8.0,1.0,5.0,0.0,0.0,0.0,34.0,2.0,6.0,203.0,5.0,46.0,82.0,86.0,13.0,196.0,1.0,3.0,2.0,0.0,128.0,688.0,394.0,23.0,2.0,2.0,4.0,3.0,160.0,123.0,23.0,6.0,4.0,8.0,1.0,3.0,8.0,153.0,35.0,49.0,82.0,22.0,16.0,2.0,0.0,14.0,5.0,2.0,0.0
François Moubandje,29.0,1990.0,SUI,DF,Dinamo,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,250.0,18.0,21.0,11.0,13.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,48.0,3.0,13.0,25.0,10.0,0.0,37.0,0.0,0.0,0.0,0.0,21.0,57.0,33.0,2.0,0.0,0.0,0.0,1.0,25.0,21.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,16.0,3.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Frenkie de Jong,22.0,1997.0,NED,MF,Barcelona,9.0,8.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.7,0.0,9451.0,2117.0,220.0,232.0,216.0,233.0,72.0,81.0,3.0,55.0,10.0,1.0,0.0,2.0,10.0,0.0,2.0,0.0,0.0,0.0,92.0,3.0,2.0,630.0,15.0,131.0,404.0,140.0,8.0,616.0,21.0,21.0,21.0,0.0,485.0,2753.0,1403.0,56.0,15.0,2.0,6.0,12.0,521.0,471.0,15.0,13.0,6.0,9.0,2.0,5.0,14.0,138.0,34.0,38.0,65.0,35.0,10.0,1.0,0.0,9.0,9.0,5.0,0.0
Fyodor Smolov,29.0,1990.0,RUS,FW,Loko,4.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.5,0.0,660.0,37.0,21.0,26.0,10.0,13.0,6.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,12.0,5.0,6.0,90.0,1.0,6.0,41.0,52.0,11.0,86.0,12.0,21.0,13.0,0.0,77.0,411.0,234.0,8.0,4.0,3.0,10.0,7.0,109.0,65.0,20.0,0.0,0.0,2.0,1.0,0.0,1.0,58.0,10.0,3.0,40.0,15.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0
Gabriel,25.0,1993.0,BRA,MF,Benfica,5.0,5.0,440.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0,17.3,0.0,5684.0,1958.0,111.0,123.0,93.0,114.0,58.0,84.0,6.0,44.0,9.0,1.0,0.0,12.0,4.0,0.0,3.0,0.0,0.0,0.0,61.0,10.0,7.0,394.0,17.0,93.0,251.0,79.0,5.0,382.0,7.0,8.0,7.0,0.0,265.0,1259.0,691.0,23.0,7.0,0.0,4.0,9.0,292.0,271.0,8.0,10.0,2.0,11.0,0.0,4.0,18.0,139.0,42.0,47.0,81.0,11.0,6.0,2.0,0.0,4.0,10.0,14.0,0.0
Gabriel Dos Santos,21.0,1997.0,BRA,DF,Lille,6.0,6.0,540.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,20.6,0.0,4623.0,1893.0,64.0,70.0,100.0,112.0,42.0,71.0,0.0,16.0,0.0,0.0,0.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,54.0,14.0,7.0,346.0,48.0,202.0,149.0,9.0,5.0,334.0,1.0,2.0,1.0,0.0,189.0,800.0,452.0,12.0,1.0,0.0,3.0,1.0,198.0,194.0,3.0,9.0,6.0,3.0,0.0,4.0,4.0,60.0,22.0,38.0,22.0,0.0,20.0,7.0,0.0,13.0,12.0,42.0,0.0
Gabriel Jesus,22.0,1997.0,BRA,FW,Manchester,8.0,7.0,589.0,6.0,3.0,0.0,1.0,0.0,0.0,23.0,10.0,12.8,0.0,2267.0,382.0,105.0,117.0,51.0,56.0,5.0,7.0,16.0,7.0,5.0,0.0,0.0,10.0,13.0,4.0,2.0,0.0,0.0,0.0,32.0,12.0,14.0,284.0,3.0,21.0,106.0,172.0,43.0,274.0,18.0,28.0,19.0,0.0,210.0,660.0,282.0,13.0,6.0,3.0,18.0,15.0,315.0,213.0,84.0,5.0,1.0,5.0,2.0,2.0,2.0,146.0,41.0,14.0,56.0,76.0,6.0,2.0,0.0,4.0,7.0,3.0,0.0
Gabriel Paulista,28.0,1990.0,BRA,DF,Valencia,6.0,6.0,539.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,11.8,0.0,5814.0,1875.0,63.0,66.0,132.0,136.0,58.0,80.0,0.0,11.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,54.0,19.0,8.0,376.0,97.0,251.0,135.0,6.0,5.0,360.0,1.0,1.0,1.0,0.0,207.0,1147.0,595.0,16.0,0.0,0.0,1.0,0.0,218.0,218.0,2.0,5.0,6.0,1.0,0.0,2.0,4.0,38.0,12.0,31.0,7.0,0.0,16.0,9.0,0.0,7.0,7.0,59.0,0.0
Gareth Bale,30.0,1989.0,WAL,FW,Real,3.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.9,2.0,444.0,72.0,15.0,20.0,11.0,15.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,59.0,2.0,7.0,24.0,33.0,4.0,57.0,2.0,3.0,2.0,0.0,40.0,271.0,123.0,5.0,2.0,2.0,3.0,0.0,62.0,47.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,5.0,5.0,10.0,11.0,3.0,0.0,0.0,3.0,3.0,1.0,0.0
Gedson Fernandes,20.0,1999.0,POR,MF,Benfica,4.0,3.0,209.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,37.3,0.0,565.0,118.0,26.0,34.0,13.0,19.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,6.0,5.0,2.0,5.0,0.0,0.0,0.0,21.0,0.0,1.0,112.0,6.0,23.0,50.0,43.0,6.0,111.0,4.0,6.0,5.0,0.0,71.0,246.0,121.0,10.0,1.0,0.0,5.0,7.0,96.0,69.0,16.0,3.0,5.0,1.0,0.0,2.0,5.0,71.0,11.0,19.0,38.0,14.0,7.0,2.0,0.0,5.0,0.0,6.0,0.0
Geoffrey Kondogbia,26.0,1993.0,CTA,MF,Valencia,5.0,5.0,405.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,19.4,0.0,3696.0,868.0,57.0,62.0,81.0,86.0,33.0,46.0,1.0,14.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,45.0,7.0,9.0,267.0,18.0,87.0,180.0,23.0,3.0,258.0,2.0,3.0,2.0,0.0,170.0,891.0,409.0,9.0,3.0,0.0,5.0,6.0,171.0,161.0,5.0,15.0,5.0,14.0,1.0,7.0,6.0,119.0,43.0,57.0,50.0,12.0,14.0,2.0,0.0,12.0,5.0,11.0,0.0
Georginio Wijnaldum,28.0,1990.0,NED,MF,Liverpool,8.0,5.0,552.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,14.8,0.0,5011.0,962.0,151.0,168.0,121.0,129.0,22.0,29.0,7.0,34.0,2.0,1.0,0.0,2.0,10.0,1.0,4.0,0.0,0.0,0.0,59.0,11.0,6.0,406.0,3.0,38.0,249.0,144.0,29.0,399.0,11.0,17.0,14.0,1.0,317.0,1744.0,874.0,46.0,13.0,3.0,13.0,7.0,362.0,309.0,31.0,7.0,3.0,6.0,1.0,3.0,5.0,120.0,54.0,32.0,62.0,26.0,9.0,1.0,0.0,8.0,5.0,4.0,0.0
Gerard Piqué,32.0,1987.0,ESP,DF,Barcelona,7.0,7.0,629.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,4.9,0.0,10636.0,2823.0,129.0,135.0,273.0,285.0,80.0,100.0,1.0,38.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,21.0,6.0,604.0,110.0,289.0,356.0,8.0,3.0,589.0,1.0,2.0,2.0,0.0,408.0,2791.0,1658.0,48.0,3.0,0.0,0.0,3.0,453.0,444.0,2.0,5.0,5.0,3.0,0.0,5.0,4.0,62.0,15.0,31.0,30.0,1.0,12.0,7.0,0.0,5.0,10.0,39.0,1.0
Gianluca Gaetano,19.0,2000.0,ITA,MF,Napoli,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,4.0,1.0,0.0,6.0,1.0,2.0,1.0,1.0,6.0,32.0,9.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gio Reyna,16.0,2002.0,USA,FW,Dortmund,2.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,259.0,74.0,13.0,15.0,6.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,31.0,0.0,6.0,9.0,18.0,1.0,30.0,3.0,3.0,3.0,0.0,28.0,131.0,61.0,3.0,1.0,0.0,0.0,1.0,25.0,22.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,13.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Giorgos Masouras,25.0,1994.0,GRE,FW,Olympiacos,6.0,5.0,423.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,14.6,0.0,2140.0,569.0,57.0,65.0,34.0,38.0,18.0,34.0,7.0,6.0,1.0,0.0,0.0,9.0,4.0,2.0,9.0,0.0,0.0,0.0,31.0,3.0,6.0,203.0,6.0,44.0,82.0,90.0,18.0,182.0,5.0,15.0,6.0,2.0,129.0,624.0,342.0,16.0,4.0,2.0,8.0,2.0,166.0,118.0,33.0,8.0,8.0,7.0,0.0,8.0,11.0,112.0,32.0,35.0,51.0,26.0,6.0,1.0,0.0,5.0,7.0,4.0,0.0
Giovani Lo Celso,23.0,1996.0,ARG,MF,Tottenham,5.0,4.0,330.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,4.0,20.3,2.0,3142.0,788.0,91.0,106.0,73.0,82.0,18.0,40.0,7.0,12.0,5.0,0.0,0.0,4.0,7.0,0.0,8.0,0.0,0.0,0.0,37.0,4.0,5.0,285.0,8.0,43.0,150.0,113.0,12.0,258.0,11.0,15.0,11.0,0.0,203.0,973.0,492.0,18.0,7.0,0.0,3.0,5.0,211.0,192.0,19.0,4.0,3.0,4.0,1.0,4.0,8.0,100.0,20.0,29.0,59.0,12.0,8.0,1.0,0.0,7.0,3.0,2.0,0.0
Giovanni Di Lorenzo,25.0,1993.0,ITA,DF,Napoli,8.0,8.0,720.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,16.1,0.0,6546.0,2664.0,201.0,227.0,156.0,184.0,31.0,46.0,5.0,28.0,3.0,0.0,0.0,7.0,14.0,0.0,9.0,0.0,0.0,0.0,63.0,13.0,11.0,566.0,25.0,236.0,268.0,109.0,9.0,501.0,8.0,15.0,9.0,4.0,391.0,2016.0,1177.0,42.0,11.0,3.0,8.0,11.0,417.0,386.0,16.0,13.0,8.0,6.0,1.0,6.0,7.0,101.0,31.0,64.0,26.0,11.0,15.0,2.0,0.0,13.0,4.0,13.0,0.0
Gonzalo Higuaín,31.0,1987.0,ARG,FW,Juventus,8.0,5.0,510.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,8.0,15.2,0.0,2202.0,330.0,47.0,57.0,45.0,55.0,20.0,28.0,4.0,9.0,6.0,1.0,0.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,20.0,1.0,6.0,198.0,5.0,12.0,98.0,99.0,21.0,187.0,13.0,17.0,13.0,0.0,143.0,640.0,262.0,19.0,6.0,2.0,5.0,7.0,230.0,155.0,50.0,1.0,0.0,0.0,1.0,0.0,4.0,109.0,19.0,6.0,56.0,47.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
Gonçalo Guedes,22.0,1996.0,POR,FW,Valencia,3.0,2.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.5,0.0,912.0,201.0,29.0,36.0,23.0,34.0,4.0,8.0,2.0,4.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,1.0,0.0,0.0,12.0,0.0,3.0,114.0,2.0,9.0,52.0,59.0,7.0,107.0,4.0,6.0,4.0,0.0,90.0,578.0,295.0,15.0,4.0,1.0,4.0,7.0,105.0,84.0,22.0,2.0,1.0,2.0,0.0,1.0,2.0,45.0,17.0,11.0,18.0,16.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0
Grzegorz Krychowiak,29.0,1990.0,POL,MF,Loko,6.0,6.0,532.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,9.0,18.6,0.0,2625.0,633.0,55.0,68.0,63.0,75.0,16.0,27.0,2.0,17.0,2.0,0.0,0.0,9.0,18.0,1.0,1.0,0.0,0.0,0.0,38.0,11.0,8.0,254.0,9.0,58.0,160.0,54.0,7.0,251.0,7.0,10.0,7.0,0.0,166.0,777.0,380.0,19.0,4.0,1.0,5.0,10.0,210.0,171.0,15.0,6.0,3.0,5.0,3.0,4.0,8.0,149.0,36.0,48.0,78.0,23.0,12.0,3.0,0.0,9.0,6.0,8.0,0.0
Guilherme,28.0,1991.0,BRA,MF,Olympiacos,5.0,5.0,450.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,3.0,22.1,0.0,4714.0,1109.0,68.0,80.0,93.0,97.0,49.0,56.0,5.0,12.0,2.0,0.0,0.0,6.0,10.0,1.0,1.0,0.0,1.0,0.0,41.0,4.0,5.0,295.0,11.0,96.0,178.0,41.0,9.0,282.0,13.0,14.0,13.0,0.0,211.0,944.0,396.0,22.0,4.0,2.0,3.0,5.0,217.0,209.0,9.0,5.0,7.0,1.0,0.0,3.0,17.0,84.0,22.0,45.0,35.0,4.0,10.0,4.0,0.0,6.0,2.0,8.0,1.0
Hakim Ziyech,26.0,1993.0,MAR,FW,Ajax,6.0,6.0,495.0,2.0,4.0,0.0,0.0,0.0,0.0,19.0,4.0,22.2,1.0,4322.0,1685.0,119.0,135.0,85.0,108.0,32.0,76.0,15.0,24.0,23.0,4.0,0.0,11.0,3.0,1.0,21.0,0.0,0.0,0.0,43.0,1.0,6.0,419.0,1.0,42.0,177.0,232.0,18.0,370.0,17.0,34.0,18.0,5.0,325.0,1430.0,781.0,49.0,17.0,4.0,8.0,9.0,351.0,300.0,34.0,8.0,4.0,4.0,5.0,5.0,19.0,136.0,34.0,20.0,63.0,53.0,5.0,0.0,0.0,5.0,3.0,0.0,0.0
Hans Hateboer,25.0,1994.0,NED,DF,Atalanta,9.0,7.0,590.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,3.0,9.5,0.0,3390.0,1236.0,129.0,144.0,73.0,94.0,14.0,26.0,5.0,13.0,7.0,4.0,0.0,9.0,6.0,1.0,11.0,0.0,0.0,0.0,45.0,10.0,15.0,346.0,24.0,98.0,134.0,127.0,18.0,296.0,4.0,9.0,4.0,0.0,182.0,899.0,491.0,20.0,8.0,2.0,8.0,4.0,237.0,200.0,24.0,8.0,8.0,5.0,0.0,5.0,8.0,79.0,23.0,29.0,36.0,14.0,16.0,2.0,0.0,14.0,2.0,18.0,2.0
Hans Vanaken,26.0,1992.0,BEL,MF,Club,6.0,6.0,540.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,16.7,2.0,4759.0,1225.0,107.0,119.0,94.0,111.0,38.0,46.0,7.0,24.0,4.0,1.0,0.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,54.0,1.0,5.0,335.0,11.0,72.0,180.0,102.0,5.0,309.0,7.0,7.0,7.0,0.0,237.0,1080.0,435.0,19.0,6.0,0.0,5.0,9.0,258.0,224.0,21.0,7.0,4.0,4.0,2.0,5.0,17.0,200.0,43.0,34.0,97.0,69.0,8.0,2.0,0.0,6.0,2.0,6.0,0.0
Haris Seferović,27.0,1992.0,SUI,FW,Benfica,5.0,2.0,208.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,15.7,0.0,518.0,97.0,26.0,33.0,8.0,11.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,4.0,72.0,1.0,3.0,24.0,46.0,14.0,67.0,4.0,6.0,4.0,0.0,51.0,175.0,67.0,5.0,0.0,2.0,3.0,3.0,99.0,54.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,13.0,0.0,24.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Kane,26.0,1993.0,ENG,FW,Tottenham,5.0,5.0,450.0,6.0,0.0,2.0,2.0,1.0,0.0,21.0,7.0,14.2,2.0,1435.0,357.0,41.0,46.0,26.0,36.0,10.0,16.0,3.0,10.0,9.0,2.0,0.0,5.0,7.0,3.0,7.0,1.0,0.0,0.0,16.0,8.0,5.0,162.0,4.0,8.0,65.0,98.0,36.0,154.0,10.0,17.0,11.0,0.0,123.0,569.0,262.0,18.0,4.0,6.0,7.0,4.0,216.0,128.0,56.0,1.0,0.0,1.0,1.0,0.0,2.0,74.0,20.0,0.0,28.0,46.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0
Harry Winks,23.0,1996.0,ENG,MF,Tottenham,5.0,5.0,440.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,29.0,0.0,5222.0,1458.0,112.0,124.0,133.0,143.0,29.0,47.0,5.0,27.0,2.0,0.0,0.0,9.0,5.0,0.0,4.0,0.0,0.0,0.0,58.0,0.0,2.0,377.0,11.0,85.0,245.0,69.0,1.0,366.0,10.0,15.0,11.0,1.0,278.0,1173.0,589.0,22.0,3.0,1.0,3.0,8.0,273.0,266.0,7.0,13.0,4.0,8.0,2.0,3.0,10.0,89.0,28.0,26.0,49.0,14.0,6.0,3.0,0.0,3.0,7.0,11.0,2.0
Hirving Lozano,24.0,1995.0,MEX,FW,Napoli,7.0,5.0,412.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,17.7,0.0,1107.0,214.0,49.0,57.0,29.0,34.0,1.0,4.0,4.0,4.0,2.0,0.0,0.0,7.0,6.0,7.0,6.0,0.0,0.0,0.0,19.0,1.0,10.0,164.0,3.0,20.0,69.0,85.0,18.0,157.0,7.0,13.0,7.0,0.0,125.0,710.0,403.0,30.0,6.0,10.0,11.0,9.0,217.0,118.0,44.0,3.0,3.0,1.0,1.0,2.0,6.0,94.0,23.0,18.0,37.0,39.0,8.0,1.0,0.0,7.0,1.0,2.0,0.0
Houssem Aouar,21.0,1998.0,FRA,MF,Lyon,8.0,8.0,711.0,1.0,4.0,0.0,0.0,1.0,0.0,9.0,5.0,16.3,0.0,4276.0,1249.0,137.0,154.0,85.0,98.0,24.0,46.0,9.0,32.0,2.0,0.0,0.0,10.0,27.0,1.0,11.0,1.0,0.0,0.0,50.0,5.0,7.0,438.0,3.0,71.0,251.0,153.0,25.0,425.0,38.0,58.0,39.0,3.0,361.0,1863.0,1103.0,49.0,13.0,11.0,21.0,26.0,379.0,337.0,37.0,10.0,7.0,8.0,2.0,3.0,19.0,188.0,55.0,65.0,100.0,23.0,10.0,1.0,0.0,9.0,4.0,3.0,0.0
Hwang Hee-chan,23.0,1996.0,KOR,FW,RB,6.0,6.0,540.0,3.0,3.0,0.0,0.0,0.0,0.0,14.0,9.0,16.0,0.0,1926.0,477.0,63.0,77.0,54.0,67.0,7.0,17.0,14.0,8.0,11.0,2.0,0.0,13.0,6.0,4.0,8.0,2.0,0.0,0.0,50.0,2.0,13.0,245.0,5.0,16.0,85.0,158.0,44.0,234.0,11.0,20.0,11.0,1.0,180.0,994.0,496.0,38.0,11.0,12.0,18.0,9.0,302.0,170.0,76.0,2.0,0.0,2.0,3.0,1.0,2.0,85.0,25.0,5.0,39.0,41.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0
Héctor Herrera,29.0,1990.0,MEX,MF,Atlético,6.0,3.0,265.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,15.4,0.0,2943.0,816.0,75.0,81.0,65.0,71.0,19.0,24.0,6.0,15.0,3.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,40.0,4.0,4.0,218.0,7.0,41.0,144.0,52.0,3.0,213.0,3.0,7.0,3.0,0.0,154.0,870.0,396.0,19.0,6.0,0.0,1.0,5.0,167.0,152.0,10.0,3.0,2.0,0.0,1.0,3.0,10.0,73.0,18.0,18.0,43.0,12.0,6.0,0.0,0.0,6.0,2.0,4.0,0.0
Ianis Hagi,20.0,1998.0,ROU,MF,Genk,5.0,1.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,19.9,1.0,1019.0,504.0,22.0,25.0,12.0,21.0,13.0,28.0,6.0,5.0,6.0,3.0,0.0,1.0,4.0,0.0,7.0,0.0,0.0,0.0,11.0,1.0,2.0,104.0,1.0,10.0,40.0,62.0,7.0,82.0,4.0,7.0,4.0,2.0,64.0,330.0,180.0,11.0,4.0,2.0,3.0,3.0,86.0,63.0,15.0,2.0,0.0,1.0,2.0,2.0,7.0,63.0,17.0,11.0,35.0,17.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0
Ibrahim Traoré,30.0,1988.0,CIV,MF,Slavia,4.0,2.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,1113.0,236.0,25.0,26.0,30.0,38.0,7.0,8.0,0.0,5.0,2.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,7.0,88.0,4.0,17.0,46.0,30.0,2.0,88.0,0.0,1.0,0.0,0.0,66.0,322.0,156.0,8.0,2.0,0.0,1.0,2.0,73.0,63.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,66.0,22.0,13.0,38.0,15.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0
