Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Alan Patrick,29.0,1991.0,BRA,MF,Shakhtar,5.0,1.0,161.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95.0,114.0,1534.0,341.0,45.0,52.0,47.0,53.0,2.0,5.0,0.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,6.0,130.0,1.0,27.0,76.0,31.0,0.0,130.0,6.0,6.0,0.0,78.0,428.0,161.0,0.0,7.0,0.0,1.0,4.0,100.0,5.0,5.0,2.0,2.0,2.0,1.0,3.0,8.0,5.0,3.0,0.0,3.0,2.0,3.0,0.0
Alassane Pléa,27.0,1993.0,FRA,FW,M'Gladbach,8.0,6.0,539.0,5.0,16.0,7.0,15.6,2.0,0.0,0.0,116.0,159.0,1785.0,440.0,66.0,82.0,36.0,46.0,9.0,13.0,2.0,8.0,7.0,11.0,1.0,18.0,1.0,0.0,0.0,7.0,8.0,4.0,9.0,0.0,0.0,0.0,23.0,3.0,9.0,213.0,2.0,18.0,107.0,89.0,18.0,213.0,9.0,4.0,5.0,115.0,669.0,335.0,14.0,8.0,1.0,11.0,6.0,164.0,26.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,5.0,0.0,5.0,2.0,0.0,0.0
Albert Vallci,25.0,1995.0,AUT,DF,RB,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,564.0,179.0,16.0,20.0,13.0,15.0,3.0,6.0,0.0,0.0,4.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,52.0,2.0,8.0,30.0,14.0,0.0,52.0,1.0,1.0,0.0,28.0,157.0,35.0,1.0,0.0,0.0,0.0,0.0,25.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0
Aleksandar Kolarov,34.0,1985.0,SRB,DF,Inter,1.0,1.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,63.0,72.0,1230.0,473.0,18.0,20.0,39.0,40.0,6.0,12.0,0.0,2.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,78.0,7.0,31.0,41.0,7.0,0.0,78.0,2.0,2.0,0.0,39.0,209.0,172.0,1.0,1.0,0.0,0.0,0.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0
Aleksandr Erokhin,30.0,1989.0,RUS,MF,Zenit,5.0,4.0,271.0,1.0,3.0,1.0,12.7,0.0,0.0,0.0,51.0,67.0,609.0,180.0,34.0,40.0,12.0,16.0,1.0,2.0,0.0,3.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,7.0,1.0,3.0,4.0,0.0,0.0,0.0,13.0,4.0,9.0,104.0,3.0,21.0,40.0,45.0,7.0,104.0,5.0,1.0,4.0,48.0,287.0,97.0,3.0,2.0,2.0,4.0,3.0,64.0,14.0,6.0,3.0,0.0,4.0,2.0,1.0,4.0,3.0,3.0,0.0,3.0,4.0,2.0,0.0
Aleksandr Silyanov,19.0,2001.0,RUS,MF,Loko,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,27.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aleksei Miranchuk,24.0,1995.0,RUS,MF,Atalanta,3.0,0.0,24.0,1.0,1.0,1.0,17.6,0.0,0.0,0.0,11.0,16.0,187.0,39.0,5.0,7.0,5.0,6.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,24.0,0.0,3.0,11.0,11.0,2.0,24.0,2.0,2.0,0.0,15.0,103.0,53.0,3.0,3.0,1.0,4.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Aleksei Sutormin,26.0,1994.0,RUS,DF,Zenit,5.0,2.0,245.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,157.0,182.0,2486.0,761.0,81.0,88.0,56.0,65.0,12.0,16.0,1.0,5.0,6.0,2.0,0.0,12.0,1.0,0.0,0.0,5.0,5.0,1.0,6.0,0.0,0.0,0.0,19.0,0.0,1.0,218.0,15.0,59.0,92.0,69.0,7.0,218.0,8.0,5.0,3.0,88.0,512.0,256.0,7.0,4.0,2.0,5.0,6.0,128.0,16.0,6.0,4.0,4.0,1.0,1.0,4.0,11.0,7.0,3.0,1.0,2.0,2.0,4.0,0.0
Alessandro Bastoni,21.0,1999.0,ITA,DF,Inter,6.0,5.0,411.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,288.0,342.0,5645.0,1435.0,107.0,116.0,143.0,155.0,37.0,60.0,1.0,3.0,35.0,3.0,1.0,33.0,2.0,0.0,0.0,5.0,3.0,0.0,4.0,0.0,0.0,0.0,26.0,8.0,3.0,368.0,23.0,121.0,223.0,27.0,4.0,368.0,3.0,1.0,2.0,250.0,1315.0,911.0,16.0,2.0,0.0,2.0,0.0,295.0,11.0,5.0,2.0,3.0,2.0,0.0,3.0,7.0,4.0,1.0,0.0,1.0,4.0,8.0,0.0
Alessandro Florenzi,29.0,1991.0,ITA,DF,Paris,10.0,10.0,807.0,0.0,4.0,1.0,20.8,0.0,0.0,0.0,341.0,437.0,5097.0,1730.0,182.0,203.0,106.0,127.0,28.0,59.0,0.0,8.0,20.0,6.0,3.0,28.0,0.0,0.0,0.0,5.0,4.0,0.0,24.0,0.0,0.0,0.0,42.0,4.0,9.0,508.0,39.0,194.0,213.0,103.0,12.0,508.0,10.0,6.0,4.0,252.0,1034.0,559.0,9.0,7.0,2.0,12.0,0.0,312.0,36.0,11.0,6.0,8.0,3.0,0.0,2.0,14.0,12.0,7.0,3.0,4.0,10.0,17.0,0.0
Alex Oxlade-Chamberlain,26.0,1993.0,ENG,MF,Liverpool,3.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,309.0,59.0,6.0,7.0,5.0,7.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,23.0,1.0,1.0,11.0,12.0,1.0,23.0,2.0,1.0,1.0,14.0,148.0,82.0,2.0,2.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Sandro,29.0,1991.0,BRA,DF,Juventus,5.0,5.0,480.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,334.0,401.0,5397.0,1584.0,163.0,177.0,139.0,167.0,22.0,34.0,1.0,10.0,26.0,7.0,4.0,37.0,1.0,0.0,0.0,10.0,10.0,1.0,17.0,0.0,0.0,0.0,41.0,16.0,10.0,456.0,18.0,89.0,241.0,130.0,11.0,456.0,7.0,6.0,1.0,256.0,1084.0,611.0,16.0,17.0,2.0,4.0,4.0,304.0,26.0,10.0,6.0,4.0,3.0,3.0,5.0,13.0,8.0,9.0,1.0,8.0,15.0,8.0,0.0
Alex Telles,27.0,1992.0,BRA,DF,Manchester,4.0,4.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,168.0,1804.0,822.0,64.0,74.0,30.0,44.0,13.0,31.0,0.0,10.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,33.0,0.0,0.0,0.0,13.0,3.0,1.0,194.0,5.0,33.0,101.0,63.0,0.0,194.0,3.0,2.0,1.0,78.0,404.0,199.0,6.0,3.0,0.0,4.0,5.0,102.0,18.0,7.0,5.0,2.0,4.0,1.0,3.0,7.0,4.0,5.0,0.0,5.0,1.0,3.0,0.0
Alexander Scholz,27.0,1992.0,DEN,DF,Midtjylland,6.0,6.0,540.0,2.0,3.0,2.0,24.7,0.0,1.0,1.0,262.0,310.0,5501.0,2053.0,71.0,79.0,143.0,161.0,46.0,63.0,0.0,4.0,17.0,3.0,0.0,27.0,1.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,50.0,8.0,5.0,364.0,52.0,201.0,150.0,19.0,5.0,363.0,4.0,4.0,0.0,195.0,1174.0,692.0,4.0,2.0,0.0,1.0,2.0,196.0,1.0,9.0,4.0,7.0,2.0,0.0,5.0,9.0,4.0,8.0,3.0,5.0,12.0,21.0,0.0
Alexander Sørloth,24.0,1995.0,NOR,MF,RB,4.0,0.0,114.0,1.0,4.0,1.0,13.6,0.0,0.0,0.0,26.0,30.0,401.0,56.0,15.0,17.0,9.0,10.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,5.0,6.0,48.0,1.0,2.0,19.0,27.0,7.0,48.0,1.0,0.0,1.0,24.0,84.0,24.0,0.0,2.0,0.0,6.0,1.0,37.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandru Epureanu,33.0,1986.0,MDA,DF,Başakşehir,5.0,4.0,405.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,169.0,207.0,3346.0,1223.0,50.0,56.0,92.0,109.0,24.0,37.0,0.0,0.0,8.0,0.0,0.0,12.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,17.0,7.0,8.0,253.0,38.0,145.0,103.0,6.0,3.0,253.0,1.0,0.0,1.0,149.0,522.0,261.0,0.0,1.0,0.0,1.0,0.0,155.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,5.0,3.0,6.0,5.0,1.0,10.0,21.0,1.0
Alexis Sánchez,31.0,1988.0,CHI,FW,Inter,5.0,1.0,121.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,36.0,48.0,590.0,182.0,16.0,18.0,14.0,17.0,3.0,5.0,0.0,4.0,4.0,4.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,7.0,63.0,3.0,4.0,21.0,38.0,8.0,63.0,6.0,3.0,3.0,35.0,192.0,63.0,3.0,2.0,2.0,2.0,4.0,48.0,17.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
Alphonso Davies,19.0,2000.0,CAN,DF,Bayern,6.0,3.0,321.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,263.0,302.0,3968.0,1122.0,136.0,151.0,112.0,126.0,8.0,11.0,0.0,1.0,28.0,8.0,0.0,37.0,0.0,0.0,0.0,5.0,3.0,1.0,8.0,0.0,0.0,0.0,34.0,2.0,1.0,346.0,10.0,72.0,174.0,110.0,12.0,346.0,21.0,18.0,3.0,221.0,1491.0,990.0,25.0,15.0,5.0,10.0,4.0,235.0,22.0,8.0,3.0,3.0,5.0,0.0,5.0,10.0,5.0,7.0,1.0,6.0,6.0,5.0,0.0
Alyaksandr Martynovich,32.0,1987.0,BLR,DF,Krasnodar,5.0,5.0,450.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,132.0,178.0,2753.0,1339.0,39.0,43.0,72.0,83.0,20.0,46.0,1.0,1.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,10.0,235.0,31.0,129.0,94.0,12.0,5.0,235.0,1.0,0.0,1.0,132.0,506.0,212.0,1.0,1.0,1.0,0.0,0.0,132.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,4.0,2.0,9.0,26.0,0.0
Amad Diallo,18.0,2002.0,CIV,FW,Atalanta,1.0,0.0,23.0,0.0,3.0,2.0,15.0,0.0,0.0,0.0,8.0,10.0,92.0,60.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,0.0,2.0,13.0,3.0,15.0,0.0,0.0,0.0,8.0,60.0,35.0,1.0,2.0,1.0,2.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadou Haidara,22.0,1998.0,MLI,MF,RB,6.0,5.0,426.0,1.0,7.0,4.0,15.4,0.0,0.0,0.0,170.0,213.0,2210.0,720.0,102.0,116.0,45.0,58.0,6.0,13.0,1.0,3.0,21.0,2.0,1.0,19.0,1.0,0.0,0.0,5.0,6.0,1.0,3.0,0.0,0.0,0.0,27.0,8.0,6.0,268.0,4.0,45.0,156.0,69.0,13.0,268.0,4.0,4.0,0.0,139.0,542.0,256.0,6.0,5.0,3.0,5.0,2.0,174.0,18.0,16.0,8.0,4.0,11.0,1.0,10.0,20.0,10.0,8.0,0.0,8.0,9.0,4.0,0.0
Ander Herrera,30.0,1989.0,ESP,MF,Paris,10.0,5.0,539.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,274.0,334.0,3657.0,1067.0,169.0,189.0,79.0,91.0,10.0,23.0,0.0,4.0,20.0,4.0,1.0,31.0,3.0,0.0,0.0,9.0,14.0,0.0,4.0,0.0,0.0,0.0,44.0,2.0,7.0,434.0,27.0,129.0,245.0,61.0,5.0,434.0,4.0,3.0,1.0,247.0,848.0,357.0,5.0,5.0,1.0,10.0,6.0,287.0,12.0,20.0,12.0,5.0,13.0,2.0,6.0,21.0,15.0,25.0,7.0,18.0,13.0,11.0,0.0
Anders Dreyer,22.0,1998.0,DEN,FW,Midtjylland,6.0,6.0,491.0,1.0,13.0,6.0,17.6,1.0,0.0,0.0,100.0,146.0,1798.0,654.0,50.0,63.0,33.0,48.0,13.0,25.0,0.0,4.0,5.0,7.0,0.0,17.0,0.0,0.0,0.0,4.0,5.0,1.0,19.0,1.0,0.0,0.0,16.0,2.0,5.0,188.0,1.0,14.0,74.0,103.0,17.0,188.0,10.0,6.0,4.0,98.0,632.0,311.0,12.0,8.0,4.0,10.0,3.0,121.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,7.0,6.0,0.0,6.0,4.0,1.0,0.0
Andrea Pinamonti,21.0,1999.0,ITA,FW,Inter,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,43.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Bouchalakis,27.0,1993.0,GRE,MF,Olympiacos,6.0,5.0,418.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,206.0,251.0,3666.0,1042.0,94.0,113.0,82.0,92.0,26.0,32.0,0.0,1.0,25.0,4.0,0.0,35.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,28.0,10.0,1.0,297.0,9.0,63.0,197.0,39.0,4.0,297.0,4.0,2.0,2.0,150.0,660.0,263.0,2.0,3.0,0.0,4.0,2.0,198.0,2.0,7.0,1.0,0.0,6.0,1.0,3.0,8.0,5.0,5.0,1.0,4.0,9.0,3.0,2.0
Andreas Christensen,24.0,1996.0,DEN,DF,Chelsea,7.0,6.0,592.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,358.0,404.0,6464.0,2400.0,148.0,158.0,183.0,196.0,24.0,42.0,0.0,0.0,19.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,11.0,449.0,47.0,201.0,247.0,4.0,0.0,449.0,0.0,0.0,0.0,274.0,1297.0,780.0,4.0,3.0,0.0,0.0,0.0,327.0,0.0,3.0,2.0,0.0,3.0,0.0,2.0,5.0,3.0,4.0,4.0,0.0,10.0,21.0,0.0
Andreas Pereira,24.0,1996.0,BRA,MF,Lazio,5.0,0.0,138.0,0.0,3.0,1.0,25.2,1.0,0.0,0.0,53.0,77.0,938.0,282.0,25.0,30.0,19.0,27.0,7.0,12.0,1.0,4.0,9.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,3.0,106.0,1.0,13.0,46.0,48.0,4.0,106.0,4.0,1.0,3.0,57.0,350.0,153.0,3.0,7.0,0.0,5.0,3.0,67.0,10.0,6.0,4.0,1.0,5.0,0.0,3.0,6.0,3.0,5.0,0.0,5.0,1.0,0.0,0.0
Andreas Ulmer,34.0,1985.0,AUT,DF,RB,6.0,6.0,540.0,0.0,9.0,3.0,19.9,0.0,0.0,0.0,188.0,273.0,2884.0,1222.0,104.0,123.0,69.0,98.0,9.0,38.0,0.0,6.0,16.0,8.0,2.0,29.0,0.0,0.0,0.0,6.0,2.0,0.0,20.0,0.0,0.0,0.0,39.0,4.0,3.0,341.0,17.0,91.0,131.0,122.0,10.0,341.0,4.0,0.0,4.0,169.0,1035.0,571.0,13.0,11.0,3.0,4.0,3.0,184.0,46.0,18.0,12.0,10.0,7.0,1.0,7.0,14.0,7.0,7.0,1.0,6.0,11.0,8.0,0.0
Andrei Mostovoy,22.0,1997.0,RUS,FW,Zenit,5.0,1.0,197.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,63.0,84.0,805.0,99.0,41.0,49.0,18.0,23.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,5.0,98.0,0.0,5.0,37.0,57.0,8.0,98.0,7.0,4.0,3.0,64.0,442.0,181.0,7.0,7.0,3.0,1.0,4.0,80.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Andrew Robertson,26.0,1994.0,SCO,DF,Liverpool,10.0,8.0,754.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,523.0,664.0,8280.0,3103.0,282.0,322.0,193.0,237.0,34.0,71.0,0.0,13.0,34.0,7.0,1.0,48.0,1.0,0.0,0.0,3.0,1.0,0.0,38.0,0.0,0.0,0.0,56.0,6.0,7.0,714.0,24.0,170.0,351.0,204.0,13.0,714.0,15.0,7.0,8.0,445.0,2686.0,1871.0,38.0,30.0,2.0,2.0,2.0,447.0,37.0,6.0,3.0,4.0,1.0,1.0,3.0,8.0,5.0,7.0,1.0,6.0,6.0,12.0,0.0
