Player,Age,Born,Nation,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Alejandro Balde,17.0,2003.0,ESP,DF,Barcelona,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.2,0.0,184.0,62.0,8.0,8.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,12.0,9.0,1.0,17.0,1.0,1.0,1.0,0.0,16.0,103.0,83.0,4.0,2.0,0.0,0.0,1.0,20.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandar Kolarov,35.0,1985.0,SRB,DF,Inter,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,61.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,36.0,20.0,2.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Erokhin,31.0,1989.0,RUS,MF,Zenit,6.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,463.0,90.0,8.0,9.0,14.0,18.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,10.0,3.0,1.0,50.0,3.0,7.0,22.0,22.0,6.0,50.0,0.0,0.0,0.0,0.0,29.0,85.0,27.0,1.0,1.0,0.0,2.0,2.0,41.0,31.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,20.0,7.0,6.0,6.0,8.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0
Aleksei Miranchuk,25.0,1995.0,RUS,FW,Atalanta,2.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.1,0.0,197.0,36.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,21.0,0.0,3.0,8.0,11.0,5.0,21.0,2.0,3.0,2.0,0.0,15.0,57.0,33.0,2.0,0.0,1.0,2.0,1.0,24.0,16.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksei Sutormin,27.0,1994.0,RUS,DF,Zenit,4.0,3.0,293.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,19.9,0.0,2890.0,984.0,87.0,92.0,63.0,74.0,15.0,19.0,1.0,13.0,7.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,13.0,1.0,5.0,208.0,10.0,59.0,97.0,64.0,4.0,183.0,0.0,0.0,0.0,0.0,137.0,562.0,346.0,14.0,5.0,3.0,4.0,3.0,168.0,156.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,19.0,26.0,14.0,14.0,3.0,0.0,0.0,3.0,1.0,4.0,0.0
Alessandro Bastoni,22.0,1999.0,ITA,DF,Inter,8.0,7.0,667.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,20.4,0.0,7142.0,2237.0,153.0,166.0,181.0,194.0,40.0,56.0,1.0,35.0,6.0,1.0,0.0,11.0,8.0,0.0,7.0,0.0,0.0,0.0,67.0,11.0,6.0,500.0,88.0,220.0,243.0,75.0,6.0,470.0,1.0,3.0,1.0,0.0,329.0,1669.0,1026.0,43.0,12.0,1.0,3.0,5.0,354.0,341.0,9.0,7.0,7.0,2.0,0.0,4.0,7.0,108.0,42.0,55.0,46.0,7.0,14.0,1.0,0.0,13.0,13.0,18.0,0.0
Alessandro Florenzi,30.0,1991.0,ITA,DF,Milan,4.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.4,0.0,562.0,219.0,11.0,13.0,11.0,15.0,5.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,7.0,51.0,10.0,25.0,18.0,9.0,2.0,46.0,0.0,0.0,0.0,0.0,27.0,114.0,70.0,1.0,0.0,0.0,1.0,0.0,35.0,26.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0,4.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0
Alessio Romagnoli,26.0,1995.0,ITA,DF,Milan,5.0,4.0,393.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,3851.0,1453.0,62.0,70.0,102.0,114.0,26.0,43.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,13.0,2.0,278.0,48.0,178.0,105.0,7.0,3.0,262.0,0.0,0.0,0.0,0.0,161.0,874.0,396.0,7.0,0.0,0.0,1.0,0.0,181.0,175.0,1.0,7.0,7.0,4.0,2.0,5.0,0.0,41.0,15.0,21.0,18.0,2.0,6.0,4.0,0.0,2.0,7.0,18.0,0.0
Alex Oxlade-Chamberlain,27.0,1993.0,ENG,MF,Liverpool,6.0,3.0,301.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,21.6,1.0,3077.0,786.0,53.0,59.0,50.0,61.0,33.0,47.0,2.0,19.0,4.0,1.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,2.0,224.0,5.0,39.0,129.0,81.0,9.0,209.0,7.0,10.0,7.0,0.0,169.0,984.0,517.0,29.0,8.0,3.0,6.0,9.0,164.0,149.0,8.0,8.0,3.0,7.0,2.0,1.0,2.0,48.0,21.0,12.0,25.0,11.0,6.0,0.0,0.0,6.0,8.0,2.0,0.0
Alex Sandro,30.0,1991.0,BRA,DF,Juventus,7.0,7.0,552.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,12.7,0.0,5679.0,1704.0,133.0,151.0,137.0,154.0,35.0,53.0,4.0,17.0,7.0,2.0,0.0,8.0,11.0,0.0,8.0,0.0,0.0,0.0,53.0,10.0,6.0,434.0,25.0,153.0,209.0,107.0,15.0,392.0,3.0,5.0,5.0,2.0,288.0,1772.0,1134.0,50.0,19.0,3.0,4.0,9.0,311.0,293.0,11.0,9.0,10.0,2.0,4.0,7.0,4.0,71.0,18.0,37.0,25.0,9.0,10.0,0.0,0.0,10.0,6.0,9.0,0.0
Alex Teixeira,31.0,1990.0,BRA,MF,Beşiktaş,3.0,2.0,182.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.1,0.0,672.0,138.0,17.0,18.0,22.0,25.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,69.0,0.0,8.0,46.0,20.0,4.0,68.0,2.0,3.0,2.0,0.0,49.0,282.0,154.0,9.0,1.0,0.0,9.0,1.0,76.0,50.0,8.0,5.0,4.0,1.0,0.0,2.0,0.0,39.0,14.0,9.0,23.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Alex Telles,28.0,1992.0,BRA,DF,Manchester,4.0,3.0,292.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,23.7,0.0,3245.0,1267.0,89.0,92.0,88.0,102.0,13.0,36.0,4.0,18.0,3.0,3.0,0.0,3.0,6.0,0.0,13.0,0.0,0.0,0.0,26.0,8.0,8.0,269.0,8.0,50.0,137.0,95.0,2.0,218.0,3.0,3.0,3.0,1.0,156.0,582.0,263.0,16.0,7.0,1.0,4.0,2.0,182.0,168.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,28.0,9.0,10.0,15.0,3.0,9.0,1.0,0.0,8.0,3.0,8.0,0.0
Alexis Saelemaekers,22.0,1999.0,BEL,FW,Milan,6.0,5.0,443.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,19.9,0.0,1931.0,578.0,76.0,93.0,38.0,52.0,8.0,10.0,2.0,6.0,2.0,1.0,0.0,9.0,7.0,0.0,8.0,0.0,0.0,0.0,34.0,5.0,5.0,244.0,6.0,47.0,128.0,85.0,8.0,237.0,7.0,20.0,8.0,0.0,165.0,983.0,586.0,23.0,8.0,1.0,16.0,8.0,189.0,161.0,21.0,9.0,7.0,5.0,2.0,5.0,6.0,106.0,35.0,34.0,50.0,22.0,8.0,1.0,0.0,7.0,14.0,1.0,0.0
Alexis Sánchez,32.0,1988.0,CHI,FW,Inter,6.0,1.0,159.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,17.3,0.0,1143.0,308.0,31.0,38.0,18.0,21.0,10.0,11.0,4.0,4.0,3.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,97.0,0.0,9.0,59.0,42.0,4.0,93.0,4.0,6.0,4.0,0.0,80.0,424.0,136.0,8.0,7.0,1.0,3.0,7.0,94.0,78.0,17.0,3.0,1.0,3.0,0.0,1.0,0.0,42.0,13.0,5.0,20.0,17.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0
Alfonso Pedraza,25.0,1996.0,ESP,DF,Villarreal,10.0,4.0,434.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,12.8,0.0,2983.0,1188.0,106.0,118.0,66.0,85.0,12.0,26.0,5.0,13.0,6.0,4.0,0.0,5.0,3.0,0.0,16.0,0.0,0.0,0.0,31.0,3.0,5.0,297.0,17.0,88.0,106.0,126.0,19.0,259.0,5.0,15.0,5.0,0.0,196.0,1365.0,816.0,32.0,6.0,10.0,5.0,6.0,217.0,193.0,11.0,6.0,4.0,3.0,2.0,1.0,4.0,57.0,19.0,23.0,21.0,13.0,6.0,0.0,0.0,6.0,6.0,9.0,0.0
Alphonso Davies,20.0,2000.0,CAN,DF,Bayern,7.0,6.0,475.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,23.9,0.0,4513.0,1244.0,134.0,149.0,113.0,134.0,18.0,30.0,8.0,8.0,14.0,5.0,0.0,7.0,7.0,0.0,22.0,0.0,0.0,0.0,42.0,4.0,2.0,404.0,11.0,106.0,165.0,175.0,25.0,367.0,19.0,25.0,19.0,2.0,282.0,1830.0,1178.0,49.0,19.0,6.0,14.0,9.0,289.0,267.0,31.0,12.0,11.0,3.0,3.0,4.0,4.0,85.0,33.0,36.0,23.0,26.0,14.0,3.0,0.0,11.0,9.0,8.0,0.0
Amad Diallo,19.0,2002.0,CIV,MF,Manchester,1.0,1.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.1,0.0,331.0,76.0,12.0,12.0,4.0,7.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,39.0,1.0,5.0,22.0,15.0,2.0,39.0,0.0,2.0,1.0,1.0,28.0,194.0,152.0,7.0,2.0,1.0,2.0,3.0,33.0,25.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,5.0,4.0,11.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
Amadou Haidara,23.0,1998.0,MLI,MF,RB,4.0,1.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.5,0.0,1755.0,678.0,50.0,55.0,36.0,41.0,13.0,21.0,5.0,18.0,6.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,1.0,151.0,3.0,20.0,95.0,50.0,2.0,147.0,1.0,2.0,1.0,0.0,102.0,522.0,329.0,19.0,10.0,1.0,2.0,1.0,106.0,100.0,4.0,4.0,4.0,5.0,0.0,7.0,2.0,46.0,11.0,7.0,33.0,6.0,6.0,0.0,0.0,6.0,3.0,2.0,0.0
Amadou Onana,19.0,2001.0,BEL,MF,Lille,8.0,2.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.5,0.0,1542.0,356.0,27.0,33.0,32.0,39.0,13.0,19.0,2.0,11.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,4.0,135.0,7.0,44.0,73.0,23.0,4.0,134.0,3.0,5.0,4.0,1.0,80.0,404.0,178.0,4.0,0.0,0.0,4.0,6.0,107.0,81.0,7.0,7.0,6.0,3.0,1.0,2.0,4.0,53.0,22.0,15.0,27.0,11.0,4.0,1.0,0.0,3.0,3.0,6.0,0.0
Ander Herrera,31.0,1989.0,ESP,MF,Paris,6.0,4.0,326.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,18.5,0.0,3111.0,684.0,115.0,132.0,65.0,70.0,17.0,23.0,2.0,15.0,4.0,1.0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,24.0,2.0,4.0,270.0,10.0,70.0,152.0,57.0,4.0,269.0,1.0,2.0,1.0,0.0,178.0,614.0,221.0,6.0,2.0,0.0,2.0,1.0,231.0,216.0,7.0,3.0,4.0,3.0,1.0,2.0,8.0,70.0,18.0,40.0,20.0,10.0,5.0,2.0,0.0,3.0,9.0,4.0,0.0
Anders Christiansen,31.0,1990.0,DEN,MF,Malmö,4.0,4.0,327.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,14.8,0.0,3288.0,685.0,59.0,72.0,73.0,82.0,27.0,37.0,3.0,9.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,25.0,1.0,0.0,240.0,18.0,83.0,121.0,48.0,8.0,224.0,4.0,7.0,5.0,0.0,159.0,829.0,449.0,17.0,1.0,3.0,4.0,4.0,201.0,178.0,5.0,3.0,2.0,2.0,0.0,0.0,4.0,26.0,7.0,10.0,13.0,3.0,3.0,0.0,0.0,3.0,7.0,4.0,0.0
Andrea Ranocchia,33.0,1988.0,ITA,DF,Inter,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.7,0.0,707.0,267.0,12.0,13.0,15.0,16.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,47.0,14.0,35.0,12.0,2.0,2.0,45.0,0.0,0.0,0.0,0.0,29.0,162.0,56.0,1.0,0.0,0.0,0.0,0.0,35.0,32.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,6.0,3.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
Andreas Christensen,25.0,1996.0,DEN,DF,Chelsea,8.0,8.0,601.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,25.0,0.0,10225.0,3157.0,189.0,194.0,269.0,284.0,69.0,83.0,2.0,57.0,4.0,0.0,0.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,61.0,14.0,6.0,617.0,37.0,194.0,415.0,50.0,4.0,607.0,1.0,1.0,1.0,0.0,469.0,2223.0,1323.0,52.0,11.0,0.0,3.0,2.0,500.0,492.0,4.0,7.0,3.0,5.0,2.0,3.0,3.0,49.0,17.0,19.0,25.0,5.0,7.0,2.0,0.0,5.0,15.0,17.0,0.0
Andreas Ulmer,35.0,1985.0,AUT,DF,RB,8.0,8.0,715.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,22.8,0.0,5297.0,2594.0,118.0,146.0,118.0,153.0,36.0,87.0,3.0,28.0,1.0,0.0,0.0,15.0,3.0,0.0,7.0,0.0,0.0,0.0,66.0,3.0,8.0,462.0,24.0,145.0,221.0,113.0,5.0,371.0,2.0,4.0,2.0,0.0,215.0,899.0,581.0,19.0,4.0,2.0,2.0,3.0,249.0,225.0,11.0,13.0,12.0,7.0,1.0,13.0,14.0,158.0,58.0,65.0,68.0,25.0,6.0,0.0,0.0,6.0,25.0,16.0,0.0
Andrei Mostovoy,23.0,1997.0,RUS,FW,Zenit,5.0,1.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.1,0.0,576.0,75.0,21.0,26.0,12.0,15.0,3.0,5.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,7.0,1.0,3.0,71.0,1.0,9.0,25.0,44.0,11.0,71.0,3.0,5.0,3.0,1.0,52.0,250.0,115.0,5.0,5.0,0.0,6.0,2.0,87.0,55.0,10.0,2.0,0.0,2.0,0.0,1.0,2.0,44.0,14.0,10.0,14.0,20.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0
Andrew Robertson,27.0,1994.0,SCO,DF,Liverpool,10.0,9.0,826.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,19.9,0.0,10513.0,3603.0,265.0,290.0,257.0,296.0,59.0,119.0,25.0,48.0,14.0,4.0,0.0,5.0,3.0,1.0,29.0,0.0,0.0,0.0,101.0,11.0,10.0,807.0,25.0,201.0,391.0,276.0,20.0,685.0,5.0,15.0,7.0,1.0,508.0,2189.0,1387.0,61.0,19.0,6.0,8.0,4.0,552.0,519.0,24.0,7.0,5.0,4.0,1.0,3.0,10.0,95.0,39.0,24.0,47.0,24.0,15.0,3.0,1.0,12.0,17.0,15.0,0.0
André Almeida,30.0,1990.0,POR,DF,Benfica,5.0,3.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,746.0,30.0,35.0,42.0,48.0,9.0,24.0,1.0,5.0,2.0,1.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,23.0,8.0,3.0,136.0,18.0,64.0,65.0,15.0,1.0,127.0,0.0,2.0,1.0,0.0,78.0,268.0,117.0,2.0,3.0,0.0,1.0,0.0,81.0,80.0,0.0,5.0,5.0,3.0,1.0,3.0,3.0,32.0,9.0,11.0,20.0,1.0,1.0,0.0,0.0,1.0,9.0,4.0,0.0
André Silva,25.0,1995.0,POR,FW,RB,6.0,5.0,407.0,3.0,2.0,0.0,1.0,0.0,0.0,21.0,9.0,14.6,0.0,1054.0,223.0,49.0,57.0,21.0,28.0,3.0,6.0,8.0,3.0,7.0,2.0,0.0,9.0,8.0,9.0,2.0,1.0,0.0,0.0,29.0,15.0,19.0,178.0,2.0,7.0,86.0,95.0,31.0,163.0,4.0,13.0,4.0,1.0,110.0,428.0,232.0,15.0,5.0,5.0,15.0,10.0,230.0,119.0,28.0,1.0,0.0,0.0,1.0,0.0,5.0,71.0,18.0,1.0,38.0,32.0,9.0,0.0,0.0,9.0,1.0,1.0,0.0
